time,numerical_0,numerical_1,exact_0,exact_1
4.28000000,-0.64880908,-1.52190246,-0.64880909,-1.52190244
4.29000000,-0.66389734,-1.49564745,-0.66389735,-1.49564744
4.30000000,-0.67872004,-1.46879421,-0.67872005,-1.46879420
4.31000000,-0.69327126,-1.44135347,-0.69327127,-1.44135345
4.32000000,-0.70754519,-1.41333621,-0.70754519,-1.41333619
4.33000000,-0.72153610,-1.38475363,-0.72153611,-1.38475361
4.34000000,-0.73523841,-1.35561717,-0.73523842,-1.35561715
4.35000000,-0.74864664,-1.32593848,-0.74864665,-1.32593846
4.36000000,-0.76175541,-1.29572943,-0.76175542,-1.29572941
4.37000000,-0.77455950,-1.26500211,-0.77455951,-1.26500209
4.38000000,-0.78705377,-1.23376880,-0.78705378,-1.23376878
4.39000000,-0.79923323,-1.20204200,-0.79923324,-1.20204198
4.40000000,-0.81109301,-1.16983440,-0.81109301,-1.16983439
4.41000000,-0.82262836,-1.13715889,-0.82262836,-1.13715887
4.42000000,-0.83383467,-1.10402852,-0.83383468,-1.10402850
4.43000000,-0.84470746,-1.07045656,-0.84470746,-1.07045654
4.44000000,-0.85524237,-1.03645643,-0.85524238,-1.03645641
4.45000000,-0.86543520,-1.00204173,-0.86543521,-1.00204171
4.46000000,-0.87528187,-0.96722623,-0.87528188,-0.96722621
4.47000000,-0.88477844,-0.93202385,-0.88477844,-0.93202383
4.48000000,-0.89392111,-0.89644868,-0.89392111,-0.89644865
4.49000000,-0.90270622,-0.86051493,-0.90270622,-0.86051491
4.50000000,-0.91113026,-0.82423699,-0.91113026,-0.82423697
4.51000000,-0.91918986,-0.78762937,-0.91918986,-0.78762935
4.52000000,-0.92688179,-0.75070671,-0.92688180,-0.75070668
4.53000000,-0.93420299,-0.71348377,-0.93420299,-0.71348375
4.54000000,-0.94115052,-0.67597545,-0.94115052,-0.67597543
4.55000000,-0.94772160,-0.63819675,-0.94772160,-0.63819672
4.56000000,-0.95391360,-0.60016278,-0.95391361,-0.60016275
4.57000000,-0.95972405,-0.56188875,-0.95972406,-0.56188872
4.58000000,-0.96515063,-0.52338997,-0.96515063,-0.52338995
4.59000000,-0.97019115,-0.48468184,-0.97019116,-0.48468182
4.60000000,-0.97484362,-0.44577985,-0.97484362,-0.44577983
4.61000000,-0.97910616,-0.40669955,-0.97910616,-0.40669953
4.62000000,-0.98297707,-0.36745658,-0.98297707,-0.36745656
4.63000000,-0.98645480,-0.32806663,-0.98645480,-0.32806661
4.64000000,-0.98953796,-0.28854546,-0.98953796,-0.28854543
4.65000000,-0.99222532,-0.24890887,-0.99222533,-0.24890885
4.66000000,-0.99451581,-0.20917272,-0.99451581,-0.20917270
4.67000000,-0.99640850,-0.16935291,-0.99640850,-0.16935289
4.68000000,-0.99790264,-0.12946536,-0.99790264,-0.12946533
4.69000000,-0.99899763,-0.08952602,-0.99899763,-0.08952600
4.70000000,-0.99969304,-0.04955088,-0.99969304,-0.04955085
4.71000000,-0.99998859,-0.00955591,-0.99998859,-0.00955589
4.72000000,-0.99988415,0.03044288,-0.99988415,0.03044290
4.73000000,-0.99937977,0.07042949,-0.99937977,0.07042951
4.74000000,-0.99847565,0.11038793,-0.99847565,0.11038795
4.75000000,-0.99717216,0.15030222,-0.99717216,0.15030224
4.76000000,-0.99546981,0.19015638,-0.99546981,0.19015641
4.77000000,-0.99336928,0.22993449,-0.99336928,0.22993452
4.78000000,-0.99087142,0.26962063,-0.99087142,0.26962065
4.79000000,-0.98797723,0.30919892,-0.98797723,0.30919895
4.80000000,-0.98468786,0.34865354,-0.98468786,0.34865356
4.81000000,-0.98100462,0.38796870,-0.98100462,0.38796872
4.82000000,-0.97692900,0.42712868,-0.97692900,0.42712870
4.83000000,-0.97246262,0.46611781,-0.97246262,0.46611783
4.84000000,-0.96760727,0.50492050,-0.96760726,0.50492052
4.85000000,-0.96236488,0.54352123,-0.96236488,0.54352125
4.86000000,-0.95673757,0.58190456,-0.95673756,0.58190458
4.87000000,-0.95072757,0.62005513,-0.95072756,0.62005516
4.88000000,-0.94433729,0.65795769,-0.94433729,0.65795772
4.89000000,-0.93756929,0.69559708,-0.93756929,0.69559710
4.90000000,-0.93042628,0.73295823,-0.93042627,0.73295826
4.91000000,-0.92291110,0.77002622,-0.92291110,0.77002624
4.92000000,-0.91502678,0.80678620,-0.91502677,0.80678622
4.93000000,-0.90677646,0.84322348,-0.90677645,0.84322350
4.94000000,-0.89816343,0.87932348,-0.89816343,0.87932350
4.95000000,-0.88919116,0.91507176,-0.88919115,0.91507179
4.96000000,-0.87986322,0.95045403,-0.87986321,0.95045405
4.97000000,-0.87018335,0.98545613,-0.87018334,0.98545615
4.98000000,-0.86015541,1.02006406,-0.86015540,1.02006408
4.99000000,-0.84978342,1.05426397,-0.84978342,1.05426400
5.00000000,-0.83907154,1.08804220,-0.83907153,1.08804222
5.01000000,-0.82802403,1.12138522,-0.82802402,1.12138524
5.02000000,-0.81664533,1.15427971,-0.81664532,1.15427973
5.03000000,-0.80493998,1.18671249,-0.80493997,1.18671251
5.04000000,-0.79291266,1.21867061,-0.79291265,1.21867063
5.05000000,-0.78056819,1.25014128,-0.78056818,1.25014130
5.06000000,-0.76791150,1.28111190,-0.76791149,1.28111192
5.07000000,-0.75494766,1.31157010,-0.75494765,1.31157012
5.08000000,-0.74168185,1.34150369,-0.74168184,1.34150371
5.09000000,-0.72811937,1.37090069,-0.72811936,1.37090071
5.10000000,-0.71426566,1.39974936,-0.71426565,1.39974938
5.11000000,-0.70012625,1.42803814,-0.70012624,1.42803816
5.12000000,-0.68570680,1.45575572,-0.68570679,1.45575574
5.13000000,-0.67101308,1.48289102,-0.67101307,1.48289104
5.14000000,-0.65605096,1.50943319,-0.65605095,1.50943321
5.15000000,-0.64082643,1.53537160,-0.64082642,1.53537162
5.16000000,-0.62534557,1.56069589,-0.62534556,1.56069590
5.17000000,-0.60961459,1.58539591,-0.60961458,1.58539593
5.18000000,-0.59363977,1.60946180,-0.59363976,1.60946182
5.19000000,-0.57742750,1.63288393,-0.57742749,1.63288394
5.20000000,-0.56098427,1.65565292,-0.56098426,1.65565294
5.21000000,-0.54431665,1.67775968,-0.54431664,1.67775969
5.22000000,-0.52743131,1.69919535,-0.52743130,1.69919537
5.23000000,-0.51033501,1.71995137,-0.51033500,1.71995138
5.24000000,-0.49303458,1.74001943,-0.49303457,1.74001944
5.25000000,-0.47553694,1.75939151,-0.47553693,1.75939152
5.26000000,-0.45784909,1.77805985,-0.45784908,1.77805986
5.27000000,-0.43997811,1.79601699,-0.43997810,1.79601700
5.28000000,-0.42193115,1.81325575,-0.42193114,1.81325576
5.29000000,-0.40371542,1.82976923,-0.40371540,1.82976925
5.30000000,-0.38533820,1.84555083,-0.38533819,1.84555084
5.31000000,-0.36680686,1.86059423,-0.36680685,1.86059425
5.32000000,-0.34812880,1.87489342,-0.34812879,1.87489343
5.33000000,-0.32931149,1.88844268,-0.32931148,1.88844269
5.34000000,-0.31036246,1.90123659,-0.31036245,1.90123660
5.35000000,-0.29128930,1.91327002,-0.29128928,1.91327003
5.36000000,-0.27209961,1.92453818,-0.27209960,1.92453819
5.37000000,-0.25280110,1.93503654,-0.25280108,1.93503655
5.38000000,-0.23340146,1.94476092,-0.23340145,1.94476092
5.39000000,-0.21390847,1.95370741,-0.21390846,1.95370742
5.40000000,-0.19432992,1.96187245,-0.19432991,1.96187246
5.41000000,-0.17467364,1.96925277,-0.17467363,1.96925278
5.42000000,-0.15494749,1.97584541,-0.15494748,1.97584542
5.43000000,-0.13515937,1.98164774,-0.13515935,1.98164775
5.44000000,-0.11531718,1.98665744,-0.11531716,1.98665745
5.45000000,-0.09542887,1.99087250,-0.09542885,1.99087251
5.46000000,-0.07550238,1.99429124,-0.07550237,1.99429124
5.47000000,-0.05554570,1.99691229,-0.05554569,1.99691229
5.48000000,-0.03556680,1.99873460,-0.03556678,1.99873460
5.49000000,-0.01557367,1.99975745,-0.01557366,1.99975745
5.50000000,0.00442568,1.99998041,0.00442570,1.99998041
5.51000000,0.02442327,1.99940341,0.02442328,1.99940341
5.52000000,0.04441109,1.99802668,0.04441110,1.99802668
5.53000000,0.06438114,1.99585076,0.06438115,1.99585076
5.54000000,0.08432544,1.99287653,0.08432545,1.99287653
5.55000000,0.10423601,1.98910518,0.10423603,1.98910518
5.56000000,0.12410489,1.98453821,0.12410491,1.98453821
5.57000000,0.14392413,1.97917745,0.14392414,1.97917745
5.58000000,0.16368580,1.97302505,0.16368582,1.97302504
5.59000000,0.18338200,1.96608346,0.18338202,1.96608345
5.60000000,0.20300485,1.95835546,0.20300486,1.95835546
5.61000000,0.22254650,1.94984415,0.22254651,1.94984415
5.62000000,0.24199913,1.94055293,0.24199915,1.94055292
5.63000000,0.26135497,1.93048551,0.26135498,1.93048551
5.64000000,0.28060627,1.91964593,0.28060628,1.91964592
5.65000000,0.29974533,1.90803851,0.29974534,1.90803850
5.66000000,0.31876449,1.89566790,0.31876451,1.89566789
5.67000000,0.33765616,1.88253905,0.33765617,1.88253904
5.68000000,0.35641277,1.86865721,0.35641278,1.86865720
5.69000000,0.37502681,1.85402793,0.37502683,1.85402792
5.70000000,0.39349085,1.83865706,0.39349087,1.83865705
5.71000000,0.41179750,1.82255076,0.41179752,1.82255075
5.72000000,0.42993944,1.80571546,0.42993945,1.80571545
5.73000000,0.44790940,1.78815790,0.44790942,1.78815788
5.74000000,0.46570021,1.76988510,0.46570022,1.76988508
5.75000000,0.48330475,1.75090436,0.48330476,1.75090435
5.76000000,0.50071596,1.73122329,0.50071598,1.73122328
5.77000000,0.51792690,1.71084976,0.51792692,1.71084974
5.78000000,0.53493068,1.68979190,0.53493069,1.68979189
5.79000000,0.55172049,1.66805816,0.55172050,1.66805814
5.80000000,0.56828962,1.64565721,0.56828963,1.64565719
5.81000000,0.58463144,1.62259802,0.58463145,1.62259800
5.82000000,0.60073941,1.59888981,0.60073943,1.59888979
5.83000000,0.61660710,1.57454207,0.61660711,1.57454205
5.84000000,0.63222816,1.54956453,0.63222817,1.54956451
5.85000000,0.64759633,1.52396719,0.64759634,1.52396717
5.86000000,0.66270547,1.49776028,0.66270548,1.49776026
5.87000000,0.67754954,1.47095428,0.67754955,1.47095426
5.88000000,0.69212259,1.44355993,0.69212260,1.44355991
5.89000000,0.70641881,1.41558817,0.70641882,1.41558815
5.90000000,0.72043247,1.38705019,0.72043248,1.38705017
5.91000000,0.73415796,1.35795741,0.73415797,1.35795739
5.92000000,0.74758981,1.32832147,0.74758982,1.32832145
5.93000000,0.76072262,1.29815422,0.76072263,1.29815419
5.94000000,0.77355116,1.26746772,0.77355117,1.26746769
5.95000000,0.78607029,1.23627425,0.78607030,1.23627422
5.96000000,0.79827500,1.20458629,0.79827501,1.20458626
5.97000000,0.81016041,1.17241651,0.81016042,1.17241648
5.98000000,0.82172176,1.13977778,0.82172177,1.13977775
5.99000000,0.83295444,1.10668315,0.83295445,1.10668312
6.00000000,0.84385395,1.07314586,0.84385396,1.07314584
6.01000000,0.85441593,1.03917933,0.85441594,1.03917931
6.02000000,0.86463615,1.00479715,0.86463616,1.00479712
6.03000000,0.87451053,0.97001305,0.87451054,0.97001302
6.04000000,0.88403512,0.93484097,0.88403513,0.93484094
6.05000000,0.89320610,0.89929496,0.89320611,0.89929493
6.06000000,0.90201982,0.86338924,0.90201983,0.86338921
6.07000000,0.91047274,0.82713818,0.91047274,0.82713815
6.08000000,0.91856148,0.79055628,0.91856149,0.79055625
6.09000000,0.92628281,0.75365816,0.92628282,0.75365813
6.10000000,0.93363364,0.71645859,0.93363364,0.71645856
6.11000000,0.94061103,0.67897245,0.94061103,0.67897242
6.12000000,0.94721218,0.64121473,0.94721219,0.64121470
6.13000000,0.95343447,0.60320053,0.95343447,0.60320050
6.14000000,0.95927539,0.56494506,0.95927539,0.56494503
6.15000000,0.96473261,0.52646361,0.96473262,0.52646358
6.16000000,0.96980396,0.48777159,0.96980396,0.48777156
6.17000000,0.97448739,0.44888447,0.97448740,0.44888444
6.18000000,0.97878105,0.40981780,0.97878105,0.40981777
6.19000000,0.98268320,0.37058721,0.98268321,0.37058717
6.20000000,0.98619230,0.33120838,0.98619230,0.33120835
6.21000000,0.98930693,0.29169708,0.98930693,0.29169705
6.22000000,0.99202585,0.25206911,0.99202585,0.25206907
6.23000000,0.99434798,0.21234030,0.99434798,0.21234027
6.24000000,0.99627237,0.17252657,0.99627238,0.17252654
6.25000000,0.99779828,0.13264383,0.99779828,0.13264379
6.26000000,0.99892507,0.09270803,0.99892508,0.09270800
6.27000000,0.99965231,0.05273515,0.99965232,0.05273512
6.28000000,0.99997971,0.01274118,0.99997971,0.01274114
6.29000000,0.99990712,-0.02725789,0.99990712,-0.02725793
6.30000000,0.99943459,-0.06724606,0.99943459,-0.06724609
6.31000000,0.99856229,-0.10720733,0.99856229,-0.10720736
6.32000000,0.99729058,-0.14712572,0.99729058,-0.14712575
6.33000000,0.99561997,-0.18698526,0.99561997,-0.18698529
6.34000000,0.99355113,-0.22677001,0.99355112,-0.22677004
6.35000000,0.99108487,-0.26646405,0.99108487,-0.26646408
6.36000000,0.98822220,-0.30605151,0.98822220,-0.30605154
6.37000000,0.98496425,-0.34551655,0.98496425,-0.34551659
6.38000000,0.98131233,-0.38484340,0.98131233,-0.38484343
6.39000000,0.97726790,-0.42401631,0.97726789,-0.42401634
6.40000000,0.97283257,-0.46301962,0.97283257,-0.46301965
6.41000000,0.96800812,-0.50183772,0.96800812,-0.50183776
6.42000000,0.96279648,-0.54045510,0.96279648,-0.54045514
6.43000000,0.95719974,-0.57885631,0.95719974,-0.57885634
6.44000000,0.95122013,-0.61702598,0.95122012,-0.61702601
6.45000000,0.94486004,-0.65494885,0.94486004,-0.65494888
6.46000000,0.93812203,-0.69260974,0.93812202,-0.69260977
6.47000000,0.93100877,-0.72999360,0.93100877,-0.72999364
6.48000000,0.92352313,-0.76708548,0.92352312,-0.76708551
6.49000000,0.91566809,-0.80387053,0.91566808,-0.80387056
6.50000000,0.90744679,-0.84033404,0.90744678,-0.84033407
6.51000000,0.89886252,-0.87646143,0.89886252,-0.87646146
6.52000000,0.88991873,-0.91223825,0.88991872,-0.91223828
6.53000000,0.88061898,-0.94765018,0.88061897,-0.94765022
6.54000000,0.87096699,-0.98268307,0.87096698,-0.98268310
6.55000000,0.86096663,-1.01732290,0.86096662,-1.01732293
6.56000000,0.85062189,-1.05155581,0.85062188,-1.05155584
6.57000000,0.83993691,-1.08536811,0.83993690,-1.08536814
6.58000000,0.82891597,-1.11874628,0.82891596,-1.11874631
6.59000000,0.81756348,-1.15167697,0.81756347,-1.15167700
6.60000000,0.80588397,-1.18414700,0.80588396,-1.18414703
6.61000000,0.79388212,-1.21614339,0.79388211,-1.21614342
6.62000000,0.78156272,-1.24765334,0.78156271,-1.24765336
6.63000000,0.76893071,-1.27866424,0.76893070,-1.27866427
6.64000000,0.75599114,-1.30916369,0.75599113,-1.30916372
6.65000000,0.74274918,-1.33913950,0.74274917,-1.33913952
6.66000000,0.72921014,-1.36857967,0.72921013,-1.36857969
6.67000000,0.71537942,-1.39747242,0.71537940,-1.39747245
6.68000000,0.70126255,-1.42580620,0.70126254,-1.42580623
6.69000000,0.68686519,-1.45356968,0.68686518,-1.45356971
6.70000000,0.67219310,-1.48075176,0.67219308,-1.48075178
6.71000000,0.65725213,-1.50734155,0.65725212,-1.50734157
6.72000000,0.64204828,-1.53332842,0.64204826,-1.53332844
6.73000000,0.62658761,-1.55870198,0.62658759,-1.55870201
6.74000000,0.61087631,-1.58345209,0.61087630,-1.58345211
6.75000000,0.59492068,-1.60756883,0.59492066,-1.60756885
6.76000000,0.57872708,-1.63104257,0.57872707,-1.63104259
6.77000000,0.56230200,-1.65386391,0.56230199,-1.65386393
6.78000000,0.54565201,-1.67602373,0.54565199,-1.67602375
6.79000000,0.52878376,-1.69751316,0.52878375,-1.69751318
6.80000000,0.51170401,-1.71832361,0.51170399,-1.71832363
6.81000000,0.49441958,-1.73844675,0.49441956,-1.73844677
6.82000000,0.47693739,-1.75787454,0.47693737,-1.75787456
6.83000000,0.45926443,-1.77659920,0.45926442,-1.77659922
6.84000000,0.44140778,-1.79461325,0.44140776,-1.79461326
6.85000000,0.42337456,-1.81190947,0.42337454,-1.81190948
6.86000000,0.40517200,-1.82848095,0.40517199,-1.82848097
6.87000000,0.38680738,-1.84432107,0.38680736,-1.84432108
6.88000000,0.36828804,-1.85942348,0.36828802,-1.85942349
6.89000000,0.34962139,-1.87378215,0.34962137,-1.87378216
6.90000000,0.33081490,-1.88739133,0.33081488,-1.88739134
6.91000000,0.31187608,-1.90024557,0.31187606,-1.90024559
6.92000000,0.29281252,-1.91233975,0.29281250,-1.91233976
6.93000000,0.27363183,-1.92366901,0.27363182,-1.92366902
6.94000000,0.25434170,-1.93422884,0.25434168,-1.93422885
6.95000000,0.23494984,-1.94401499,0.23494982,-1.94401500
6.96000000,0.21546399,-1.95302357,0.21546398,-1.95302358
6.97000000,0.19589197,-1.96125096,0.19589195,-1.96125097
6.98000000,0.17624159,-1.96869388,0.17624157,-1.96869389
6.99000000,0.15652072,-1.97534935,0.15652070,-1.97534936
7.00000000,0.13673724,-1.98121471,0.13673722,-1.98121471
7.01000000,0.11689906,-1.98628760,0.11689905,-1.98628761
7.02000000,0.09701413,-1.99056601,0.09701411,-1.99056601
7.03000000,0.07709040,-1.99404821,0.07709038,-1.99404822
7.04000000,0.05713583,-1.99673283,0.05713581,-1.99673283
7.05000000,0.03715840,-1.99861878,0.03715838,-1.99861878
7.06000000,0.01716612,-1.99970530,0.01716610,-1.99970530
7.07000000,-0.00283304,-1.99999197,-0.00283306,-1.99999197
7.08000000,-0.02283106,-1.99947867,-0.02283107,-1.99947867
7.09000000,-0.04281994,-1.99816561,-0.04281996,-1.99816561
7.10000000,-0.06279170,-1.99605331,-0.06279172,-1.99605331
7.11000000,-0.08273835,-1.99314261,-0.08273837,-1.99314261
7.12000000,-0.10265190,-1.98943468,-0.10265192,-1.98943468
7.13000000,-0.12252439,-1.98493100,-0.12252441,-1.98493100
7.14000000,-0.14234787,-1.97963338,-0.14234789,-1.97963338
7.15000000,-0.16211442,-1.97354393,-0.16211444,-1.97354393
7.16000000,-0.18181612,-1.96666509,-0.18181614,-1.96666509
7.17000000,-0.20144510,-1.95899961,-0.20144512,-1.95899961
7.18000000,-0.22099350,-1.95055056,-0.22099352,-1.95055055
7.19000000,-0.24045351,-1.94132131,-0.24045353,-1.94132130
7.20000000,-0.25981734,-1.93131556,-0.25981736,-1.93131555
7.21000000,-0.27907724,-1.92053731,-0.27907726,-1.92053730
7.22000000,-0.29822552,-1.90899087,-0.29822554,-1.90899086
7.23000000,-0.31725452,-1.89668086,-0.31725453,-1.89668085
7.24000000,-0.33615661,-1.88361220,-0.33615663,-1.88361219
7.25000000,-0.35492425,-1.86979012,-0.35492427,-1.86979011
7.26000000,-0.37354992,-1.85522016,-0.37354994,-1.85522014
7.27000000,-0.39202618,-1.83990812,-0.39202620,-1.83990811
7.28000000,-0.41034563,-1.82386015,-0.41034565,-1.82386014
7.29000000,-0.42850095,-1.80708266,-0.42850097,-1.80708264
7.30000000,-0.44648487,-1.78958236,-0.44648489,-1.78958234
7.31000000,-0.46429021,-1.77136625,-0.46429023,-1.77136623
7.32000000,-0.48190984,-1.75244162,-0.48190985,-1.75244160
7.33000000,-0.49933671,-1.73281604,-0.49933672,-1.73281602
7.34000000,-0.51656385,-1.71249735,-0.51656386,-1.71249733
7.35000000,-0.53358437,-1.69149368,-0.53358439,-1.69149366
7.36000000,-0.55039147,-1.66981344,-0.55039148,-1.66981342
7.37000000,-0.56697841,-1.64746530,-0.56697843,-1.64746528
7.38000000,-0.58333858,-1.62445819,-0.58333859,-1.62445817
7.39000000,-0.59946541,-1.60080133,-0.59946543,-1.60080130
7.40000000,-0.61535247,-1.57650416,-0.61535248,-1.57650413
7.41000000,-0.63099339,-1.55157641,-0.63099341,-1.55157639
7.42000000,-0.64638193,-1.52602805,-0.64638194,-1.52602803
7.43000000,-0.66151192,-1.49986930,-0.66151193,-1.49986928
7.44000000,-0.67637731,-1.47311063,-0.67637733,-1.47311060
7.45000000,-0.69097217,-1.44576273,-0.69097218,-1.44576270
7.46000000,-0.70529064,-1.41783654,-0.70529065,-1.41783651
7.47000000,-0.71932701,-1.38934324,-0.71932702,-1.38934321
7.48000000,-0.73307565,-1.36029421,-0.73307567,-1.36029419
7.49000000,-0.74653108,-1.33070109,-0.74653109,-1.33070106
7.50000000,-0.75968790,-1.30057571,-0.75968791,-1.30057568
7.51000000,-0.77254086,-1.26993011,-0.77254087,-1.26993008
7.52000000,-0.78508481,-1.23877656,-0.78508482,-1.23877653
7.53000000,-0.79731474,-1.20712752,-0.79731475,-1.20712748
7.54000000,-0.80922575,-1.17499564,-0.80922576,-1.17499560
7.55000000,-0.82081308,-1.14239377,-0.82081309,-1.14239374
7.56000000,-0.83207210,-1.10933497,-0.83207211,-1.10933493
7.57000000,-0.84299830,-1.07583244,-0.84299831,-1.07583241
7.58000000,-0.85358732,-1.04189960,-0.85358733,-1.04189956
7.59000000,-0.86383491,-1.00755001,-0.86383492,-1.00754997
7.60000000,-0.87373697,-0.97279741,-0.87373698,-0.97279738
7.61000000,-0.88328956,-0.93765571,-0.88328957,-0.93765568
7.62000000,-0.89248884,-0.90213896,-0.89248885,-0.90213892
7.63000000,-0.90133113,-0.86626136,-0.90133114,-0.86626133
7.64000000,-0.90981291,-0.83003728,-0.90981292,-0.83003724
7.65000000,-0.91793077,-0.79348118,-0.91793078,-0.79348115
7.66000000,-0.92568147,-0.75660771,-0.92568148,-0.75660767
7.67000000,-0.93306192,-0.71943160,-0.93306193,-0.71943156
7.68000000,-0.94006915,-0.68196773,-0.94006915,-0.68196769
7.69000000,-0.94670036,-0.64423108,-0.94670037,-0.64423105
7.70000000,-0.95295291,-0.60623675,-0.95295292,-0.60623671
7.71000000,-0.95882429,-0.56799993,-0.95882430,-0.56799989
7.72000000,-0.96431215,-0.52953592,-0.96431216,-0.52953588
7.73000000,-0.96941430,-0.49086010,-0.96941431,-0.49086006
7.74000000,-0.97412870,-0.45198795,-0.97412870,-0.45198791
7.75000000,-0.97845346,-0.41293500,-0.97845346,-0.41293496
7.76000000,-0.98238685,-0.37371689,-0.98238685,-0.37371685
7.77000000,-0.98592730,-0.33434930,-0.98592730,-0.33434925
7.78000000,-0.98907339,-0.29484797,-0.98907339,-0.29484792
7.79000000,-0.99182386,-0.25522870,-0.99182387,-0.25522866
7.80000000,-0.99417762,-0.21550735,-0.99417763,-0.21550730
7.81000000,-0.99613372,-0.17569979,-0.99613373,-0.17569975
7.82000000,-0.99769138,-0.13582196,-0.99769139,-0.13582192
7.83000000,-0.99884998,-0.09588980,-0.99884998,-0.09588976
7.84000000,-0.99960905,-0.05591929,-0.99960905,-0.05591925
7.85000000,-0.99996829,-0.01592641,-0.99996829,-0.01592637
7.86000000,-0.99992756,0.02407284,-0.99992756,0.02407288
7.87000000,-0.99948687,0.06406246,-0.99948687,0.06406250
7.88000000,-0.99864640,0.10402646,-0.99864639,0.10402650
7.89000000,-0.99740648,0.14394885,-0.99740648,0.14394889
7.90000000,-0.99576761,0.18381366,-0.99576761,0.18381370
7.91000000,-0.99373045,0.22360495,-0.99373045,0.22360499
7.92000000,-0.99129581,0.26330679,-0.99129581,0.26330684
7.93000000,-0.98846466,0.30290332,-0.98846466,0.30290337
7.94000000,-0.98523815,0.34237870,-0.98523814,0.34237874
7.95000000,-0.98161755,0.38171712,-0.98161754,0.38171716
7.96000000,-0.97760431,0.42090286,-0.97760431,0.42090291
7.97000000,-0.97320005,0.45992025,-0.97320005,0.45992029
7.98000000,-0.96840652,0.49875368,-0.96840652,0.49875372
7.99000000,-0.96322564,0.53738761,-0.96322564,0.53738765
8.00000000,-0.95765949,0.57580659,-0.95765948,0.57580663
8.01000000,-0.95171028,0.61399526,-0.95171027,0.61399530
8.02000000,-0.94538040,0.65193834,-0.94538039,0.65193838
8.03000000,-0.93867238,0.68962065,-0.93867237,0.68962069
8.04000000,-0.93158891,0.72702712,-0.93158890,0.72702716
8.05000000,-0.92413281,0.76414279,-0.92413280,0.76414283
8.06000000,-0.91630707,0.80095282,-0.91630706,0.80095286
8.07000000,-0.90811482,0.83744247,-0.90811481,0.83744251
8.08000000,-0.89955934,0.87359716,-0.89955933,0.87359720
8.09000000,-0.89064404,0.90940242,-0.89064403,0.90940246
8.10000000,-0.88137250,0.94484393,-0.88137249,0.94484397
8.11000000,-0.87174842,0.97990752,-0.87174841,0.97990756
8.12000000,-0.86177566,1.01457916,-0.86177565,1.01457920
8.13000000,-0.85145819,1.04884498,-0.85145818,1.04884502
8.14000000,-0.84080016,1.08269127,-0.84080014,1.08269131
8.15000000,-0.82980581,1.11610451,-0.82980580,1.11610454
8.16000000,-0.81847955,1.14907131,-0.81847954,1.14907135
8.17000000,-0.80682592,1.18157851,-0.80682590,1.18157854
8.18000000,-0.79484956,1.21361308,-0.79484955,1.21361312
8.19000000,-0.78255527,1.24516223,-0.78255526,1.24516227
8.20000000,-0.76994797,1.27621333,-0.76994796,1.27621336
8.21000000,-0.75703271,1.30675396,-0.75703269,1.30675400
8.22000000,-0.74381464,1.33677191,-0.74381462,1.33677194
8.23000000,-0.73029905,1.36625517,-0.73029904,1.36625520
8.24000000,-0.71649136,1.39519194,-0.71649134,1.39519197
8.25000000,-0.70239707,1.42357065,-0.70239706,1.42357068
8.26000000,-0.68802184,1.45137996,-0.68802182,1.45137999
8.27000000,-0.67337141,1.47860873,-0.67337139,1.47860876
8.28000000,-0.65845164,1.50524608,-0.65845162,1.50524611
8.29000000,-0.64326849,1.53128135,-0.64326848,1.53128138
8.30000000,-0.62782805,1.55670413,-0.62782804,1.55670416
8.31000000,-0.61213649,1.58150425,-0.61213647,1.58150427
8.32000000,-0.59620008,1.60567178,-0.59620006,1.60567181
8.33000000,-0.58002519,1.62919707,-0.58002517,1.62919710
8.34000000,-0.56361831,1.65207070,-0.56361829,1.65207073
8.35000000,-0.54698598,1.67428353,-0.54698596,1.67428356
8.36000000,-0.53013487,1.69582667,-0.53013485,1.69582669
8.37000000,-0.51307171,1.71669149,-0.51307169,1.71669152
8.38000000,-0.49580333,1.73686967,-0.49580331,1.73686969
8.39000000,-0.47833663,1.75635312,-0.47833661,1.75635314
8.40000000,-0.46067861,1.77513405,-0.46067859,1.77513407
8.41000000,-0.44283632,1.79320495,-0.44283630,1.79320497
8.42000000,-0.42481690,1.81055859,-0.42481688,1.81055861
8.43000000,-0.40662756,1.82718803,-0.40662754,1.82718805
8.44000000,-0.38827557,1.84308663,-0.38827555,1.84308664
8.45000000,-0.36976828,1.85824801,-0.36976826,1.85824803
8.46000000,-0.35111309,1.87266612,-0.35111307,1.87266613
8.47000000,-0.33231746,1.88633518,-0.33231744,1.88633520
8.48000000,-0.31338890,1.89924974,-0.31338888,1.89924976
8.49000000,-0.29433500,1.91140462,-0.29433498,1.91140464
8.50000000,-0.27516336,1.92279497,-0.27516334,1.92279498
8.51000000,-0.25588166,1.93341623,-0.25588164,1.93341624
8.52000000,-0.23649761,1.94326414,-0.23649759,1.94326415
8.53000000,-0.21701897,1.95233477,-0.21701895,1.95233478
8.54000000,-0.19745352,1.96062450,-0.19745350,1.96062451
8.55000000,-0.17780909,1.96813000,-0.17780907,1.96813001
8.56000000,-0.15809354,1.97484828,-0.15809352,1.97484829
8.57000000,-0.13831476,1.98077664,-0.13831474,1.98077665
8.58000000,-0.11848065,1.98591272,-0.11848063,1.98591273
8.59000000,-0.09859915,1.99025446,-0.09859913,1.99025447
8.60000000,-0.07867822,1.99380013,-0.07867819,1.99380013
8.61000000,-0.05872581,1.99654830,-0.05872579,1.99654830
