time,x,y,theta_deg,v,cte,dist_from_centre
7.970000,-6.649217,-7.469131,-41.676319,5.000000,-0.000432,10.000000
7.980000,-6.611788,-7.502283,-41.389840,5.000000,0.001608,10.000000
7.990000,-6.574194,-7.535248,-41.103361,5.000000,0.000695,10.000000
8.000000,-6.536436,-7.568025,-40.816882,5.000000,0.000031,10.000000
8.010000,-6.498515,-7.600612,-40.530403,5.000000,-0.000382,10.000000
8.020000,-6.460430,-7.633010,-40.243924,5.000000,-0.000545,10.000000
8.030000,-6.422185,-7.665216,-39.957445,5.000000,0.000848,10.000000
8.040000,-6.383779,-7.697231,-39.670966,5.000000,0.000137,10.000000
8.050000,-6.345213,-7.729054,-39.384487,5.000000,-0.000323,10.000000
8.060000,-6.306488,-7.760683,-39.098009,5.000000,-0.000534,10.000000
8.070000,-6.267606,-7.792119,-38.811530,5.000000,0.001010,10.000000
8.080000,-6.228567,-7.823359,-38.525051,5.000000,0.000252,10.000000
8.090000,-6.189373,-7.854404,-38.238572,5.000000,-0.000255,10.000000
8.100000,-6.150024,-7.885253,-37.952093,5.000000,-0.000513,10.000000
8.110000,-6.110521,-7.915904,-37.665614,5.000000,0.001181,10.000000
8.120000,-6.070865,-7.946357,-37.379135,5.000000,0.000376,10.000000
8.130000,-6.031058,-7.976612,-37.092656,5.000000,-0.000179,10.000000
8.140000,-5.991099,-8.006668,-36.806177,5.000000,-0.000484,10.000000
8.150000,-5.950991,-8.036523,-36.519698,5.000000,0.001361,10.000000
8.160000,-5.910734,-8.066177,-36.233220,5.000000,0.000509,10.000000
8.170000,-5.870330,-8.095630,-35.946741,5.000000,-0.000093,10.000000
8.180000,-5.829778,-8.124881,-35.660262,5.000000,-0.000445,10.000000
8.190000,-5.789081,-8.153928,-35.373783,5.000000,0.001550,10.000000
8.200000,-5.748239,-8.182771,-35.087304,5.000000,0.000651,10.000000
8.210000,-5.707254,-8.211410,-34.800825,5.000000,0.000002,10.000000
8.220000,-5.666126,-8.239843,-34.514346,5.000000,-0.000398,10.000000
8.230000,-5.624856,-8.268071,-34.227867,5.000000,-0.000547,10.000000
8.240000,-5.583445,-8.296092,-33.941388,5.000000,0.000801,10.000000
8.250000,-5.541895,-8.323905,-33.654910,5.000000,0.000105,10.000000
8.260000,-5.500207,-8.351510,-33.368431,5.000000,-0.000342,10.000000
8.270000,-5.458381,-8.378907,-33.081952,5.000000,-0.000538,10.000000
8.280000,-5.416418,-8.406094,-32.795473,5.000000,0.000961,10.000000
8.290000,-5.374320,-8.433071,-32.508994,5.000000,0.000217,10.000000
8.300000,-5.332088,-8.459837,-32.222515,5.000000,-0.000276,10.000000
8.310000,-5.289722,-8.486392,-31.936036,5.000000,-0.000520,10.000000
8.320000,-5.247224,-8.512734,-31.649557,5.000000,0.001129,10.000000
8.330000,-5.204595,-8.538864,-31.363078,5.000000,0.000339,10.000000
8.340000,-5.161836,-8.564780,-31.076599,5.000000,-0.000202,10.000000
8.350000,-5.118947,-8.590482,-30.790121,5.000000,-0.000493,10.000000
8.360000,-5.075931,-8.615969,-30.503642,5.000000,0.001307,10.000000
8.370000,-5.032788,-8.641241,-30.217163,5.000000,0.000469,10.000000
8.380000,-4.989519,-8.666297,-29.930684,5.000000,-0.000119,10.000000
8.390000,-4.946126,-8.691136,-29.644205,5.000000,-0.000457,10.000000
8.400000,-4.902608,-8.715758,-29.357726,5.000000,0.001493,10.000000
8.410000,-4.858968,-8.740162,-29.071247,5.000000,0.000608,10.000000
8.420000,-4.815207,-8.764347,-28.784768,5.000000,-0.000027,10.000000
8.430000,-4.771325,-8.788314,-28.498289,5.000000,-0.000413,10.000000
8.440000,-4.727324,-8.812060,-28.211810,5.000000,-0.000548,10.000000
8.450000,-4.683205,-8.835587,-27.925332,5.000000,0.000756,10.000000
8.460000,-4.638969,-8.858892,-27.638853,5.000000,0.000073,10.000000
8.470000,-4.594616,-8.881976,-27.352374,5.000000,-0.000359,10.000000
8.480000,-4.550149,-8.904838,-27.065895,5.000000,-0.000542,10.000000
8.490000,-4.505568,-8.927477,-26.779416,5.000000,0.000913,10.000000
8.500000,-4.460875,-8.949894,-26.492937,5.000000,0.000183,10.000000
8.510000,-4.416070,-8.972086,-26.206458,5.000000,-0.000297,10.000000
8.520000,-4.371154,-8.994054,-25.919979,5.000000,-0.000526,10.000000
8.530000,-4.326130,-9.015797,-25.633500,5.000000,0.001078,10.000000
8.540000,-4.280997,-9.037315,-25.347021,5.000000,0.000302,10.000000
8.550000,-4.235757,-9.058607,-25.060543,5.000000,-0.000225,10.000000
8.560000,-4.190411,-9.079673,-24.774064,5.000000,-0.000502,10.000000
8.570000,-4.144961,-9.100511,-24.487585,5.000000,0.001253,10.000000
8.580000,-4.099406,-9.121122,-24.201106,5.000000,0.000429,10.000000
8.590000,-4.053750,-9.141505,-23.914627,5.000000,-0.000145,10.000000
8.600000,-4.007992,-9.161659,-23.628148,5.000000,-0.000469,10.000000
8.610000,-3.962134,-9.181585,-23.341669,5.000000,0.001437,10.000000
8.620000,-3.916176,-9.201281,-23.055190,5.000000,0.000566,10.000000
8.630000,-3.870121,-9.220746,-22.768711,5.000000,-0.000056,10.000000
8.640000,-3.823969,-9.239982,-22.482233,5.000000,-0.000427,10.000000
8.650000,-3.777722,-9.258986,-22.195754,5.000000,0.001629,10.000000
8.660000,-3.731380,-9.277759,-21.909275,5.000000,0.000711,10.000000
8.670000,-3.684944,-9.296299,-21.622796,5.000000,0.000042,10.000000
8.680000,-3.638417,-9.314608,-21.336317,5.000000,-0.000376,10.000000
8.690000,-3.591799,-9.332684,-21.049838,5.000000,-0.000545,10.000000
8.700000,-3.545091,-9.350526,-20.763359,5.000000,0.000865,10.000000
8.710000,-3.498294,-9.368134,-20.476880,5.000000,0.000150,10.000000
8.720000,-3.451410,-9.385509,-20.190401,5.000000,-0.000316,10.000000
8.730000,-3.404439,-9.402648,-19.903922,5.000000,-0.000532,10.000000
8.740000,-3.357384,-9.419553,-19.617444,5.000000,0.001028,10.000000
8.750000,-3.310244,-9.436222,-19.330965,5.000000,0.000265,10.000000
8.760000,-3.263022,-9.452655,-19.044486,5.000000,-0.000247,10.000000
8.770000,-3.215718,-9.468852,-18.758007,5.000000,-0.000510,10.000000
8.780000,-3.168334,-9.484812,-18.471528,5.000000,0.001200,10.000000
8.790000,-3.120870,-9.500535,-18.185049,5.000000,0.000390,10.000000
8.800000,-3.073329,-9.516021,-17.898570,5.000000,-0.000170,10.000000
8.810000,-3.025710,-9.531268,-17.612091,5.000000,-0.000480,10.000000
8.820000,-2.978016,-9.546278,-17.325612,5.000000,0.001381,10.000000
8.830000,-2.930248,-9.561048,-17.039133,5.000000,0.000524,10.000000
8.840000,-2.882406,-9.575580,-16.752655,5.000000,-0.000083,10.000000
8.850000,-2.834493,-9.589872,-16.466176,5.000000,-0.000440,10.000000
8.860000,-2.786508,-9.603925,-16.179697,5.000000,0.001571,10.000000
8.870000,-2.738454,-9.617737,-15.893218,5.000000,0.000667,10.000000
8.880000,-2.690331,-9.631309,-15.606739,5.000000,0.000012,10.000000
8.890000,-2.642141,-9.644641,-15.320260,5.000000,-0.000392,10.000000
8.900000,-2.593885,-9.657731,-15.033781,5.000000,-0.000547,10.000000
8.910000,-2.545564,-9.670579,-14.747302,5.000000,0.000818,10.000000
8.920000,-2.497180,-9.683186,-14.460823,5.000000,0.000117,10.000000
8.930000,-2.448733,-9.695551,-14.174344,5.000000,-0.000335,10.000000
8.940000,-2.400225,-9.707673,-13.887866,5.000000,-0.000537,10.000000
8.950000,-2.351656,-9.719553,-13.601387,5.000000,0.000979,10.000000
8.960000,-2.303029,-9.731190,-13.314908,5.000000,0.000230,10.000000
8.970000,-2.254345,-9.742583,-13.028429,5.000000,-0.000269,10.000000
8.980000,-2.205604,-9.753733,-12.741950,5.000000,-0.000518,10.000000
8.990000,-2.156808,-9.764639,-12.455471,5.000000,0.001148,10.000000
9.000000,-2.107958,-9.775301,-12.168992,5.000000,0.000352,10.000000
9.010000,-2.059055,-9.785719,-11.882513,5.000000,-0.000194,10.000000
9.020000,-2.010101,-9.795892,-11.596034,5.000000,-0.000490,10.000000
9.030000,-1.961097,-9.805820,-11.309555,5.000000,0.001327,10.000000
9.040000,-1.912043,-9.815503,-11.023077,5.000000,0.000483,10.000000
9.050000,-1.862942,-9.824940,-10.736598,5.000000,-0.000110,10.000000
9.060000,-1.813794,-9.834132,-10.450119,5.000000,-0.000453,10.000000
9.070000,-1.764601,-9.843078,-10.163640,5.000000,0.001514,10.000000
9.080000,-1.715364,-9.851778,-9.877161,5.000000,0.000624,10.000000
9.090000,-1.666084,-9.860231,-9.590682,5.000000,-0.000017,10.000000
9.100000,-1.616762,-9.868439,-9.304203,5.000000,-0.000407,10.000000
9.110000,-1.567400,-9.876399,-9.017724,5.000000,-0.000548,10.000000
9.120000,-1.517999,-9.884113,-8.731245,5.000000,0.000773,10.000000
9.130000,-1.468559,-9.891579,-8.444767,5.000000,0.000085,10.000000
9.140000,-1.419083,-9.898798,-8.158288,5.000000,-0.000353,10.000000
9.150000,-1.369572,-9.905770,-7.871809,5.000000,-0.000540,10.000000
9.160000,-1.320026,-9.912494,-7.585330,5.000000,0.000930,10.000000
9.170000,-1.270447,-9.918970,-7.298851,5.000000,0.000196,10.000000
9.180000,-1.220837,-9.925198,-7.012372,5.000000,-0.000289,10.000000
9.190000,-1.171196,-9.931178,-6.725893,5.000000,-0.000524,10.000000
9.200000,-1.121525,-9.936910,-6.439414,5.000000,0.001097,10.000000
9.210000,-1.071827,-9.942393,-6.152935,5.000000,0.000315,10.000000
9.220000,-1.022102,-9.947628,-5.866456,5.000000,-0.000217,10.000000
9.230000,-0.972351,-9.952614,-5.579978,5.000000,-0.000499,10.000000
9.240000,-0.922576,-9.957352,-5.293499,5.000000,0.001273,10.000000
9.250000,-0.872778,-9.961840,-5.007020,5.000000,0.000444,10.000000
9.260000,-0.822958,-9.966079,-4.720541,5.000000,-0.000136,10.000000
9.270000,-0.773118,-9.970070,-4.434062,5.000000,-0.000465,10.000000
9.280000,-0.723258,-9.973811,-4.147583,5.000000,0.001457,10.000000
9.290000,-0.673380,-9.977302,-3.861104,5.000000,0.000581,10.000000
9.300000,-0.623485,-9.980544,-3.574625,5.000000,-0.000045,10.000000
9.310000,-0.573575,-9.983537,-3.288146,5.000000,-0.000422,10.000000
9.320000,-0.523650,-9.986280,-3.001667,5.000000,-0.000548,10.000000
9.330000,-0.473712,-9.988774,-2.715189,5.000000,0.000727,10.000000
9.340000,-0.423763,-9.991017,-2.428710,5.000000,0.000054,10.000000
9.350000,-0.373803,-9.993011,-2.142231,5.000000,-0.000370,10.000000
9.360000,-0.323833,-9.994755,-1.855752,5.000000,-0.000544,10.000000
9.370000,-0.273856,-9.996249,-1.569273,5.000000,0.000883,10.000000
9.380000,-0.223871,-9.997494,-1.282794,5.000000,0.000162,10.000000
9.390000,-0.173881,-9.998488,-0.996315,5.000000,-0.000309,10.000000
9.400000,-0.123887,-9.999233,-0.709836,5.000000,-0.000530,10.000000
9.410000,-0.073889,-9.999727,-0.423357,5.000000,0.001047,10.000000
9.420000,-0.023890,-9.999971,-0.136878,5.000000,0.000279,10.000000
9.430000,0.026110,-9.999966,0.149600,5.000000,-0.000239,10.000000
9.440000,0.076109,-9.999710,0.436079,5.000000,-0.000507,10.000000
9.450000,0.126107,-9.999205,0.722558,5.000000,0.001220,10.000000
9.460000,0.176101,-9.998449,1.009037,5.000000,0.000405,10.000000
9.470000,0.226091,-9.997444,1.295516,5.000000,-0.000161,10.000000
9.480000,0.276075,-9.996188,1.581995,5.000000,-0.000476,10.000000
9.490000,0.326052,-9.994683,1.868474,5.000000,0.001402,10.000000
9.500000,0.376022,-9.992928,2.154953,5.000000,0.000539,10.000000
9.510000,0.425981,-9.990923,2.441432,5.000000,-0.000073,10.000000
9.520000,0.475930,-9.988668,2.727910,5.000000,-0.000436,10.000000
9.530000,0.525868,-9.986164,3.014389,5.000000,0.001593,10.000000
9.540000,0.575792,-9.983409,3.300868,5.000000,0.000683,10.000000
9.550000,0.625701,-9.980406,3.587347,5.000000,0.000023,10.000000
9.560000,0.675595,-9.977152,3.873826,5.000000,-0.000386,10.000000
9.570000,0.725472,-9.973650,4.160305,5.000000,-0.000546,10.000000
9.580000,0.775331,-9.969898,4.446784,5.000000,0.000836,10.000000
9.590000,0.825171,-9.965896,4.733263,5.000000,0.000129,10.000000
9.600000,0.874990,-9.961646,5.019742,5.000000,-0.000328,10.000000
9.610000,0.924787,-9.957147,5.306221,5.000000,-0.000535,10.000000
9.620000,0.974561,-9.952398,5.592699,5.000000,0.000997,10.000000
9.630000,1.024310,-9.947401,5.879178,5.000000,0.000243,10.000000
9.640000,1.074034,-9.942155,6.165657,5.000000,-0.000261,10.000000
9.650000,1.123732,-9.936661,6.452136,5.000000,-0.000515,10.000000
9.660000,1.173401,-9.930918,6.738615,5.000000,0.001167,10.000000
9.670000,1.223040,-9.924927,7.025094,5.000000,0.000366,10.000000
9.680000,1.272650,-9.918688,7.311573,5.000000,-0.000185,10.000000
9.690000,1.322227,-9.912200,7.598052,5.000000,-0.000486,10.000000
9.700000,1.371771,-9.905465,7.884531,5.000000,0.001347,10.000000
9.710000,1.421281,-9.898483,8.171010,5.000000,0.000498,10.000000
9.720000,1.470756,-9.891253,8.457488,5.000000,-0.000100,10.000000
9.730000,1.520193,-9.883775,8.743967,5.000000,-0.000448,10.000000
9.740000,1.569593,-9.876051,9.030446,5.000000,0.001535,10.000000
9.750000,1.618953,-9.868079,9.316925,5.000000,0.000639,10.000000
9.760000,1.668273,-9.859861,9.603404,5.000000,-0.000006,10.000000
9.770000,1.717552,-9.851397,9.889883,5.000000,-0.000402,10.000000
9.780000,1.766787,-9.842686,10.176362,5.000000,-0.000547,10.000000
9.790000,1.815978,-9.833729,10.462841,5.000000,0.000789,10.000000
9.800000,1.865124,-9.824526,10.749320,5.000000,0.000097,10.000000
9.810000,1.914223,-9.815078,11.035799,5.000000,-0.000346,10.000000
9.820000,1.963274,-9.805384,11.322277,5.000000,-0.000539,10.000000
9.830000,2.012276,-9.795445,11.608756,5.000000,0.000948,10.000000
9.840000,2.061228,-9.785261,11.895235,5.000000,0.000208,10.000000
9.850000,2.110128,-9.774833,12.181714,5.000000,-0.000282,10.000000
9.860000,2.158976,-9.764160,12.468193,5.000000,-0.000522,10.000000
9.870000,2.207770,-9.753243,12.754672,5.000000,0.001116,10.000000
9.880000,2.256508,-9.742082,13.041151,5.000000,0.000329,10.000000
9.890000,2.305190,-9.730678,13.327630,5.000000,-0.000208,10.000000
9.900000,2.353814,-9.719031,13.614109,5.000000,-0.000496,10.000000
9.910000,2.402380,-9.707140,13.900587,5.000000,0.001293,10.000000
9.920000,2.450885,-9.695007,14.187066,5.000000,0.000458,10.000000
9.930000,2.499330,-9.682631,14.473545,5.000000,-0.000126,10.000000
9.940000,2.547711,-9.670014,14.760024,5.000000,-0.000461,10.000000
9.950000,2.596029,-9.657154,15.046503,5.000000,0.001478,10.000000
9.960000,2.644282,-9.644054,15.332982,5.000000,0.000597,10.000000
9.970000,2.692469,-9.630712,15.619461,5.000000,-0.000035,10.000000
9.980000,2.740589,-9.617129,15.905940,5.000000,-0.000417,10.000000
9.990000,2.788640,-9.603306,16.192419,5.000000,-0.000548,10.000000
10.000000,2.836622,-9.589243,16.478898,5.000000,0.000744,10.000000
10.010000,2.884532,-9.574940,16.765376,5.000000,0.000065,10.000000
10.020000,2.932371,-9.560398,17.051855,5.000000,-0.000364,10.000000
10.030000,2.980136,-9.545616,17.338334,5.000000,-0.000543,10.000000
10.040000,3.027827,-9.530596,17.624813,5.000000,0.000900,10.000000
10.050000,3.075442,-9.515338,17.911292,5.000000,0.000174,10.000000
10.060000,3.122980,-9.499842,18.197771,5.000000,-0.000302,10.000000
10.070000,3.170440,-9.484108,18.484250,5.000000,-0.000528,10.000000
10.080000,3.217820,-9.468138,18.770729,5.000000,0.001065,10.000000
10.090000,3.265121,-9.451930,19.057208,5.000000,0.000292,10.000000
10.100000,3.312339,-9.435487,19.343687,5.000000,-0.000231,10.000000
10.110000,3.359475,-9.418807,19.630165,5.000000,-0.000504,10.000000
10.120000,3.406527,-9.401892,19.916644,5.000000,0.001239,10.000000
10.130000,3.453494,-9.384742,20.203123,5.000000,0.000419,10.000000
10.140000,3.500374,-9.367357,20.489602,5.000000,-0.000152,10.000000
10.150000,3.547167,-9.349738,20.776081,5.000000,-0.000472,10.000000
10.160000,3.593871,-9.331886,21.062560,5.000000,0.001422,10.000000
10.170000,3.640485,-9.313800,21.349039,5.000000,0.000555,10.000000
10.180000,3.687009,-9.295481,21.635518,5.000000,-0.000063,10.000000
10.190000,3.733440,-9.276930,21.921997,5.000000,-0.000431,10.000000
10.200000,3.779777,-9.258147,22.208476,5.000000,0.001614,10.000000
10.210000,3.826021,-9.239132,22.494954,5.000000,0.000699,10.000000
10.220000,3.872168,-9.219887,22.781433,5.000000,0.000034,10.000000
10.230000,3.918219,-9.200411,23.067912,5.000000,-0.000380,10.000000
10.240000,3.964172,-9.180705,23.354391,5.000000,-0.000545,10.000000
10.250000,4.010026,-9.160769,23.640870,5.000000,0.000853,10.000000
10.260000,4.055779,-9.140605,23.927349,5.000000,0.000141,10.000000
10.270000,4.101432,-9.120212,24.213828,5.000000,-0.000321,10.000000
10.280000,4.146981,-9.099591,24.500307,5.000000,-0.000533,10.000000
10.290000,4.192427,-9.078742,24.786786,5.000000,0.001015,10.000000
10.300000,4.237768,-9.057666,25.073264,5.000000,0.000256,10.000000
10.310000,4.283003,-9.036364,25.359743,5.000000,-0.000253,10.000000
10.320000,4.328131,-9.014837,25.646222,5.000000,-0.000512,10.000000
10.330000,4.373151,-8.993083,25.932701,5.000000,0.001187,10.000000
10.340000,4.418062,-8.971105,26.219180,5.000000,0.000380,10.000000
10.350000,4.462862,-8.948903,26.505659,5.000000,-0.000176,10.000000
10.360000,4.507551,-8.926477,26.792138,5.000000,-0.000482,10.000000
10.370000,4.552126,-8.903828,27.078617,5.000000,0.001367,10.000000
10.380000,4.596588,-8.880956,27.365096,5.000000,0.000513,10.000000
10.390000,4.640936,-8.857862,27.651575,5.000000,-0.000090,10.000000
10.400000,4.685167,-8.834547,27.938053,5.000000,-0.000444,10.000000
10.410000,4.729281,-8.811010,28.224532,5.000000,0.001556,10.000000
10.420000,4.773276,-8.787254,28.511011,5.000000,0.000655,10.000000
10.430000,4.817153,-8.763278,28.797490,5.000000,0.000005,10.000000
10.440000,4.860909,-8.739083,29.083969,5.000000,-0.000396,10.000000
10.450000,4.904543,-8.714669,29.370448,5.000000,-0.000547,10.000000
10.460000,4.948055,-8.690037,29.656927,5.000000,0.000806,10.000000
10.470000,4.991443,-8.665189,29.943406,5.000000,0.000108,10.000000
10.480000,5.034707,-8.640123,30.229885,5.000000,-0.000340,10.000000
10.490000,5.077844,-8.614842,30.516364,5.000000,-0.000538,10.000000
10.500000,5.120855,-8.589345,30.802842,5.000000,0.000966,10.000000
10.510000,5.163737,-8.563633,31.089321,5.000000,0.000221,10.000000
10.520000,5.206491,-8.537708,31.375800,5.000000,-0.000274,10.000000
10.530000,5.249114,-8.511569,31.662279,5.000000,-0.000519,10.000000
10.540000,5.291606,-8.485217,31.948758,5.000000,0.001135,10.000000
10.550000,5.333966,-8.458653,32.235237,5.000000,0.000342,10.000000
10.560000,5.376192,-8.431877,32.521716,5.000000,-0.000200,10.000000
10.570000,5.418284,-8.404891,32.808195,5.000000,-0.000492,10.000000
10.580000,5.460241,-8.377695,33.094674,5.000000,0.001312,10.000000
10.590000,5.502061,-8.350289,33.381153,5.000000,0.000473,10.000000
10.600000,5.543743,-8.322674,33.667631,5.000000,-0.000117,10.000000
10.610000,5.585287,-8.294852,33.954110,5.000000,-0.000456,10.000000
10.620000,5.626692,-8.266822,34.240589,5.000000,0.001499,10.000000
10.630000,5.667955,-8.238585,34.527068,5.000000,0.000612,10.000000
10.640000,5.709077,-8.210142,34.813547,5.000000,-0.000024,10.000000
10.650000,5.750056,-8.181495,35.100026,5.000000,-0.000411,10.000000
10.660000,5.790892,-8.152642,35.386505,5.000000,-0.000548,10.000000
10.670000,5.831582,-8.123586,35.672984,5.000000,0.000761,10.000000
10.680000,5.872127,-8.094327,35.959463,5.000000,0.000077,10.000000
10.690000,5.912525,-8.064865,36.245941,5.000000,-0.000357,10.000000
10.700000,5.952775,-8.035202,36.532420,5.000000,-0.000541,10.000000
10.710000,5.992877,-8.005337,36.818899,5.000000,0.000918,10.000000
10.720000,6.032829,-7.975273,37.105378,5.000000,0.000187,10.000000
10.730000,6.072629,-7.945009,37.391857,5.000000,-0.000295,10.000000
10.740000,6.112278,-7.914547,37.678336,5.000000,-0.000526,10.000000
10.750000,6.151774,-7.883887,37.964815,5.000000,0.001084,10.000000
10.760000,6.191117,-7.853030,38.251294,5.000000,0.000305,10.000000
10.770000,6.230304,-7.821976,38.537773,5.000000,-0.000223,10.000000
10.780000,6.269336,-7.790727,38.824252,5.000000,-0.000501,10.000000
10.790000,6.308211,-7.759283,39.110730,5.000000,0.001259,10.000000
10.800000,6.346929,-7.727645,39.397209,5.000000,0.000433,10.000000
10.810000,6.385487,-7.695814,39.683688,5.000000,-0.000142,10.000000
10.820000,6.423887,-7.663790,39.970167,5.000000,-0.000468,10.000000
10.830000,6.462125,-7.631575,40.256646,5.000000,0.001443,10.000000
10.840000,6.500202,-7.599169,40.543125,5.000000,0.000570,10.000000
10.850000,6.538116,-7.566573,40.829604,5.000000,-0.000053,10.000000
10.860000,6.575867,-7.533788,41.116083,5.000000,-0.000426,10.000000
10.870000,6.613454,-7.500815,41.402562,5.000000,0.001636,10.000000
10.880000,6.650875,-7.467654,41.689041,5.000000,0.000716,10.000000
10.890000,6.688130,-7.434307,41.975519,5.000000,0.000046,10.000000
10.900000,6.725218,-7.400773,42.261998,5.000000,-0.000374,10.000000
10.910000,6.762138,-7.367055,42.548477,5.000000,-0.000544,10.000000
10.920000,6.798888,-7.333152,42.834956,5.000000,0.000870,10.000000
10.930000,6.835469,-7.299066,43.121435,5.000000,0.000153,10.000000
10.940000,6.871879,-7.264798,43.407914,5.000000,-0.000314,10.000000
10.950000,6.908117,-7.230348,43.694393,5.000000,-0.000531,10.000000
10.960000,6.944182,-7.195717,43.980872,5.000000,0.001034,10.000000
10.970000,6.980073,-7.160906,44.267351,5.000000,0.000269,10.000000
10.980000,7.015791,-7.125916,44.553830,5.000000,-0.000245,10.000000
10.990000,7.051332,-7.090748,44.840308,5.000000,-0.000509,10.000000
11.000000,7.086698,-7.055403,45.126787,5.000000,0.001206,10.000000
11.010000,7.121886,-7.019882,45.413266,5.000000,0.000394,10.000000
11.020000,7.156896,-6.984185,45.699745,5.000000,-0.000167,10.000000
11.030000,7.191728,-6.948313,45.986224,5.000000,-0.000479,10.000000
11.040000,7.226379,-6.912268,46.272703,5.000000,0.001387,10.000000
11.050000,7.260850,-6.876050,46.559182,5.000000,0.000528,10.000000
11.060000,7.295139,-6.839660,46.845661,5.000000,-0.000080,10.000000
11.070000,7.329246,-6.803098,47.132140,5.000000,-0.000439,10.000000
11.080000,7.363170,-6.766367,47.418619,5.000000,0.001577,10.000000
11.090000,7.396910,-6.729467,47.705097,5.000000,0.000671,10.000000
11.100000,7.430464,-6.692399,47.991576,5.000000,0.000016,10.000000
11.110000,7.463833,-6.655163,48.278055,5.000000,-0.000390,10.000000
11.120000,7.497016,-6.617761,48.564534,5.000000,-0.000546,10.000000
11.130000,7.530011,-6.580193,48.851013,5.000000,0.000823,10.000000
11.140000,7.562817,-6.542461,49.137492,5.000000,0.000120,10.000000
11.150000,7.595435,-6.504565,49.423971,5.000000,-0.000333,10.000000
11.160000,7.627863,-6.466507,49.710450,5.000000,-0.000536,10.000000
11.170000,7.660100,-6.428287,49.996929,5.000000,0.000984,10.000000
11.180000,7.692145,-6.389906,50.283407,5.000000,0.000234,10.000000
11.190000,7.723999,-6.351366,50.569886,5.000000,-0.000267,10.000000
11.200000,7.755659,-6.312666,50.856365,5.000000,-0.000517,10.000000
11.210000,7.787125,-6.273809,51.142844,5.000000,0.001154,10.000000
11.220000,7.818397,-6.234795,51.429323,5.000000,0.000356,10.000000
11.230000,7.849473,-6.195626,51.715802,5.000000,-0.000191,10.000000
11.240000,7.880353,-6.156301,52.002281,5.000000,-0.000489,10.000000
11.250000,7.911035,-6.116822,52.288760,5.000000,0.001332,10.000000
11.260000,7.941521,-6.077191,52.575239,5.000000,0.000488,10.000000
11.270000,7.971807,-6.037408,52.861718,5.000000,-0.000107,10.000000
11.280000,8.001894,-5.997473,53.148196,5.000000,-0.000452,10.000000
11.290000,8.031782,-5.957389,53.434675,5.000000,0.001520,10.000000
11.300000,8.061468,-5.917156,53.721154,5.000000,0.000628,10.000000
11.310000,8.090953,-5.876775,54.007633,5.000000,-0.000014,10.000000
11.320000,8.120236,-5.836247,54.294112,5.000000,-0.000406,10.000000
11.330000,8.149315,-5.795573,54.580591,5.000000,-0.000548,10.000000
11.340000,8.178191,-5.754754,54.867070,5.000000,0.000777,10.000000
11.350000,8.206862,-5.713791,55.153549,5.000000,0.000088,10.000000
11.360000,8.235329,-5.672686,55.440028,5.000000,-0.000351,10.000000
11.370000,8.263589,-5.631438,55.726507,5.000000,-0.000540,10.000000
11.380000,8.291643,-5.590050,56.012985,5.000000,0.000935,10.000000
11.390000,8.319489,-5.548522,56.299464,5.000000,0.000199,10.000000
11.400000,8.347128,-5.506855,56.585943,5.000000,-0.000287,10.000000
11.410000,8.374558,-5.465051,56.872422,5.000000,-0.000524,10.000000
11.420000,8.401778,-5.423110,57.158901,5.000000,0.001103,10.000000
11.430000,8.428789,-5.381034,57.445380,5.000000,0.000319,10.000000
11.440000,8.455588,-5.338823,57.731859,5.000000,-0.000215,10.000000
11.450000,8.482177,-5.296478,58.018338,5.000000,-0.000498,10.000000
11.460000,8.508553,-5.254001,58.304817,5.000000,0.001278,10.000000
11.470000,8.534716,-5.211393,58.591296,5.000000,0.000448,10.000000
11.480000,8.560667,-5.168654,58.877774,5.000000,-0.000133,10.000000
11.490000,8.586403,-5.125787,59.164253,5.000000,-0.000464,10.000000
11.500000,8.611924,-5.082791,59.450732,5.000000,0.001463,10.000000
11.510000,8.637230,-5.039668,59.737211,5.000000,0.000585,10.000000
11.520000,8.662321,-4.996419,60.023690,5.000000,-0.000042,10.000000
11.530000,8.687194,-4.953045,60.310169,5.000000,-0.000420,10.000000
11.540000,8.711851,-4.909547,60.596648,5.000000,-0.000548,10.000000
11.550000,8.736290,-4.865927,60.883127,5.000000,0.000732,10.000000
11.560000,8.760510,-4.822185,61.169606,5.000000,0.000057,10.000000
11.570000,8.784511,-4.778322,61.456084,5.000000,-0.000368,10.000000
11.580000,8.808293,-4.734340,61.742563,5.000000,-0.000543,10.000000
11.590000,8.831854,-4.690240,62.029042,5.000000,0.000888,10.000000
11.600000,8.855195,-4.646022,62.315521,5.000000,0.000165,10.000000
11.610000,8.878314,-4.601688,62.602000,5.000000,-0.000307,10.000000
11.620000,8.901212,-4.557239,62.888479,5.000000,-0.000529,10.000000
11.630000,8.923887,-4.512676,63.174958,5.000000,0.001052,10.000000
11.640000,8.946338,-4.468001,63.461437,5.000000,0.000282,10.000000
11.650000,8.968567,-4.423213,63.747916,5.000000,-0.000237,10.000000
11.660000,8.990570,-4.378315,64.034395,5.000000,-0.000507,10.000000
11.670000,9.012349,-4.333308,64.320873,5.000000,0.001225,10.000000
11.680000,9.033903,-4.288192,64.607352,5.000000,0.000409,10.000000
11.690000,9.055231,-4.242969,64.893831,5.000000,-0.000158,10.000000
11.700000,9.076333,-4.197640,65.180310,5.000000,-0.000475,10.000000
