t,true_x,true_y,true_v,est_x,est_y,est_v,est_err,cte,steer_deg,accel
5.1,31.2866,10.906,5.89909,29.3448,13.9026,4.99792,3.57076,0.789926,-0.0143504,-1.25074
5.12,31.3711,10.988,5.87408,29.3854,13.9939,4.96845,3.60252,0.790862,-0.0143504,-1.1919
5.14,31.4552,11.0697,5.85024,29.4259,14.0847,4.95333,3.63433,0.753214,-0.0143504,-1.16169
5.16,31.539,11.1511,5.82701,29.4662,14.1752,4.92435,3.66629,0.732641,-0.0143504,-1.10382
5.18,31.6224,11.2321,5.80493,29.5063,14.2651,4.8973,3.6983,0.730361,-0.0143504,-1.04979
5.2,31.7056,11.3128,5.78393,29.2897,12.7641,3.05547,2.81827,0.746336,-0.0143504,2.6276
5.22,31.7889,11.3938,5.83648,29.3201,12.8171,3.10069,2.84979,0.739415,-0.0143504,2.53823
5.24,31.8731,11.4754,5.88725,29.3509,12.8709,3.15167,2.88249,0.709955,-0.0143504,2.43643
5.26,31.9579,11.5578,5.93598,29.3822,12.9256,3.20894,2.91632,0.699155,-0.0143504,2.32205
5.28,32.0434,11.6408,5.98242,29.4141,12.9813,3.25155,2.95125,0.70836,-0.0143504,2.23694
5.3,32.1296,11.7245,6.02716,29.4465,13.0377,3.29556,2.98724,0.737271,-0.0143504,2.14905
5.32,32.2163,11.8087,6.07014,29.4792,13.0949,3.33776,3.02423,0.721294,-0.0143504,2.06479
5.34,32.3038,11.8936,6.11143,29.5124,13.1528,3.37816,3.06224,0.706802,-0.0143504,1.98409
5.36,32.3917,11.979,6.15112,29.546,13.2115,3.41284,3.10121,0.713241,-0.0143504,1.91484
5.38,32.4803,12.065,6.18941,29.5798,13.2708,3.4521,3.14111,0.740457,-0.0143504,1.83643
5.4,32.5694,12.1515,6.22614,30.3525,12.7754,3.40917,2.30298,0.775207,-0.0143504,1.92214
5.42,32.659,12.2385,6.26458,30.3945,12.8291,3.45079,2.34027,0.763724,-0.0143504,1.83905
5.44,32.7492,12.326,6.30137,30.437,12.8835,3.49244,2.37844,0.772648,-0.0143504,1.75587
5.46,32.8398,12.414,6.33648,30.48,12.9386,3.53119,2.41743,0.801641,-0.0143504,1.67848
5.48,32.931,12.5025,6.37005,30.5235,12.9942,3.55914,2.45721,0.848956,-0.0143504,1.62266
5.5,33.0227,12.5915,6.40251,30.5673,13.0503,3.59622,2.49783,0.885073,-0.0143504,1.54861
5.52,33.1148,12.6809,6.43348,30.6116,13.107,3.62926,2.53916,0.900984,-0.0143504,1.48263
5.54,33.2073,12.7707,6.46313,30.6563,13.1642,3.65617,2.58118,0.934619,-0.0143504,1.42888
5.56,33.3003,12.8609,6.49171,30.7013,13.2218,3.6795,2.62388,0.984391,-0.0143504,1.38228
5.58,33.3936,12.9515,6.51935,30.7466,13.2797,3.70015,2.66726,1.04821,-0.0143504,1.34105
5.6,33.4874,13.0425,6.54617,30.0615,12.326,2.27524,3.50004,1.11415,-0.0143504,3
5.62,33.5818,13.1341,6.60617,30.0892,12.3621,2.33692,3.57692,1.15369,-0.0143504,3
5.64,33.677,13.2266,6.66617,30.1176,12.3992,2.39152,3.65431,1.20689,-0.0143504,3
5.66,33.7731,13.3198,6.72617,30.1467,12.4372,2.44281,3.73229,1.2724,-0.0143504,3
5.68,33.8701,13.4139,6.78617,30.1765,12.4759,2.50455,3.81088,1.34879,-0.0143504,3
5.7,33.9679,13.5089,6.84617,30.207,12.5156,2.56605,3.8899,1.43466,-0.0143504,3
5.72,34.0666,13.6046,6.90617,30.2382,12.5563,2.63795,3.96932,1.52242,-0.0143504,3
5.74,34.1662,13.7013,6.96617,30.2704,12.5982,2.69379,4.04897,1.59076,-0.0143504,3
5.76,34.2666,13.7987,7.02617,30.3031,12.6409,2.76268,4.12909,1.66855,-0.0143504,3
5.78,34.3679,13.897,7.08617,30.3368,12.6848,2.82507,4.20942,1.75484,-0.0143504,3
5.8,34.47,13.9961,7.14617,32.5084,14.2674,5.73714,1.98026,1.84871,30.023,-3.37975
5.82,34.5706,14.0967,7.07858,32.5911,14.3469,5.67007,1.9952,1.94689,30.023,-1.45071
5.84,34.6674,14.1996,7.04957,32.6705,14.4279,5.64175,2.00992,2.04661,30.023,-1.39368
5.86,34.7607,14.3049,7.02169,32.747,14.5109,5.62313,2.02422,2.13124,30.023,-1.35649
5.88,34.8504,14.4126,6.99456,32.8206,14.5958,5.59588,2.038,2.20948,30.023,-1.30207
5.9,34.9365,14.5225,6.96852,32.8914,14.6826,5.55473,2.05137,2.28997,30.023,-1.2199
5.92,35.019,14.6345,6.94412,32.9591,14.7707,5.52711,2.06447,2.37237,30.023,-1.16474
5.94,35.0979,14.7485,6.92083,33.0237,14.8603,5.51152,2.07718,2.4564,30.023,1.00814
5.96,35.1734,14.8648,6.94099,33.0856,14.9516,5.52303,2.0896,2.54205,30.023,0.985716
5.98,35.2455,14.9836,6.96071,33.1448,15.0448,5.54958,2.10163,2.62031,30.023,0.932712
6,35.3143,15.1049,6.97936,34.4682,15.5386,6.79316,0.950756,2.68705,30.023,0.246478
6.02,35.3795,15.2283,6.98429,34.55,15.647,6.79535,0.929176,2.7558,30.023,0.241946
6.04,35.4411,15.3538,6.98913,34.6286,15.7579,6.80001,0.907478,2.8263,30.023,0.232627
6.06,35.4989,15.4811,6.99378,34.7038,15.8712,6.79564,0.885643,2.89837,30.023,0.241347
6.08,35.5529,15.6101,6.99861,34.7756,15.9866,6.79944,0.863672,2.97068,30.023,0.233771
6.1,35.6031,15.7409,7.00328,34.844,16.1042,6.80875,0.841562,3.02382,24.6095,1.24022
6.12,35.6498,15.8732,7.02809,34.9089,16.2239,6.83672,0.81971,3.07913,-30.023,1.18463
6.14,35.6971,16.0058,7.05178,34.9713,16.3456,6.85114,0.801451,3.14035,-30.023,1.15583
6.16,35.7486,16.1373,7.0749,35.0374,16.4656,6.87951,0.783268,3.21051,-30.023,1.09918
6.18,35.8042,16.2677,7.09688,35.1075,16.584,6.9058,0.765156,3.27649,-30.023,1.04667
6.2,35.8639,16.3967,7.11781,36.0442,16.945,7.71243,0.577237,3.34403,19.7874,-0.196642
6.22,35.9244,16.5255,7.11388,36.1428,17.0636,7.70561,0.580777,3.41693,20.4092,-0.0267417
6.24,35.9825,16.6554,7.11335,36.2391,17.1839,7.69999,0.587596,3.49146,20.4092,-0.0154658
6.26,36.0379,16.7864,7.11304,36.3329,17.3061,7.70106,0.597601,3.5497,20.4092,-0.0176158
6.28,36.0908,16.9184,7.11268,36.4243,17.4301,7.6975,0.610734,3.61011,23.9494,0.198628
6.3,36.1408,17.0516,7.11666,36.5132,17.5557,7.6997,0.626737,3.66908,23.9494,0.194288
6.32,36.1877,17.1861,7.12054,36.5991,17.6835,7.70689,0.645555,3.71472,23.9494,0.179931
6.34,36.2315,17.3216,7.12414,36.6822,17.8134,7.71824,0.667051,3.7621,23.9494,0.15727
6.36,36.2721,17.4582,7.12729,36.7623,17.9453,7.71441,0.691056,3.80535,28.0653,0.395886
6.38,36.3092,17.5959,7.1352,36.8392,18.0791,7.71602,0.717178,3.8378,-30.023,0.392729
6.4,36.3465,17.7337,7.14306,36.6068,19.2571,8.51773,1.54546,3.87543,-24.3551,-1.03359
6.42,36.3876,17.8704,7.12239,36.6714,19.4147,8.48651,1.57026,3.91725,-24.0927,-0.971623
6.44,36.4317,18.0056,7.10296,36.7395,19.5702,8.46744,1.59462,3.95392,-24.0927,-0.933521
6.46,36.4788,18.1394,7.08428,36.811,19.7237,8.43948,1.61878,3.99836,-24.0927,-0.877688
6.48,36.529,18.2717,7.06673,36.8859,19.875,8.41519,1.64253,4.05024,-24.0927,-0.829176
6.5,36.5821,18.4025,7.05015,36.9641,20.024,8.39187,1.66591,4.09727,-27.5235,-0.900705
6.52,36.6384,18.5316,7.03213,37.0455,20.1708,8.38154,1.68901,4.14782,-27.5235,-0.88009
6.54,36.698,18.6588,7.01453,37.1308,20.3151,8.36141,1.71195,4.2058,30.023,-0.839898
6.56,36.7573,18.7857,6.99773,37.2197,20.4567,8.35367,1.73381,4.26728,30.023,-0.824442
6.58,36.8126,18.9141,6.98124,37.3042,20.6009,8.33496,1.75693,4.3184,27.4828,-1.21288
6.6,36.8641,19.0436,6.95699,36.9064,19.2874,6.62049,0.247368,4.36495,27.4828,2.2101
6.62,36.9121,19.1747,7.00119,36.9732,19.4017,6.66576,0.235071,4.41199,27.4828,2.12058
6.64,36.9569,19.3078,7.0436,37.0373,19.5185,6.7065,0.225576,4.4597,27.4828,2.03922
6.66,36.9983,19.4429,7.08438,37.0987,19.6378,6.75149,0.219278,4.50475,27.4828,1.94936
6.68,37.0362,19.5798,7.12337,37.1572,19.7595,6.7766,0.216645,4.53871,27.4828,1.89922
6.7,37.0706,19.7184,7.16136,37.2125,19.8833,6.81134,0.2175,4.57328,27.4828,1.82985
6.72,37.1012,19.8587,7.19795,37.2646,20.0091,6.8453,0.222082,4.60841,27.4828,1.76201
6.74,37.1281,20.0005,7.23319,37.3135,20.137,6.88522,0.230212,4.64408,-30.023,1.68229
6.76,37.1553,20.1429,7.26684,37.359,20.267,6.92255,0.238451,4.67163,-30.023,1.60773
6.78,37.1871,20.285,7.29899,37.4087,20.3962,6.95701,0.247877,4.70559,-30.023,1.53892
6.8,37.2235,20.4267,7.32977,38.6835,21.8583,8.99013,2.04476,4.74833,9.38851,-5
6.82,37.2613,20.5673,7.22977,38.7676,22.0172,8.88663,2.09073,4.79646,12.2255,-5
6.84,37.2971,20.7064,7.12977,38.8493,22.1751,8.78728,2.13688,4.83242,13.9824,-5
6.86,37.3308,20.8439,7.02977,38.9283,22.3321,8.68103,2.18324,4.86974,30.023,-1.95828
6.88,37.3612,20.9808,6.99061,39.0043,22.4881,8.65413,2.22982,4.90755,30.023,-1.90352
6.9,37.3873,21.1177,6.95254,39.0755,22.6459,8.61082,2.27712,4.93674,30.023,-1.39904
6.92,37.4093,21.2548,6.92456,39.1416,22.805,8.58451,2.32466,4.95973,30.023,-1.34639
6.94,37.4271,21.3918,6.89763,39.2027,22.9654,8.55663,2.37255,4.98234,30.023,-1.29072
6.96,37.4407,21.5288,6.87181,39.2588,23.1271,8.52205,2.42067,4.99331,30.023,-1.22165
6.98,37.4504,21.6657,6.84738,39.3099,23.2897,8.49152,2.46887,5.0015,30.023,-1.16069
7,37.456,21.8023,6.82417,36.9892,23.5195,7.31985,1.77956,4.99954,-21.4677,1.17868
7.02,37.4609,21.9389,6.84774,36.9835,23.6658,7.35411,1.79167,4.99279,-21.4677,1.11086
7.04,37.4686,22.0759,6.86996,36.9808,23.8129,7.37996,1.8042,4.97895,-21.4677,1.05923
7.06,37.4791,22.2131,6.89114,36.9811,23.9605,7.40221,1.81698,4.95928,-21.4677,1.0148
7.08,37.4923,22.3505,6.91144,36.9843,24.1085,7.42527,1.82996,4.93539,-21.4677,0.968741
7.1,37.5084,22.4879,6.93081,36.9904,24.2569,7.44914,1.84319,4.90525,-21.4677,0.921068
7.12,37.5273,22.6255,6.94923,36.9997,24.4056,7.46307,1.85665,4.87508,-21.4677,0.893242
7.14,37.549,22.7629,6.9671,37.0119,24.5543,7.48461,1.87019,4.84274,-21.4677,0.850223
7.16,37.5736,22.9002,6.9841,37.0273,24.7032,7.51019,1.88392,4.80862,-21.4677,0.799148
7.18,37.601,23.0374,7.00009,37.0458,24.8523,7.51613,1.89797,4.77487,-21.4677,0.787284
7.2,37.6313,23.1742,7.01583,35.1778,25.4716,7.34952,3.36119,4.74057,-21.4677,1.11992
7.22,37.6645,23.3108,7.03823,35.1649,25.618,7.37837,3.40169,4.70506,-21.4677,1.0624
7.24,37.7006,23.4471,7.05948,35.1548,25.7652,7.38886,3.44307,4.67371,-21.4677,1.04144
7.26,37.7396,23.583,7.08031,35.1478,25.9128,7.41679,3.48503,4.63605,-21.4677,0.985671
7.28,37.7815,23.7184,7.10002,35.1438,26.0611,7.43973,3.5278,4.60519,-21.4677,0.939856
7.3,37.8263,23.8534,7.11882,35.1428,26.2099,7.46034,3.57131,4.56613,-21.4677,0.898707
7.32,37.874,23.9877,7.13679,35.1449,26.3591,7.47572,3.61544,4.53303,-21.4677,0.867988
7.34,37.9246,24.1213,7.15415,35.1502,26.5085,7.4997,3.6601,4.49113,-21.4677,0.820106
7.36,37.9782,24.2542,7.17055,35.1586,26.6583,7.53375,3.70535,4.36711,-21.4677,0.752104
7.38,38.0346,24.3862,7.1856,35.1702,26.8085,7.54588,3.75129,4.23271,-21.4677,0.727875
7.4,38.0939,24.5173,7.20015,35.2202,26.9271,7.53835,3.75033,4.09979,-21.4677,0.742885
7.42,38.156,24.6473,7.21501,35.239,27.0767,7.55492,3.79616,3.96388,-21.4677,0.709823
7.44,38.221,24.7763,7.22921,35.261,27.2262,7.56457,3.84236,3.82731,-21.4677,0.690535
7.46,38.2889,24.9042,7.24302,35.2861,27.3754,7.58303,3.88886,3.69216,-21.4677,0.653667
7.48,38.3595,25.0308,7.25609,35.3145,27.5243,7.58045,3.93572,3.5587,-21.4677,0.658811
7.5,38.433,25.1561,7.26927,35.346,27.6726,7.59459,3.98273,3.42724,-21.4677,0.630584
7.52,38.5092,25.28,7.28188,35.3807,27.8205,7.6102,4.03003,3.29812,-21.4677,0.599416
7.54,38.5882,25.4025,7.29387,35.4186,27.9679,7.62148,4.07762,3.17175,-21.4677,0.576891
7.56,38.6698,25.5236,7.30541,35.4597,28.1147,7.62997,4.12538,3.04859,-21.4677,0.559937
7.58,38.7542,25.643,7.3166,35.504,28.2607,7.63443,4.17334,2.91857,-21.4677,0.551022
7.6,38.8412,25.7608,7.32762,36.0185,27.8156,7.10878,3.49139,2.789,-21.4677,1.60052
7.62,38.931,25.877,7.35964,36.0756,27.9458,7.1325,3.52614,2.6624,-21.4677,1.55343
7.64,39.0236,25.9918,7.3907,36.1356,28.0752,7.16176,3.56113,2.53921,-21.4677,1.49499
7.66,39.1191,26.105,7.4206,36.1987,28.2038,7.18758,3.5964,2.42017,-21.4677,1.44343
7.68,39.2174,26.2165,7.44947,36.2648,28.3315,7.20961,3.63193,2.30613,-21.4677,1.39943
7.7,39.3185,26.3264,7.47746,36.3339,28.458,7.22879,3.66771,2.19809,-21.4677,1.36113
7.72,39.4224,26.4344,7.50468,36.4059,28.5834,7.24599,3.70375,2.07417,-21.4677,1.32677
7.74,39.5289,26.5404,7.53122,36.4808,28.7075,7.27168,3.73998,1.95498,-21.4677,1.27546
7.76,39.6382,26.6445,7.55673,36.5586,28.8303,7.29921,3.7764,1.8422,-21.4677,1.2205
7.78,39.75,26.7465,7.58114,36.6395,28.9519,7.32056,3.81303,1.73733,-21.4677,1.17785
7.8,39.8645,26.8463,7.6047,36.3559,27.9551,5.99961,3.67965,1.6421,-21.4677,3
7.82,39.9818,26.9441,7.6647,36.4266,28.052,6.05782,3.72385,1.54142,-21.4677,3
7.84,40.1021,27.04,7.7247,36.5001,28.1483,6.12254,3.76872,1.42977,-21.4677,3
7.86,40.2256,27.1338,7.7847,36.5765,28.244,6.17447,3.81418,1.32854,30.023,3
7.88,40.3495,27.2291,7.8447,36.6558,28.3387,6.23473,3.85669,1.23715,30.023,3
7.9,40.471,27.3293,7.9047,36.7326,28.4369,6.29188,3.89906,1.15448,30.023,3
7.92,40.59,27.4342,7.9647,36.8067,28.5386,6.35228,3.94121,1.03353,-21.4677,3
7.94,40.7093,27.5407,8.0247,36.8779,28.6438,6.41258,3.98705,0.915371,-21.4677,2.99129
7.96,40.832,27.645,8.08452,36.9523,28.7483,6.47529,4.03351,0.813997,-21.4677,2.86595
7.98,40.9581,27.7473,8.14184,37.0299,28.852,6.54071,4.08052,0.737309,-21.4677,2.73532
8,41.0874,27.8471,8.19655,38.3665,29.6659,7.94694,3.27281,0.633583,-21.4677,-0.0723943
8.02,41.2194,27.9442,8.1951,38.4809,29.7762,7.94014,3.2948,0.51609,-21.4677,-0.0595111
8.04,41.3538,28.0381,8.19391,38.5979,29.8836,7.93275,3.31678,0.433761,30.023,-0.0447589
8.06,41.4875,28.1327,8.19301,38.7173,29.9881,7.93915,3.33424,0.403637,30.023,-0.0575321
8.08,41.6179,28.2319,8.19186,38.833,30.0968,7.93785,3.35167,0.272214,30.023,-0.0549466
8.1,41.7447,28.3357,8.19076,38.9448,30.2095,7.93663,3.36911,0.136272,-21.4677,-0.0525056
8.12,41.8709,28.4401,8.18971,39.0526,30.3261,7.93831,3.39112,0.128524,-21.4677,-0.0558557
8.14,41.9995,28.5415,8.1886,39.1632,30.44,7.94396,3.41312,0.246206,-21.4677,-0.0671362
8.16,42.1305,28.6397,8.18725,39.2765,30.5513,7.93385,3.43506,0.185902,-21.4677,-0.0469544
8.18,42.2638,28.7348,8.18631,39.3923,30.6598,7.93481,3.45699,0.24632,-21.4677,-0.0488613
8.2,42.3993,28.8267,8.18534,42.2465,30.8691,9.75931,2.0481,0.372726,-28.7461,-3.51263
8.22,42.5368,28.9143,8.11508,42.4264,30.9449,9.6971,2.03356,0.449908,-30.023,-3.3893
8.24,42.6759,28.9965,8.0473,42.6075,31.0143,9.63026,2.01893,0.490448,-30.023,-3.2558
8.26,42.8166,29.0732,7.98218,42.7896,31.077,9.56203,2.00392,0.57005,-30.023,-3.11955
8.28,42.9588,29.1445,7.91979,42.9725,31.133,9.50601,1.98853,0.671881,-30.023,-3.02713
8.3,43.1021,29.2105,7.85925,43.156,31.1825,9.44658,1.97281,0.693671,-30.023,-2.90845
8.32,43.2465,29.2711,7.80108,43.34,31.2256,9.37835,1.95674,0.743528,-30.023,-2.7722
8.34,43.3918,29.3264,7.74564,43.524,31.2621,9.32573,1.94022,0.815719,-30.023,-2.72868
8.36,43.5378,29.3766,7.69106,43.708,31.2924,9.27463,1.92341,0.854623,-30.023,-2.62665
8.38,43.6843,29.4215,7.63853,43.8919,31.3165,9.2238,1.9063,0.88075,-30.023,-2.52513
8.4,43.8313,29.4615,7.58803,44.2441,29.6576,8.03876,0.457098,0.926696,-30.023,-0.262785
8.42,43.9789,29.4964,7.58277,44.4038,29.6388,8.03181,0.44816,0.978987,-30.023,-0.248341
8.44,44.1274,29.5266,7.5778,44.5627,29.6149,8.02977,0.444092,0.983798,-30.023,-0.331691
8.46,44.2768,29.5519,7.57117,44.7206,29.5859,8.01205,0.44513,1.00677,-30.023,-0.296324
8.48,44.4268,29.5723,7.56524,44.8772,29.5519,8.00548,0.450905,1.04663,-30.023,-0.283206
8.5,44.5772,29.5879,7.55958,45.0325,29.5129,8.00291,0.46141,1.05701,-30.023,-0.383368
8.52,44.7279,29.5985,7.55191,45.1864,29.4689,7.98954,0.476416,1.05808,-30.023,-0.35671
8.54,44.8788,29.6043,7.54478,45.3385,29.4199,7.9828,0.495294,1.07568,-30.023,-0.343234
8.56,45.0296,29.6052,7.53791,45.4888,29.3661,7.98027,0.517717,1.10449,-30.023,-0.338198
8.58,45.1802,29.6013,7.53115,45.6372,29.3074,7.97376,0.543308,1.08355,-30.023,-0.688494
8.6,45.3305,29.5925,7.51738,44.2707,29.5052,6.33654,1.06332,1.07851,-30.023,2.58028
8.62,45.4807,29.5788,7.56899,44.3906,29.464,6.39634,1.09617,1.0896,-30.023,2.46171
8.64,45.6314,29.5601,7.61822,44.5101,29.4184,6.44208,1.13022,1.08749,-30.023,2.37035
8.66,45.7824,29.5364,7.66563,44.629,29.3687,6.49778,1.16556,1.05842,-30.023,2.25912
8.68,45.9334,29.5076,7.71081,44.7471,29.3146,6.54545,1.2019,1.04598,-30.023,2.16391
8.7,46.0843,29.4736,7.75409,44.8643,29.2562,6.5873,1.23922,1.05107,-30.023,2.08033
8.72,46.2348,29.4344,7.79569,44.9802,29.1936,6.62799,1.27749,1.0085,-30.023,1.99907
8.74,46.3846,29.39,7.83568,45.0946,29.1267,6.67293,1.31659,0.970593,-30.023,1.90933
8.76,46.5337,29.3404,7.87386,45.2076,29.0555,6.70913,1.35635,0.951752,-30.023,1.83703
8.78,46.6816,29.2855,7.9106,45.3186,28.9802,6.73721,1.39678,0.912784,-30.023,1.78094
8.8,46.8283,29.2253,7.94622,46.0026,29.5083,7.54032,0.872871,0.847303,-30.023,0.177438
8.82,46.9733,29.16,7.94977,46.1282,29.4249,7.53828,0.885566,0.802673,-27.4328,-0.812317
8.84,47.1159,29.0901,7.93352,46.2509,29.3372,7.52359,0.899603,0.759564,-27.4328,-0.783235
8.86,47.2561,29.0161,7.91786,46.3706,29.246,7.51535,0.914837,0.664422,-27.4328,-0.766762
8.88,47.3936,28.938,7.90252,46.4873,29.1513,7.50523,0.931097,0.592405,-27.4328,-0.746552
8.9,47.5285,28.8559,7.88759,46.6009,29.0532,7.49933,0.948342,0.552466,-17.8509,-2.47375
8.92,47.6608,28.7708,7.83812,46.7114,28.9518,7.44724,0.966452,0.42605,-17.8509,-2.37018
8.94,47.7906,28.6839,7.79071,46.8192,28.849,7.39434,0.985332,0.317744,-17.8509,-2.26453
8.96,47.9181,28.5951,7.74542,46.9244,28.745,7.35273,1.00496,0.260372,-17.8509,-2.18143
8.98,48.0432,28.5044,7.7018,47.027,28.6397,7.30005,1.02512,0.231714,-17.8509,-2.07623
9,48.1659,28.412,7.66027,48.1395,28.7655,8.4529,0.354464,0.101143,30.023,-5
9.02,48.2881,28.3213,7.56027,48.2609,28.6478,8.3495,0.327664,0.116392,30.023,-5
9.04,48.4115,28.2357,7.46027,48.3845,28.5356,8.24884,0.301052,0.247942,30.023,-5
9.06,48.536,28.1553,7.36027,48.5102,28.4286,8.15354,0.274609,0.39012,30.023,-5
9.08,48.6612,28.0798,7.26027,48.6376,28.3269,8.06002,0.248262,0.498958,30.023,-5
9.1,48.7869,28.0092,7.16027,48.7667,28.2303,7.95258,0.222073,0.573893,30.023,-5
9.12,48.913,27.9434,7.06027,48.8969,28.139,7.86353,0.196285,0.667348,30.023,-5
9.14,49.0392,27.8824,6.96027,49.0284,28.0527,7.76819,0.170692,0.771568,30.023,-5
9.16,49.1654,27.8259,6.86027,49.1607,27.9713,7.66194,0.145515,0.881815,30.023,-5
9.18,49.2912,27.7739,6.76027,49.2936,27.895,7.55769,0.121048,0.995267,30.023,-5
9.2,49.4167,27.7263,6.66027,47.8711,28.707,5.2184,1.83052,1.11021,30.023,-3.55189
9.22,49.5419,27.6829,6.58923,47.9658,28.6633,5.13687,1.8561,1.19284,30.023,-3.38952
9.24,49.6669,27.6434,6.52144,48.0603,28.6229,5.07145,1.88163,1.27902,30.023,-3.25885
9.26,49.7917,27.6078,6.45627,48.1546,28.5856,5.00925,1.90685,1.36886,30.023,-3.13463
9.28,49.9162,27.576,6.39357,48.2488,28.5514,4.95049,1.93173,1.46138,30.023,-3.01729
9.3,50.0403,27.5479,6.33323,48.3427,28.52,4.89451,1.95626,1.55582,30.023,-2.90549
9.32,50.164,27.5234,6.27512,48.4364,28.4916,4.83636,1.98044,1.65161,30.023,-2.78935
9.34,50.2872,27.5024,6.21933,48.5296,28.466,4.78444,2.00434,1.74829,30.023,-2.68567
9.36,50.4098,27.4848,6.16562,48.6226,28.4431,4.73392,2.0279,1.83989,30.023,-2.58476
9.38,50.5317,27.4706,6.11392,48.7151,28.4229,4.68129,2.05113,1.91577,30.023,-2.47967
9.4,50.653,27.4597,6.06433,49.446,27.2279,5.84834,1.2291,1.99326,30.023,-4.80975
9.42,50.7731,27.452,5.96813,49.5581,27.1945,5.75808,1.242,2.07171,30.023,-4.63014
9.44,50.8914,27.4475,5.87553,49.6693,27.1645,5.66221,1.25452,2.15052,30.023,-4.43867
9.46,51.008,27.446,5.78676,49.7793,27.1377,5.58289,1.26683,2.22945,30.023,-3.92943
9.48,51.123,27.4473,5.70817,49.8884,27.114,5.49326,1.27878,2.30836,30.023,-3.75035
9.5,51.2363,27.4514,5.63316,49.9963,27.0933,5.41529,1.29068,2.38715,30.023,-3.59462
9.52,51.3481,27.4582,5.56127,50.1031,27.0755,5.34451,1.3024,2.46569,30.023,-3.45326
9.54,51.4582,27.4675,5.4922,50.209,27.0604,5.27207,1.31387,2.5276,30.023,-3.30861
9.56,51.5667,27.4792,5.42603,50.3137,27.048,5.21025,1.32518,2.58942,30.023,-3.18514
9.58,51.6737,27.4933,5.36233,50.4174,27.0382,5.14804,1.33619,2.65149,30.023,-3.06091
9.6,51.7791,27.5096,5.30111,50.6067,25.9448,5.54966,1.95528,2.71372,30.023,-3.86274
9.62,51.8827,27.5281,5.22386,50.7155,25.9228,5.4736,1.98474,2.7759,30.023,-3.71108
9.64,51.9844,27.5486,5.14963,50.8233,25.9035,5.39547,2.01355,2.83784,30.023,-3.55505
9.66,52.0842,27.571,5.07853,50.9299,25.8868,5.3183,2.04175,2.89949,30.023,-3.40092
9.68,52.1821,27.5952,5.01052,51.0353,25.8727,5.24889,2.06937,2.96079,30.023,-3.26231
9.7,52.2782,27.6212,4.94527,51.1396,25.8609,5.17985,2.09643,3.01486,30.023,-3.12442
9.72,52.3725,27.6488,4.88278,51.2428,25.8515,5.11446,2.12294,3.06161,30.023,-2.99384
9.74,52.4651,27.6781,4.8229,51.3448,25.8443,5.05884,2.14892,3.10838,30.023,-2.88275
9.76,52.5559,27.7089,4.76525,51.4459,25.8392,4.99458,2.17433,3.15514,30.023,-2.75443
9.78,52.645,27.7411,4.71016,51.5457,25.8363,4.93748,2.19927,3.20183,30.023,-2.64039
9.8,52.7324,27.7748,4.65735,51.5917,27.0264,4.51249,1.36425,3.24843,30.023,-0.741958
9.82,52.8185,27.8099,4.64251,51.6805,27.0428,4.49595,1.37239,3.2951,30.023,-0.708475
9.84,52.9036,27.8466,4.62834,51.7685,27.061,4.47412,1.38044,3.34197,30.023,0.988937
9.86,52.9881,27.885,4.64812,51.8558,27.0808,4.49132,1.38881,3.38735,30.023,0.955013
9.88,53.0721,27.9253,4.66722,51.943,27.1024,4.50389,1.39711,3.42221,30.023,0.929916
9.9,53.1556,27.9674,4.68582,52.03,27.1259,4.51228,1.40541,3.45768,30.023,0.913152
9.92,53.2386,28.0113,4.70408,52.1166,27.1511,4.53546,1.41378,3.49371,30.023,0.866876
9.94,53.321,28.0571,4.72142,52.2032,27.1782,4.55882,1.42194,3.53029,30.023,0.820215
9.96,53.4027,28.1047,4.73783,52.2896,27.2072,4.5755,1.42985,3.56739,30.023,0.786912
9.98,53.4837,28.1541,4.75356,52.3758,27.238,4.58907,1.43763,3.60497,30.023,0.759795
10,53.564,28.2053,4.76876,52.5078,26.8321,4.68165,1.73244,3.64302,30.023,0.57496
10.02,53.6434,28.2583,4.78026,52.5968,26.8613,4.69229,1.7456,3.67072,30.023,0.553659
10.04,53.722,28.3131,4.79133,52.6853,26.8924,4.69448,1.75864,3.69647,30.023,0.549281
10.06,53.7995,28.3695,4.80232,52.7732,26.9254,4.70964,1.77168,3.72269,30.023,0.519016
10.08,53.8761,28.4277,4.8127,52.8607,26.9602,4.71041,1.7845,3.74936,30.023,0.51747
10.1,53.9516,28.4876,4.82305,52.9475,26.9968,4.72456,1.79732,3.77646,30.023,2.52088
10.12,54.0263,28.5494,4.87347,53.0338,27.0353,4.77281,1.81033,3.80409,30.023,2.42505
10.14,54.1004,28.6134,4.92197,53.1202,27.076,4.81873,1.82328,3.82346,30.023,2.33335
10.16,54.1739,28.6796,4.96863,53.2065,27.119,4.8693,1.83617,3.8387,30.023,2.23235
10.18,54.2466,28.7479,5.01328,53.2927,27.1642,4.90289,1.84885,3.85451,30.023,2.16526
10.2,54.3185,28.8185,5.05659,53.4788,27.9947,5.18054,1.17631,3.87087,30.023,3
10.22,54.3896,28.8913,5.11659,53.5614,28.0572,5.24057,1.17535,3.88782,30.023,3
10.24,54.4599,28.9665,5.17659,53.6436,28.1223,5.30517,1.17427,3.89582,30.023,3
10.26,54.5292,29.0441,5.23659,53.7253,28.19,5.364,1.17297,3.89961,30.023,3
