t,true_x,true_y,kf_x,kf_y,ekf_x,ekf_y,gps_x,gps_y,gps_valid
6.6,1.93535,-2.9172,8.06678,-4.14072,2.59849,-3.85477,1.19811,-5.2262,1
6.62,1.86084,-2.8505,8.06691,-4.17396,2.52499,-3.84165,0,0,0
6.64,1.78671,-2.78339,8.06704,-4.20721,2.45185,-3.82817,0,0,0
6.66,1.71294,-2.71587,8.06717,-4.24046,2.37881,-3.81432,0,0,0
6.68,1.63953,-2.64797,8.0673,-4.2737,2.30574,-3.80004,0,0,0
6.7,1.56647,-2.57969,8.06744,-4.30695,2.23279,-3.78541,0,0,0
6.72,1.49375,-2.51104,8.06757,-4.3402,2.15985,-3.77037,0,0,0
6.74,1.42136,-2.44205,8.0677,-4.37344,2.08695,-3.75498,0,0,0
6.76,1.34929,-2.37273,8.06783,-4.40669,2.01407,-3.73921,0,0,0
6.78,1.27754,-2.30308,8.06796,-4.43994,1.94146,-3.72316,0,0,0
6.8,1.20608,-2.23313,7.65002,-3.70321,3.21798,-2.44131,4.8426,1.46736,1
6.82,1.13491,-2.16287,7.64748,-3.73153,3.18918,-2.41976,0,0,0
6.84,1.06403,-2.09234,7.64493,-3.75985,3.16065,-2.39824,0,0,0
6.86,0.993417,-2.02153,7.64239,-3.78817,3.13228,-2.37666,0,0,0
6.88,0.923067,-1.95046,7.63985,-3.8165,3.10412,-2.35507,0,0,0
6.9,0.852969,-1.87914,7.6373,-3.84482,3.07626,-2.33353,0,0,0
6.92,0.783114,-1.80758,7.63476,-3.87314,3.04867,-2.31206,0,0,0
6.94,0.713492,-1.7358,7.63222,-3.90147,3.02132,-2.29064,0,0,0
6.96,0.644095,-1.6638,7.62967,-3.92979,2.99403,-2.26911,0,0,0
6.98,0.574909,-1.5916,7.62713,-3.95811,2.96677,-2.24747,0,0,0
7,0.505927,-1.5192,6.10431,-3.42395,-0.37629,-1.08159,-4.21654,0.39466,1
7.02,0.43714,-1.44662,6.09205,-3.44868,-0.488712,-0.980308,0,0,0
7.04,0.368538,-1.37386,6.0798,-3.4734,-0.600948,-0.8787,0,0,0
7.06,0.300112,-1.30093,6.06754,-3.49813,-0.712778,-0.776862,0,0,0
7.08,0.231851,-1.22786,6.05528,-3.52286,-0.824478,-0.674654,0,0,0
7.1,0.163746,-1.15463,6.04303,-3.54759,-0.935973,-0.572219,0,0,0
7.12,0.0957887,-1.08127,6.03077,-3.57232,-1.04726,-0.469531,0,0,0
7.14,0.0279663,-1.00779,6.01852,-3.59705,-1.15835,-0.366626,0,0,0
7.16,-0.0397293,-0.934184,6.00626,-3.62178,-1.26923,-0.263519,0,0,0
7.18,-0.107263,-0.860433,5.99401,-3.64651,-1.37994,-0.160298,0,0,0
7.2,-0.174599,-0.786502,4.417,-2.89544,-3.76587,1.05117,-6.30787,2.42194,1
7.22,-0.241738,-0.71239,4.39475,-2.91521,-3.94479,1.20471,0,0,0
7.24,-0.308678,-0.638101,4.3725,-2.93499,-4.12323,1.35871,0,0,0
7.26,-0.37542,-0.563633,4.35026,-2.95476,-4.30138,1.51325,0,0,0
7.28,-0.441964,-0.488988,4.32801,-2.97454,-4.47908,1.6683,0,0,0
7.3,-0.50831,-0.414166,4.30576,-2.99431,-4.65632,1.8237,0,0,0
7.32,-0.574457,-0.339169,4.28351,-3.01409,-4.8331,1.97961,0,0,0
7.34,-0.640405,-0.263997,4.26126,-3.03386,-5.00935,2.13579,0,0,0
7.36,-0.706152,-0.188649,4.23901,-3.05363,-5.18518,2.29244,0,0,0
7.38,-0.771699,-0.113127,4.21676,-3.07341,-5.36061,2.44954,0,0,0
7.4,-0.837045,-0.0374305,3.20446,-2.40958,-4.5691,2.539,-3.63833,2.31519,1
7.42,-0.902187,0.0384404,3.17588,-2.42498,-4.70814,2.69506,0,0,0
7.44,-0.967267,0.114366,3.14731,-2.44039,-4.84674,2.85152,0,0,0
7.46,-1.03243,0.190221,3.11873,-2.4558,-4.98547,3.00784,0,0,0
7.48,-1.09767,0.266003,3.09016,-2.47121,-5.12455,3.16421,0,0,0
7.5,-1.16301,0.341706,3.06158,-2.48661,-5.26384,3.32044,0,0,0
7.52,-1.22845,0.417322,3.03301,-2.50202,-5.40339,3.47657,0,0,0
7.54,-1.294,0.49284,3.00444,-2.51743,-5.54307,3.63239,0,0,0
7.56,-1.35967,0.568256,2.97586,-2.53284,-5.68299,3.78801,0,0,0
7.58,-1.42546,0.643568,2.94729,-2.54824,-5.82324,3.94349,0,0,0
7.6,-1.49138,0.718765,2.13311,-2.02594,-4.6996,2.97855,-3.33601,1.71744,1
7.62,-1.55744,0.793837,2.09952,-2.03791,-4.80338,3.09302,0,0,0
7.64,-1.62365,0.86878,2.06592,-2.04988,-4.90742,3.20729,0,0,0
7.66,-1.69001,0.943593,2.03233,-2.06185,-5.01175,3.32145,0,0,0
7.68,-1.75652,1.01826,1.99873,-2.07382,-5.1164,3.43544,0,0,0
7.7,-1.82321,1.09278,1.96513,-2.08579,-5.22127,3.54926,0,0,0
7.72,-1.89007,1.16714,1.93154,-2.09776,-5.32645,3.66294,0,0,0
7.74,-1.95713,1.24133,1.89794,-2.10973,-5.43205,3.77642,0,0,0
7.76,-2.02437,1.31534,1.86434,-2.1217,-5.53799,3.88976,0,0,0
7.78,-2.09182,1.38917,1.83075,-2.13367,-5.64431,4.0029,0,0,0
7.8,-2.15946,1.46282,0.785457,-1.80011,-6.02318,2.44525,-6.30162,0.6204,1
7.82,-2.22733,1.53627,0.745388,-1.80987,-6.12685,2.51401,0,0,0
7.84,-2.29542,1.60951,0.705318,-1.81963,-6.23057,2.58241,0,0,0
7.86,-2.36374,1.68253,0.665249,-1.82939,-6.33463,2.65053,0,0,0
7.88,-2.43231,1.75532,0.625179,-1.83914,-6.43888,2.7183,0,0,0
7.9,-2.50113,1.82787,0.58511,-1.8489,-6.5435,2.78585,0,0,0
7.92,-2.57022,1.90016,0.54504,-1.85866,-6.64836,2.85301,0,0,0
7.94,-2.63958,1.9722,0.504971,-1.86842,-6.7535,2.91979,0,0,0
7.96,-2.70922,2.04396,0.464901,-1.87818,-6.85896,2.9862,0,0,0
7.98,-2.77916,2.11544,0.424832,-1.88794,-6.96485,3.0523,0,0,0
8,-2.8494,2.18662,-0.0396885,-1.03131,-5.26741,3.86733,-3.02885,5.07014,1
8.02,-2.91995,2.25749,-0.0824769,-1.03552,-5.33086,3.93832,0,0,0
8.04,-2.99081,2.32804,-0.125265,-1.03973,-5.39473,4.00912,0,0,0
8.06,-3.06201,2.39826,-0.168054,-1.04394,-5.45888,4.0796,0,0,0
8.08,-3.13354,2.46814,-0.210842,-1.04815,-5.52339,4.14976,0,0,0
8.1,-3.20542,2.53767,-0.253631,-1.05236,-5.58821,4.21957,0,0,0
8.12,-3.27765,2.60682,-0.296419,-1.05657,-5.65343,4.28918,0,0,0
8.14,-3.35025,2.67559,-0.339207,-1.06078,-5.71889,4.35833,0,0,0
8.16,-3.42325,2.74394,-0.381996,-1.06499,-5.78465,4.42701,0,0,0
8.18,-3.49664,2.81186,-0.424784,-1.0692,-5.85073,4.49525,0,0,0
8.2,-3.57045,2.87933,-0.185193,-0.368089,-2.60734,4.18264,1.81239,4.6214,1
8.22,-3.6447,2.94632,-0.22617,-0.367775,-2.61101,4.19078,0,0,0
8.24,-3.71939,3.01281,-0.267148,-0.36746,-2.61481,4.19905,0,0,0
8.26,-3.79454,3.07879,-0.308125,-0.367145,-2.61866,4.20729,0,0,0
8.28,-3.87016,3.14421,-0.349102,-0.366831,-2.62253,4.21543,0,0,0
8.3,-3.94628,3.20906,-0.390079,-0.366516,-2.62636,4.22334,0,0,0
8.32,-4.02292,3.2733,-0.431057,-0.366202,-2.63022,4.23113,0,0,0
8.34,-4.10008,3.33691,-0.472034,-0.365887,-2.6341,4.23882,0,0,0
8.36,-4.1778,3.39983,-0.513011,-0.365572,-2.63804,4.24649,0,0,0
8.38,-4.25611,3.46203,-0.553989,-0.365258,-2.642,4.254,0,0,0
8.4,-4.33502,3.52345,-0.946425,-0.265688,-2.56206,2.79884,-3.44207,0.439106,1
8.42,-4.41454,3.58408,-0.98966,-0.264736,-2.54363,2.77546,0,0,0
8.44,-4.49471,3.64386,-1.03289,-0.263783,-2.52509,2.75244,0,0,0
8.46,-4.57554,3.70274,-1.07613,-0.262831,-2.50634,2.72967,0,0,0
8.48,-4.65706,3.76065,-1.11936,-0.261879,-2.48734,2.70713,0,0,0
8.5,-4.7393,3.81754,-1.1626,-0.260927,-2.468,2.68473,0,0,0
8.52,-4.82229,3.87334,-1.20583,-0.259975,-2.44844,2.66265,0,0,0
8.54,-4.90606,3.92795,-1.24907,-0.259023,-2.42864,2.64093,0,0,0
8.56,-4.99063,3.98131,-1.2923,-0.258071,-2.40856,2.61953,0,0,0
8.58,-5.07602,4.03336,-1.33554,-0.257119,-2.38813,2.5984,0,0,0
8.6,-5.16223,4.08402,-2.36845,0.348433,-4.82829,4.28757,-9.41802,4.65503,1
8.62,-5.24928,4.13323,-2.41805,0.353273,-4.87907,4.32637,0,0,0
8.64,-5.33716,4.18095,-2.46765,0.358114,-4.93054,4.36432,0,0,0
8.66,-5.42587,4.22711,-2.51725,0.362954,-4.98275,4.40145,0,0,0
8.68,-5.5154,4.27165,-2.56685,0.367794,-5.03549,4.43754,0,0,0
8.7,-5.60575,4.3145,-2.61645,0.372634,-5.08883,4.47262,0,0,0
8.72,-5.69692,4.35559,-2.66605,0.377475,-5.143,4.50674,0,0,0
8.74,-5.78888,4.39487,-2.71565,0.382315,-5.19787,4.53982,0,0,0
8.76,-5.88161,4.4323,-2.76525,0.387155,-5.25344,4.57185,0,0,0
8.78,-5.97507,4.46785,-2.81485,0.391995,-5.30954,4.60267,0,0,0
8.8,-6.06925,4.50146,-3.20806,1.12507,-5.69244,5.23868,-5.66199,6.32573,1
8.82,-6.16412,4.53309,-3.25988,1.1346,-5.76555,5.28023,0,0,0
8.84,-6.25963,4.5627,-3.31169,1.14413,-5.8395,5.32018,0,0,0
8.86,-6.35575,4.59027,-3.3635,1.15366,-5.91418,5.35852,0,0,0
8.88,-6.45245,4.61575,-3.41531,1.16319,-5.98956,5.39523,0,0,0
8.9,-6.54969,4.63908,-3.46712,1.17272,-6.06578,5.43022,0,0,0
8.92,-6.64742,4.66025,-3.51893,1.18225,-6.14296,5.46362,0,0,0
8.94,-6.7456,4.67922,-3.57075,1.19178,-6.22077,5.49526,0,0,0
8.96,-6.84419,4.69598,-3.62256,1.20131,-6.29932,5.52517,0,0,0
8.98,-6.94312,4.7105,-3.67437,1.21084,-6.37881,5.55339,0,0,0
9,-7.04237,4.72278,-3.87346,1.78253,-5.87429,5.49789,-4.92742,5.80555,1
9.02,-7.14186,4.73282,-3.92622,1.79568,-5.93526,5.52225,0,0,0
9.04,-7.24155,4.74064,-3.97898,1.80883,-5.99676,5.54525,0,0,0
9.06,-7.34139,4.74622,-4.03174,1.82199,-6.05857,5.56683,0,0,0
9.08,-7.44133,4.74955,-4.0845,1.83514,-6.1208,5.58697,0,0,0
9.1,-7.54133,4.75062,-4.13726,1.8483,-6.18317,5.60561,0,0,0
9.12,-7.64132,4.7494,-4.19002,1.86145,-6.2456,5.62272,0,0,0
9.14,-7.74125,4.74588,-4.24279,1.8746,-6.3085,5.63842,0,0,0
9.16,-7.84108,4.74009,-4.29555,1.88776,-6.37175,5.65268,0,0,0
9.18,-7.94076,4.73206,-4.34831,1.90091,-6.43535,5.66552,0,0,0
9.2,-8.04023,4.72177,-5.38535,2.58562,-9.20659,6.67773,-12.4411,7.39966,1
9.22,-8.13943,4.70922,-5.44446,2.60311,-9.36613,6.68463,0,0,0
9.24,-8.23833,4.6944,-5.50358,2.6206,-9.52577,6.68789,0,0,0
9.26,-8.33686,4.67734,-5.56269,2.63809,-9.68558,6.68752,0,0,0
9.28,-8.43498,4.65806,-5.6218,2.65558,-9.84544,6.68362,0,0,0
9.3,-8.53264,4.63658,-5.68092,2.67306,-10.0054,6.67602,0,0,0
9.32,-8.62979,4.61288,-5.74003,2.69055,-10.1651,6.66476,0,0,0
9.34,-8.72638,4.587,-5.79915,2.70804,-10.3245,6.64987,0,0,0
9.36,-8.82237,4.55897,-5.85826,2.72553,-10.4835,6.63146,0,0,0
9.38,-8.91771,4.5288,-5.91738,2.74302,-10.6422,6.6095,0,0,0
9.4,-9.01235,4.4965,-6.38632,2.62233,-10.0191,4.45357,-9.32812,1.63046,1
9.42,-9.10624,4.46209,-6.44808,2.63892,-10.1161,4.37258,0,0,0
9.44,-9.19935,4.42562,-6.50984,2.65552,-10.2114,4.28932,0,0,0
9.46,-9.29163,4.3871,-6.57161,2.67211,-10.3049,4.20399,0,0,0
9.48,-9.38304,4.34657,-6.63337,2.68871,-10.3966,4.11652,0,0,0
9.5,-9.47356,4.30406,-6.69513,2.7053,-10.4863,4.02706,0,0,0
9.52,-9.56313,4.25959,-6.75689,2.7219,-10.574,3.93578,0,0,0
9.54,-9.6517,4.21318,-6.81866,2.7385,-10.6597,3.84262,0,0,0
9.56,-9.73925,4.16485,-6.88042,2.75509,-10.7433,3.74747,0,0,0
9.58,-9.82574,4.11467,-6.94218,2.77169,-10.8251,3.65058,0,0,0
9.6,-9.91114,4.06265,-7.51111,2.43133,-11.0256,2.03853,-11.1554,-0.133575,1
9.62,-9.99542,4.00882,-7.57615,2.44562,-11.0705,1.89936,0,0,0
9.64,-10.0785,3.95324,-7.64119,2.45991,-11.1125,1.75928,0,0,0
9.66,-10.1605,3.89592,-7.70624,2.47419,-11.1515,1.61843,0,0,0
9.68,-10.2412,3.83689,-7.77128,2.48848,-11.1875,1.47699,0,0,0
9.7,-10.3207,3.77619,-7.83632,2.50277,-11.2206,1.33475,0,0,0
9.72,-10.3989,3.71386,-7.90136,2.51706,-11.2508,1.1917,0,0,0
9.74,-10.4758,3.64994,-7.96641,2.53134,-11.278,1.04807,0,0,0
9.76,-10.5513,3.58446,-8.03145,2.54563,-11.3023,0.903991,0,0,0
9.78,-10.6256,3.51748,-8.09649,2.55992,-11.3237,0.759231,0,0,0
9.8,-10.6985,3.44901,-8.59725,2.95596,-11.4546,2.68619,-11.7307,5.70137,1
9.82,-10.77,3.37908,-8.66512,2.97272,-11.4971,2.60026,0,0,0
9.84,-10.84,3.30775,-8.73298,2.98948,-11.5378,2.51353,0,0,0
9.86,-10.9087,3.23505,-8.80084,3.00624,-11.5768,2.42584,0,0,0
9.88,-10.9759,3.16102,-8.8687,3.023,-11.6141,2.33734,0,0,0
9.9,-11.0417,3.08568,-8.93656,3.03975,-11.6497,2.24817,0,0,0
9.92,-11.106,3.00908,-9.00443,3.05651,-11.6835,2.1585,0,0,0
9.94,-11.1688,2.93126,-9.07229,3.07327,-11.7155,2.06813,0,0,0
9.96,-11.2301,2.85226,-9.14015,3.09003,-11.7458,1.97719,0,0,0
9.98,-11.2898,2.77209,-9.20801,3.10679,-11.7742,1.88585,0,0,0
10,-11.3481,2.6908,-9.64864,2.75537,-12.068,1.03916,-12.331,0.10601,1
10.02,-11.4048,2.60843,-9.71891,2.76974,-12.0947,0.919237,0,0,0
10.04,-11.4599,2.52503,-9.78919,2.78411,-12.1192,0.799059,0,0,0
10.06,-11.5136,2.44061,-9.85947,2.79849,-12.1415,0.678402,0,0,0
10.08,-11.5656,2.35522,-9.92974,2.81286,-12.1616,0.557177,0,0,0
10.1,-11.616,2.26888,-10,2.82723,-12.1794,0.435777,0,0,0
10.12,-11.6649,2.18164,-10.0703,2.84161,-12.195,0.313972,0,0,0
10.14,-11.7122,2.09354,-10.1406,2.85598,-12.2084,0.191859,0,0,0
10.16,-11.758,2.00461,-10.2108,2.87035,-12.2196,0.0694497,0,0,0
10.18,-11.8021,1.91488,-10.2811,2.88473,-12.2286,-0.0532715,0,0,0
10.2,-11.8446,1.82438,-10.628,2.93668,-12.2873,1.36267,-12.6192,3.20725,1
10.22,-11.8856,1.73314,-10.7001,2.9513,-12.3007,1.28794,0,0,0
10.24,-11.9249,1.64119,-10.7721,2.96592,-12.3127,1.21303,0,0,0
10.26,-11.9626,1.54857,-10.8442,2.98053,-12.3234,1.1381,0,0,0
10.28,-11.9986,1.4553,-10.9163,2.99515,-12.3327,1.06303,0,0,0
10.3,-12.0331,1.36143,-10.9883,3.00977,-12.3408,0.987888,0,0,0
10.32,-12.0659,1.26698,-11.0604,3.02438,-12.3476,0.912872,0,0,0
10.34,-12.0972,1.17199,-11.1325,3.039,-12.3531,0.8377,0,0,0
10.36,-12.1269,1.07649,-11.2045,3.05362,-12.3574,0.762603,0,0,0
10.38,-12.1549,0.980511,-11.2766,3.06824,-12.3604,0.687589,0,0,0
10.4,-12.1814,0.884073,-11.9438,2.44199,-13.833,-0.813527,-16.2295,-2.17315,1
10.42,-12.2062,0.787209,-12.0197,2.45245,-13.8666,-0.942793,0,0,0
10.44,-12.2294,0.689947,-12.0957,2.46292,-13.898,-1.07257,0,0,0
10.46,-12.2511,0.592316,-12.1716,2.47338,-13.9273,-1.20284,0,0,0
10.48,-12.2711,0.494338,-12.2475,2.48384,-13.9544,-1.33349,0,0,0
10.5,-12.2894,0.396039,-12.3234,2.4943,-13.9792,-1.46448,0,0,0
10.52,-12.3062,0.297447,-12.3994,2.50476,-14.0019,-1.59586,0,0,0
10.54,-12.3212,0.198592,-12.4753,2.51522,-14.0224,-1.72782,0,0,0
10.56,-12.3347,0.0995001,-12.5512,2.52569,-14.0406,-1.86006,0,0,0
10.58,-12.3465,0.000200831,-12.6272,2.53615,-14.0568,-1.9927,0,0,0
10.6,-12.3567,-0.0992787,-12.6144,1.76712,-13.2671,-2.89781,-11.9756,-3.84761,1
10.62,-12.3652,-0.198913,-12.6898,1.77253,-13.2475,-3.04833,0,0,0
10.64,-12.3721,-0.298676,-12.7651,1.77793,-13.2254,-3.19857,0,0,0
10.66,-12.3773,-0.398539,-12.8405,1.78334,-13.2007,-3.34826,0,0,0
10.68,-12.3808,-0.498474,-12.9158,1.78875,-13.1736,-3.49743,0,0,0
10.7,-12.3827,-0.598455,-12.9912,1.79415,-13.1441,-3.64627,0,0,0
10.72,-12.3829,-0.698454,-13.0665,1.79956,-13.1121,-3.79471,0,0,0
10.74,-12.3814,-0.798442,-13.1419,1.80496,-13.0776,-3.94249,0,0,0
10.76,-12.3782,-0.89839,-13.2172,1.81037,-13.0407,-4.08956,0,0,0
10.78,-12.3733,-0.998268,-13.2926,1.81577,-13.0012,-4.23601,0,0,0
10.8,-12.3667,-1.09805,-12.5346,1.40929,-10.1636,-3.00057,-6.53136,-1.55806,1
10.82,-12.3583,-1.19769,-12.6046,1.41202,-10.0815,-3.06756,0,0,0
10.84,-12.3482,-1.29718,-12.6745,1.41475,-9.9979,-3.13338,0,0,0
10.86,-12.3362,-1.39646,-12.7445,1.41749,-9.91325,-3.19761,0,0,0
10.88,-12.3225,-1.49551,-12.8144,1.42022,-9.82761,-3.26022,0,0,0
10.9,-12.307,-1.5943,-12.8844,1.42295,-9.74085,-3.32134,0,0,0
10.92,-12.2897,-1.69278,-12.9543,1.42569,-9.65299,-3.38085,0,0,0
10.94,-12.2705,-1.79093,-13.0242,1.42842,-9.5641,-3.43875,0,0,0
10.96,-12.2495,-1.88869,-13.0942,1.43115,-9.47424,-3.49489,0,0,0
10.98,-12.2266,-1.98603,-13.1641,1.43388,-9.38328,-3.54933,0,0,0
11,-12.2018,-2.08291,-13.4399,0.708815,-11.4535,-3.84293,-14.9227,-4.53497,1
11.02,-12.175,-2.17927,-13.5112,0.706824,-11.4037,-3.91062,0,0,0
11.04,-12.1464,-2.27508,-13.5825,0.704833,-11.3525,-3.97736,0,0,0
11.06,-12.1158,-2.37029,-13.6537,0.702842,-11.3,-4.04303,0,0,0
11.08,-12.0833,-2.46485,-13.725,0.700852,-11.2462,-4.10747,0,0,0
11.1,-12.0488,-2.55872,-13.7963,0.698861,-11.1912,-4.17076,0,0,0
11.12,-12.0124,-2.65184,-13.8676,0.69687,-11.1348,-4.23291,0,0,0
11.14,-11.974,-2.74417,-13.9389,0.694879,-11.077,-4.29398,0,0,0
11.16,-11.9337,-2.83568,-14.0101,0.692888,-11.018,-4.35371,0,0,0
11.18,-11.8914,-2.92631,-14.0814,0.690897,-10.9578,-4.41214,0,0,0
11.2,-11.8472,-3.01601,-14.0484,0.029046,-11.8037,-4.44476,-13.2966,-4.7255,1
11.22,-11.8011,-3.10476,-14.119,0.0227716,-11.7614,-4.49732,0,0,0
11.24,-11.7531,-3.19248,-14.1896,0.0164972,-11.718,-4.54887,0,0,0
11.26,-11.7033,-3.27915,-14.2602,0.0102228,-11.6735,-4.59937,0,0,0
11.28,-11.6515,-3.36471,-14.3308,0.00394842,-11.628,-4.64889,0,0,0
11.3,-11.5979,-3.44912,-14.4014,-0.00232597,-11.5813,-4.6975,0,0,0
11.32,-11.5424,-3.53232,-14.472,-0.00860036,-11.5336,-4.74499,0,0,0
11.34,-11.4851,-3.61426,-14.5426,-0.0148748,-11.4847,-4.79147,0,0,0
11.36,-11.4259,-3.69489,-14.6132,-0.0211491,-11.4349,-4.83686,0,0,0
11.38,-11.365,-3.77417,-14.6838,-0.0274235,-11.3841,-4.88102,0,0,0
11.4,-11.3023,-3.85207,-15.0984,-0.0370063,-14.0794,-2.43618,-17.5771,-0.0608452,1
11.42,-11.2379,-3.92855,-15.1712,-0.0433022,-14.1162,-2.39719,0,0,0
11.44,-11.1717,-4.00357,-15.2441,-0.0495981,-14.1539,-2.35897,0,0,0
11.46,-11.1039,-4.07707,-15.3169,-0.0558939,-14.1925,-2.32154,0,0,0
11.48,-11.0345,-4.14904,-15.3898,-0.0621898,-14.232,-2.28497,0,0,0
11.5,-10.9635,-4.21944,-15.4626,-0.0684857,-14.2722,-2.24931,0,0,0
11.52,-10.8909,-4.28823,-15.5354,-0.0747815,-14.3133,-2.21456,0,0,0
11.54,-10.8168,-4.35538,-15.6083,-0.0810774,-14.3551,-2.18081,0,0,0
11.56,-10.7413,-4.42089,-15.6811,-0.0873733,-14.3974,-2.14807,0,0,0
11.58,-10.6643,-4.48468,-15.7539,-0.0936692,-14.4404,-2.11634,0,0,0
11.6,-10.5859,-4.54676,-15.1937,-0.651888,-12.8481,-3.5035,-10.6323,-4.62889,1
11.62,-10.5061,-4.6071,-15.2625,-0.661768,-12.8341,-3.51195,0,0,0
11.64,-10.4251,-4.66564,-15.3312,-0.671647,-12.8199,-3.52004,0,0,0
11.66,-10.3427,-4.72239,-15.3999,-0.681527,-12.8057,-3.52775,0,0,0
11.68,-10.2592,-4.77732,-15.4687,-0.691406,-12.7912,-3.53523,0,0,0
11.7,-10.1744,-4.83042,-15.5374,-0.701286,-12.7764,-3.54244,0,0,0
11.72,-10.0886,-4.88169,-15.6061,-0.711165,-12.7614,-3.54936,0,0,0
11.74,-10.0016,-4.93107,-15.6748,-0.721045,-12.7461,-3.55601,0,0,0
11.76,-9.91361,-4.97855,-15.7436,-0.730924,-12.7305,-3.56237,0,0,0
11.78,-9.82461,-5.02414,-15.8123,-0.740804,-12.715,-3.5683,0,0,0
11.8,-9.73466,-5.06782,-14.833,-1.66236,-10.0766,-5.70602,-7.28104,-8.23163,1
11.82,-9.6438,-5.10959,-14.8949,-1.67816,-9.95762,-5.74731,0,0,0
11.84,-9.55209,-5.14944,-14.9568,-1.69395,-9.83763,-5.78607,0,0,0
11.86,-9.45956,-5.18738,-15.0187,-1.70975,-9.71695,-5.82233,0,0,0
11.88,-9.36626,-5.22336,-15.0807,-1.72555,-9.59577,-5.856,0,0,0
11.9,-9.27223,-5.25738,-15.1426,-1.74135,-9.47387,-5.8871,0,0,0
11.92,-9.17751,-5.28946,-15.2045,-1.75715,-9.35126,-5.9157,0,0,0
11.94,-9.08216,-5.31958,-15.2664,-1.77295,-9.22805,-5.94176,0,0,0
11.96,-8.98621,-5.34775,-15.3284,-1.78875,-9.10444,-5.96529,0,0,0
11.98,-8.88971,-5.37397,-15.3903,-1.80455,-8.9804,-5.98631,0,0,0
12,-8.79271,-5.39827,-14.9179,-2.08914,-9.95253,-5.15714,-11.0677,-4.02602,1
12.02,-8.69524,-5.42063,-14.9763,-2.10669,-9.87003,-5.16014,0,0,0
12.04,-8.59736,-5.44106,-15.0348,-2.12423,-9.78768,-5.16155,0,0,0
12.06,-8.49909,-5.45959,-15.0932,-2.14178,-9.70526,-5.16132,0,0,0
12.08,-8.40048,-5.47621,-15.1517,-2.15932,-9.62307,-5.15951,0,0,0
12.1,-8.30157,-5.49093,-15.2101,-2.17687,-9.54106,-5.15613,0,0,0
12.12,-8.2024,-5.50378,-15.2686,-2.19441,-9.45897,-5.15117,0,0,0
12.14,-8.10301,-5.51472,-15.327,-2.21196,-9.37684,-5.1446,0,0,0
12.16,-8.00342,-5.52378,-15.3855,-2.2295,-9.29482,-5.13643,0,0,0
12.18,-7.90368,-5.53096,-15.4439,-2.24704,-9.21312,-5.12676,0,0,0
12.2,-7.80382,-5.53628,-14.5877,-2.5372,-8.64994,-4.96323,-7.99696,-4.50158,1
12.22,-7.70388,-5.53977,-14.6403,-2.55652,-8.5549,-4.94026,0,0,0
12.24,-7.6039,-5.54143,-14.6928,-2.57583,-8.46024,-4.91553,0,0,0
12.26,-7.5039,-5.54129,-14.7453,-2.59515,-8.36606,-4.88914,0,0,0
12.28,-7.40392,-5.53937,-14.7978,-2.61446,-8.27223,-4.86103,0,0,0
12.3,-7.30399,-5.53569,-14.8503,-2.63378,-8.17907,-4.83133,0,0,0
12.32,-7.20414,-5.53026,-14.9028,-2.65309,-8.08651,-4.80001,0,0,0
12.34,-7.10439,-5.52312,-14.9553,-2.6724,-7.99445,-4.76709,0,0,0
12.36,-7.00479,-5.51428,-15.0078,-2.69172,-7.90297,-4.73261,0,0,0
12.38,-6.90534,-5.50375,-15.0604,-2.71103,-7.81202,-4.69659,0,0,0
12.4,-6.80609,-5.49158,-14.1298,-3.1551,-7.4025,-5.22234,-7.04635,-6.21572,1
12.42,-6.70705,-5.47778,-14.176,-3.17717,-7.29922,-5.19581,0,0,0
12.44,-6.60824,-5.46237,-14.2221,-3.19924,-7.19637,-5.16757,0,0,0
12.46,-6.5097,-5.44538,-14.2682,-3.22131,-7.09405,-5.1377,0,0,0
12.48,-6.41143,-5.42683,-14.3144,-3.24339,-6.99235,-5.10622,0,0,0
12.5,-6.31347,-5.40675,-14.3605,-3.26546,-6.89118,-5.07321,0,0,0
12.52,-6.21583,-5.38516,-14.4066,-3.28753,-6.79069,-5.03866,0,0,0
12.54,-6.11853,-5.36209,-14.4528,-3.30961,-6.69083,-5.0026,0,0,0
12.56,-6.02159,-5.33756,-14.4989,-3.33168,-6.59142,-4.96501,0,0,0
12.58,-5.92502,-5.31159,-14.545,-3.35375,-6.49248,-4.92591,0,0,0
12.6,-5.82883,-5.28423,-12.9992,-3.21874,-4.08164,-3.73685,-1.52829,-2.08685,1
12.62,-5.73306,-5.25548,-13.035,-3.23979,-3.92658,-3.62936,0,0,0
12.64,-5.6377,-5.22538,-13.0708,-3.26085,-3.77303,-3.51958,0,0,0
12.66,-5.54277,-5.19394,-13.1066,-3.2819,-3.62107,-3.40766,0,0,0
12.68,-5.44828,-5.16121,-13.1424,-3.30295,-3.47079,-3.29367,0,0,0
12.7,-5.35424,-5.1272,-13.1782,-3.324,-3.32213,-3.17761,0,0,0
12.72,-5.26067,-5.09192,-13.214,-3.34506,-3.17495,-3.0595,0,0,0
12.74,-5.16758,-5.05539,-13.2498,-3.36611,-3.02925,-2.93927,0,0,0
12.76,-5.07498,-5.01765,-13.2856,-3.38716,-2.88515,-2.8171,0,0,0
12.78,-4.98287,-4.97872,-13.3214,-3.40822,-2.74259,-2.693,0,0,0
12.8,-4.89126,-4.93862,-13.239,-3.07201,-7.30572,-1.45634,-12.3875,-0.497634,1
