t,true_x,true_y,kf_x,kf_y,ekf_x,ekf_y,gps_x,gps_y,gps_valid
12.82,-4.80016,-4.89739,-13.274,-3.09074,-7.29315,-1.39467,0,0,0
12.84,-4.70956,-4.85504,-13.3091,-3.10947,-7.28137,-1.33305,0,0,0
12.86,-4.61949,-4.81161,-13.3441,-3.12821,-7.27031,-1.27119,0,0,0
12.88,-4.52993,-4.76713,-13.3791,-3.14694,-7.25994,-1.20907,0,0,0
12.9,-4.44089,-4.7216,-13.4142,-3.16567,-7.25034,-1.14684,0,0,0
12.92,-4.35238,-4.67507,-13.4492,-3.18441,-7.24145,-1.08439,0,0,0
12.94,-4.26439,-4.62756,-13.4842,-3.20314,-7.23327,-1.02178,0,0,0
12.96,-4.17692,-4.57908,-13.5192,-3.22187,-7.22577,-0.958968,0,0,0
12.98,-4.08998,-4.52967,-13.5543,-3.24061,-7.21896,-0.896084,0,0,0
13,-4.00356,-4.47936,-11.6319,-2.95769,-3.61353,-0.49836,2.47262,-0.784024,1
13.02,-3.91765,-4.42818,-11.6543,-2.97447,-3.529,-0.365557,0,0,0
13.04,-3.83224,-4.37617,-11.6766,-2.99124,-3.44575,-0.231845,0,0,0
13.06,-3.74733,-4.32335,-11.6989,-3.00802,-3.36372,-0.0972743,0,0,0
13.08,-3.66291,-4.26975,-11.7212,-3.02479,-3.28292,0.0381868,0,0,0
13.1,-3.57897,-4.2154,-11.7435,-3.04157,-3.20339,0.174375,0,0,0
13.12,-3.4955,-4.16033,-11.7659,-3.05834,-3.12507,0.311158,0,0,0
13.14,-3.41249,-4.10456,-11.7882,-3.07512,-3.04788,0.448672,0,0,0
13.16,-3.32995,-4.04812,-11.8105,-3.09189,-2.97184,0.586737,0,0,0
13.18,-3.24785,-3.99102,-11.8328,-3.10867,-2.89691,0.725409,0,0,0
13.2,-3.1662,-3.93328,-10.8747,-3.47584,-3.38412,-2.25913,-3.80917,-6.00087,1
13.22,-3.08499,-3.87494,-10.8906,-3.49489,-3.33953,-2.2132,0,0,0
13.24,-3.0042,-3.816,-10.9066,-3.51394,-3.29518,-2.16683,0,0,0
13.26,-2.92384,-3.75649,-10.9225,-3.53299,-3.2512,-2.12013,0,0,0
13.28,-2.84389,-3.69642,-10.9385,-3.55204,-3.20744,-2.073,0,0,0
13.3,-2.76435,-3.63581,-10.9544,-3.57109,-3.16409,-2.02565,0,0,0
13.32,-2.68522,-3.57467,-10.9704,-3.59014,-3.12114,-1.9781,0,0,0
13.34,-2.60648,-3.51302,-10.9864,-3.60919,-3.07836,-1.93012,0,0,0
13.36,-2.52814,-3.45087,-11.0023,-3.62824,-3.03598,-1.88197,0,0,0
13.38,-2.45018,-3.38825,-11.0183,-3.64729,-2.99403,-1.83366,0,0,0
13.4,-2.3726,-3.32515,-9.71266,-3.85107,-2.03792,-3.06097,-0.1891,-5.18236,1
13.42,-2.29539,-3.26159,-9.72004,-3.87132,-1.99304,-3.03402,0,0,0
13.44,-2.21856,-3.19759,-9.72741,-3.89157,-1.94849,-3.00694,0,0,0
13.46,-2.14209,-3.13315,-9.73479,-3.91182,-1.90413,-2.97961,0,0,0
13.48,-2.06597,-3.06829,-9.74217,-3.93207,-1.85999,-2.95206,0,0,0
13.5,-1.99022,-3.00302,-9.74954,-3.95232,-1.81595,-2.92422,0,0,0
13.52,-1.91481,-2.93734,-9.75692,-3.97257,-1.77198,-2.89611,0,0,0
13.54,-1.83975,-2.87127,-9.7643,-3.99281,-1.72823,-2.8678,0,0,0
13.56,-1.76503,-2.80481,-9.77167,-4.01306,-1.68474,-2.83935,0,0,0
13.58,-1.69065,-2.73797,-9.77905,-4.03331,-1.64135,-2.81064,0,0,0
13.6,-1.6166,-2.67076,-8.6607,-3.89306,-1.16707,-2.6768,-0.54812,-2.7364,1
13.62,-1.54288,-2.60319,-8.66077,-3.91227,-1.11126,-2.64325,0,0,0
13.64,-1.46949,-2.53526,-8.66084,-3.93147,-1.05565,-2.60943,0,0,0
13.66,-1.39643,-2.46699,-8.66091,-3.95068,-1.00021,-2.57536,0,0,0
13.68,-1.32368,-2.39837,-8.66098,-3.96989,-0.944999,-2.54108,0,0,0
13.7,-1.25125,-2.32942,-8.66105,-3.98909,-0.889952,-2.50654,0,0,0
13.72,-1.17914,-2.26014,-8.66112,-4.0083,-0.834902,-2.47164,0,0,0
13.74,-1.10734,-2.19054,-8.66119,-4.02751,-0.779755,-2.43634,0,0,0
13.76,-1.03585,-2.12062,-8.66125,-4.04672,-0.72479,-2.40081,0,0,0
13.78,-0.964665,-2.05038,-8.66132,-4.06592,-0.670083,-2.36513,0,0,0
13.8,-0.893787,-1.97984,-7.26965,-3.97097,0.714045,-2.32911,2.76036,-3.14822,1
13.82,-0.823212,-1.909,-7.26069,-3.98943,0.806511,-2.29253,0,0,0
13.84,-0.752939,-1.83785,-7.25172,-4.0079,0.898868,-2.25555,0,0,0
13.86,-0.682966,-1.76641,-7.24276,-4.02636,0.990989,-2.21821,0,0,0
13.88,-0.613291,-1.69468,-7.23379,-4.04483,1.08301,-2.18046,0,0,0
13.9,-0.543913,-1.62266,-7.22483,-4.0633,1.1747,-2.1424,0,0,0
13.92,-0.47483,-1.55036,-7.21587,-4.08176,1.26618,-2.10394,0,0,0
13.94,-0.406043,-1.47778,-7.2069,-4.10023,1.35746,-2.06513,0,0,0
13.96,-0.337548,-1.40492,-7.19794,-4.11869,1.4485,-2.026,0,0,0
13.98,-0.269347,-1.33178,-7.18897,-4.13716,1.53962,-1.98639,0,0,0
14,-0.201437,-1.25838,-6.49156,-3.66435,0.363814,-1.48204,-1.52984,-0.123697,1
14.02,-0.13382,-1.1847,-6.47813,-3.67963,0.418884,-1.43613,0,0,0
14.04,-0.0664929,-1.11076,-6.46469,-3.69491,0.473898,-1.38988,0,0,0
14.06,0.000542738,-1.03656,-6.45126,-3.71018,0.528718,-1.34343,0,0,0
14.08,0.066484,-0.961385,-6.43783,-3.72546,0.583585,-1.29656,0,0,0
14.1,0.130499,-0.884563,-6.4244,-3.74074,0.637357,-1.24822,0,0,0
14.12,0.192548,-0.806145,-6.41096,-3.75602,0.689912,-1.19853,0,0,0
14.14,0.25259,-0.72618,-6.39753,-3.77129,0.741146,-1.14755,0,0,0
14.16,0.310587,-0.644719,-6.3841,-3.78657,0.791161,-1.09521,0,0,0
14.18,0.366501,-0.561815,-6.37067,-3.80185,0.839849,-1.04163,0,0,0
14.2,0.420297,-0.477521,-4.82458,-3.38062,3.19441,-0.320973,6.22182,-0.234609,1
14.22,0.47194,-0.391891,-4.8012,-3.39307,3.30741,-0.231159,0,0,0
14.24,0.521396,-0.304981,-4.77782,-3.40551,3.41812,-0.138521,0,0,0
14.26,0.568635,-0.216845,-4.75444,-3.41796,3.52654,-0.0430029,0,0,0
14.28,0.613626,-0.12754,-4.73106,-3.4304,3.63256,0.0552335,0,0,0
14.3,0.65634,-0.0371245,-4.70768,-3.44285,3.73617,0.15622,0,0,0
14.32,0.696749,0.0543444,-4.6843,-3.45529,3.83708,0.259682,0,0,0
14.34,0.736538,0.146087,-4.66092,-3.46774,3.93521,0.365517,0,0,0
14.36,0.777406,0.237354,-4.63754,-3.48018,4.03452,0.47016,0,0,0
14.38,0.819331,0.328141,-4.61416,-3.49262,4.13507,0.573652,0,0,0
14.4,0.862292,0.418442,-4.07861,-2.71361,2.24425,1.52176,-0.387077,2.99095,1
14.42,0.906285,0.508244,-4.05191,-2.72092,2.28071,1.62987,0,0,0
14.44,0.951289,0.597545,-4.0252,-2.72822,2.31843,1.73769,0,0,0
14.46,0.997282,0.686339,-3.9985,-2.73553,2.3574,1.84513,0,0,0
14.48,1.04426,0.774617,-3.9718,-2.74284,2.39751,1.95192,0,0,0
14.5,1.0922,0.862375,-3.94509,-2.75015,2.43886,2.05831,0,0,0
14.52,1.14109,0.949611,-3.91839,-2.75746,2.48137,2.16435,0,0,0
14.54,1.19091,1.03632,-3.89169,-2.76476,2.52507,2.27002,0,0,0
14.56,1.24167,1.12248,-3.86498,-2.77207,2.56984,2.37506,0,0,0
14.58,1.29333,1.20809,-3.83828,-2.77938,2.61578,2.47968,0,0,0
14.6,1.34589,1.29317,-2.92075,-2.63739,2.89463,0.763145,3.50028,-1.56125,1
14.62,1.39933,1.37769,-2.88826,-2.64373,2.94225,0.815781,0,0,0
14.64,1.45365,1.46165,-2.85578,-2.65007,2.9905,0.867988,0,0,0
14.66,1.50883,1.54505,-2.82329,-2.65641,3.03936,0.919778,0,0,0
14.68,1.56485,1.62788,-2.79081,-2.66275,3.08868,0.971046,0,0,0
14.7,1.6217,1.71015,-2.75833,-2.66908,3.13844,1.02179,0,0,0
14.72,1.67938,1.79184,-2.72584,-2.67542,3.18871,1.072,0,0,0
14.74,1.73787,1.87295,-2.69336,-2.68176,3.23958,1.12179,0,0,0
14.76,1.79717,1.95347,-2.66087,-2.6881,3.29086,1.17095,0,0,0
14.78,1.85724,2.03341,-2.62839,-2.69444,3.34278,1.21978,0,0,0
14.8,1.91809,2.11277,-2.24193,-1.71358,2.37985,2.84798,0.309612,5.40236,1
14.82,1.97971,2.19153,-2.20714,-1.71351,2.41675,2.92881,0,0,0
14.84,2.04209,2.26969,-2.17236,-1.71345,2.45435,3.00912,0,0,0
14.86,2.10522,2.34724,-2.13758,-1.71338,2.49271,3.08906,0,0,0
14.88,2.16911,2.42417,-2.1028,-1.71331,2.5318,3.16853,0,0,0
14.9,2.23373,2.50049,-2.06802,-1.71325,2.57166,3.24763,0,0,0
14.92,2.29909,2.57617,-2.03324,-1.71318,2.61226,3.32627,0,0,0
14.94,2.36517,2.65123,-1.99846,-1.71311,2.65356,3.40449,0,0,0
14.96,2.43194,2.72567,-1.96367,-1.71304,2.69563,3.48242,0,0,0
14.98,2.49941,2.79947,-1.92889,-1.71298,2.73838,3.55989,0,0,0
15,2.56757,2.87265,-1.19414,-2.05689,2.71509,0.145355,3.85161,-4.53645,1
15.02,2.63641,2.94518,-1.15481,-2.05905,2.71042,0.142173,0,0,0
15.04,2.70593,3.01706,-1.11549,-2.06122,2.70549,0.138876,0,0,0
15.06,2.77613,3.08828,-1.07617,-2.06338,2.70036,0.135525,0,0,0
15.08,2.84702,3.15881,-1.03684,-2.06555,2.69535,0.132315,0,0,0
15.1,2.91859,3.22865,-0.997518,-2.06771,2.69026,0.129126,0,0,0
15.12,2.99084,3.29778,-0.958194,-2.06988,2.68505,0.125929,0,0,0
15.14,3.06376,3.36621,-0.91887,-2.07204,2.67976,0.122758,0,0,0
15.16,3.13735,3.43393,-0.879546,-2.07421,2.67444,0.119631,0,0,0
15.18,3.2116,3.50091,-0.840222,-2.07637,2.66914,0.116591,0,0,0
15.2,3.28651,3.56716,-0.126819,-1.05219,4.10469,2.56075,4.73244,6.34653,1
15.22,3.36209,3.63263,-0.0831215,-1.04769,4.17175,2.60884,0,0,0
15.24,3.43834,3.69733,-0.0394236,-1.0432,4.23931,2.65625,0,0,0
15.26,3.51525,3.76125,0.00427441,-1.0387,4.30744,2.70302,0,0,0
15.28,3.59282,3.82435,0.0479724,-1.03421,4.37609,2.74912,0,0,0
15.3,3.67107,3.88662,0.0916703,-1.02971,4.44527,2.79452,0,0,0
15.32,3.74999,3.94803,0.135368,-1.02522,4.51499,2.8392,0,0,0
15.34,3.8296,4.00855,0.179066,-1.02072,4.58501,2.88296,0,0,0
15.36,3.90989,4.06815,0.222764,-1.01623,4.65561,2.92601,0,0,0
15.38,3.99087,4.12682,0.266462,-1.01173,4.7267,2.96822,0,0,0
15.4,4.07255,4.18451,0.462389,-0.12731,3.82679,3.83288,1.55981,6.21607,1
15.42,4.15493,4.2412,0.507075,-0.117106,3.87604,3.88918,0,0,0
15.44,4.23801,4.29686,0.551761,-0.106901,3.926,3.9449,0,0,0
15.46,4.32179,4.35145,0.596447,-0.096696,3.97672,4.00005,0,0,0
15.48,4.40628,4.40494,0.641133,-0.0864912,4.02804,4.05443,0,0,0
15.5,4.49149,4.45728,0.685818,-0.0762864,4.08017,4.10823,0,0,0
15.52,4.57742,4.50843,0.730504,-0.0660816,4.13306,4.16132,0,0,0
15.54,4.66407,4.55835,0.77519,-0.0558769,4.1866,4.21356,0,0,0
15.56,4.75144,4.60698,0.819876,-0.0456721,4.2409,4.26496,0,0,0
15.58,4.83956,4.65427,0.864561,-0.0354673,4.29607,4.31567,0,0,0
15.6,4.9284,4.70016,2.08306,0.695213,6.95344,5.49238,10.5454,5.88929,1
15.62,5.01797,4.74463,2.13536,0.710093,7.09785,5.56337,0,0,0
15.64,5.10826,4.78762,2.18767,0.724972,7.24351,5.63207,0,0,0
15.66,5.19925,4.8291,2.23997,0.739852,7.39015,5.6983,0,0,0
15.68,5.29094,4.86901,2.29227,0.754732,7.53795,5.76207,0,0,0
15.7,5.38331,4.90732,2.34457,0.769612,7.68695,5.82335,0,0,0
15.72,5.47635,4.94397,2.39688,0.784492,7.83715,5.88202,0,0,0
15.74,5.57004,4.97892,2.44918,0.799372,7.98843,5.93808,0,0,0
15.76,5.66436,5.01212,2.50148,0.814251,8.14088,5.99142,0,0,0
15.78,5.75929,5.04355,2.55378,0.829131,8.29411,6.04188,0,0,0
15.8,5.85481,5.07317,2.77319,1.16824,6.37729,4.81158,3.97796,3.50578,1
15.82,5.95088,5.10091,2.82658,1.18523,6.45647,4.83566,0,0,0
15.84,6.04748,5.12677,2.87997,1.20221,6.5364,4.85825,0,0,0
15.86,6.14456,5.15072,2.93335,1.21919,6.61673,4.87926,0,0,0
15.88,6.24211,5.17272,2.98674,1.23618,6.69746,4.89868,0,0,0
15.9,6.34009,5.1927,3.04013,1.25316,6.77859,4.91646,0,0,0
15.92,6.43847,5.21066,3.09352,1.27015,6.86013,4.93256,0,0,0
15.94,6.53719,5.22657,3.1469,1.28713,6.94194,4.94696,0,0,0
15.96,6.63623,5.24041,3.20029,1.30411,7.02395,4.95963,0,0,0
15.98,6.73553,5.25218,3.25368,1.3211,7.10622,4.97058,0,0,0
16,6.83506,5.26185,3.74156,1.95407,7.08999,5.52958,6.87416,6.39516,1
16.02,6.93477,5.26941,3.79777,1.97505,7.17468,5.54844,0,0,0
16.04,7.03462,5.27484,3.85398,1.99603,7.25979,5.56552,0,0,0
16.06,7.13457,5.27813,3.91018,2.01701,7.34535,5.58082,0,0,0
16.08,7.23456,5.2793,3.96639,2.038,7.43119,5.5943,0,0,0
16.1,7.33455,5.27836,4.02259,2.05898,7.51722,5.606,0,0,0
16.12,7.4345,5.27532,4.0788,2.07996,7.60356,5.61588,0,0,0
16.14,7.53437,5.27015,4.13501,2.10094,7.69028,5.62398,0,0,0
16.16,7.6341,5.26284,4.19121,2.12192,7.77734,5.63026,0,0,0
16.18,7.73365,5.25339,4.24742,2.1429,7.86457,5.63468,0,0,0
16.2,7.83297,5.24178,4.75647,2.72207,8.01342,6.05001,8.02144,6.74657,1
16.22,7.93202,5.22806,4.81562,2.74668,8.10624,6.05892,0,0,0
16.24,8.03076,5.21223,4.87476,2.77128,8.19932,6.06587,0,0,0
16.26,8.12914,5.1943,4.93391,2.79588,8.29218,6.07085,0,0,0
16.28,8.22711,5.17427,4.99305,2.82049,8.38544,6.07383,0,0,0
16.3,8.32462,5.15212,5.0522,2.84509,8.47885,6.07482,0,0,0
16.32,8.42164,5.1279,5.11134,2.86969,8.57221,6.07379,0,0,0
16.34,8.51813,5.10163,5.17049,2.89429,8.66544,6.0708,0,0,0
16.36,8.61404,5.07331,5.22963,2.9189,8.75842,6.06579,0,0,0
16.38,8.70931,5.04296,5.28877,2.9435,8.85131,6.05879,0,0,0
16.4,8.80393,5.01059,5.71518,3.28288,8.6623,5.86158,8.36309,5.55246,1
16.42,8.89785,4.97626,5.7767,3.30953,8.74455,5.8491,0,0,0
16.44,8.99102,4.93995,5.83823,3.33617,8.82653,5.83488,0,0,0
16.46,9.08341,4.90169,5.89976,3.36282,8.90825,5.8189,0,0,0
16.48,9.17498,4.8615,5.96129,3.38946,8.98958,5.80117,0,0,0
16.5,9.26569,4.81942,6.02281,3.41611,9.0705,5.78176,0,0,0
16.52,9.35552,4.77548,6.08434,3.44275,9.15121,5.76067,0,0,0
16.54,9.44442,4.72969,6.14587,3.4694,9.23158,5.7379,0,0,0
16.56,9.53237,4.68211,6.2074,3.49604,9.31139,5.71355,0,0,0
16.58,9.61933,4.63274,6.26892,3.52269,9.39084,5.68754,0,0,0
16.6,9.70527,4.5816,7.09405,3.28597,10.9619,4.18159,12.5997,1.38711,1
16.62,9.79015,4.52874,7.16053,3.31091,11.0639,4.09562,0,0,0
16.64,9.87395,4.47418,7.22701,3.33585,11.1641,4.00762,0,0,0
16.66,9.95664,4.41795,7.29349,3.36078,11.2625,3.91759,0,0,0
16.68,10.0382,4.36009,7.35998,3.38572,11.3592,3.82559,0,0,0
16.7,10.1186,4.30065,7.42646,3.41066,11.454,3.73167,0,0,0
16.72,10.1978,4.23963,7.49294,3.43559,11.5469,3.63598,0,0,0
16.74,10.2758,4.17706,7.55942,3.46053,11.6379,3.53854,0,0,0
16.76,10.3526,4.11298,7.6259,3.48546,11.7271,3.43925,0,0,0
16.78,10.4281,4.04744,7.69239,3.5104,11.8144,3.33814,0,0,0
16.8,10.5024,3.98045,8.13275,3.6282,11.4014,3.65785,10.8285,4.29774,1
16.82,10.5753,3.91204,8.20166,3.65374,11.4761,3.57342,0,0,0
16.84,10.6469,3.84225,8.27056,3.67927,11.549,3.48777,0,0,0
16.86,10.7172,3.77113,8.33947,3.70481,11.6202,3.40087,0,0,0
16.88,10.7862,3.69869,8.40838,3.73035,11.6898,3.31261,0,0,0
16.9,10.8537,3.62496,8.47729,3.75589,11.7577,3.22302,0,0,0
16.92,10.9199,3.55,8.5462,3.78143,11.8239,3.13218,0,0,0
16.94,10.9847,3.47383,8.6151,3.80697,11.8884,3.04016,0,0,0
16.96,11.0481,3.39648,8.68401,3.83251,11.9513,2.94693,0,0,0
16.98,11.11,3.31798,8.75292,3.85805,12.0124,2.85253,0,0,0
17,11.1705,3.23837,9.4443,3.72216,12.8796,2.60807,13.9325,2.5582,1
17.02,11.2296,3.1577,9.51724,3.74665,12.959,2.49666,0,0,0
17.04,11.2873,3.07598,9.59019,3.77114,13.0363,2.38399,0,0,0
17.06,11.3434,2.99325,9.66314,3.79563,13.1116,2.27002,0,0,0
17.08,11.3981,2.90953,9.73609,3.82012,13.1849,2.15476,0,0,0
17.1,11.4514,2.82487,9.80903,3.84461,13.2561,2.03824,0,0,0
17.12,11.5031,2.7393,9.88198,3.86911,13.3254,1.92048,0,0,0
17.14,11.5534,2.65285,9.95493,3.8936,13.3925,1.80167,0,0,0
17.16,11.6021,2.56554,10.0279,3.91809,13.4575,1.6818,0,0,0
17.18,11.6494,2.47742,10.1008,3.94258,13.5204,1.56097,0,0,0
17.2,11.6951,2.3885,10.5977,4.17772,13.4825,3.29501,13.6543,5.69656,1
17.22,11.7394,2.29883,10.6734,4.20357,13.5398,3.22813,0,0,0
17.24,11.7822,2.20844,10.7491,4.22943,13.596,3.1602,0,0,0
17.26,11.8234,2.11736,10.8248,4.25529,13.6512,3.09127,0,0,0
17.28,11.8632,2.0256,10.9005,4.28115,13.7051,3.02155,0,0,0
17.3,11.9014,1.9332,10.9762,4.30701,13.758,2.95088,0,0,0
17.32,11.9381,1.84018,11.0519,4.33286,13.8096,2.8794,0,0,0
17.34,11.9733,1.74658,11.1276,4.35872,13.86,2.80727,0,0,0
17.36,12.007,1.65242,11.2033,4.38458,13.9091,2.73439,0,0,0
17.38,12.0392,1.55774,11.279,4.41044,13.9571,2.66079,0,0,0
17.4,12.0699,1.46256,10.7659,4.50111,10.7542,4.00035,6.52044,4.96846,1
17.42,12.099,1.36691,10.8378,4.52739,10.7511,4.01617,0,0,0
17.44,12.1267,1.27082,10.9096,4.55367,10.7483,4.03208,0,0,0
17.46,12.1529,1.17431,10.9815,4.57995,10.7458,4.0479,0,0,0
17.48,12.1775,1.0774,11.0534,4.60623,10.7435,4.06379,0,0,0
17.5,12.2007,0.980113,11.1253,4.6325,10.7414,4.0798,0,0,0
17.52,12.2223,0.882485,11.1971,4.65878,10.7396,4.09579,0,0,0
17.54,12.2425,0.784536,11.269,4.68506,10.7381,4.11174,0,0,0
17.56,12.2611,0.686289,11.3409,4.71134,10.7367,4.12772,0,0,0
17.58,12.2782,0.587768,11.4128,4.73762,10.7357,4.14382,0,0,0
17.6,12.2939,0.488998,11.2232,3.84354,10.8548,1.23301,9.33772,-2.79282,1
17.62,12.308,0.39,11.2933,3.86385,10.838,1.16529,0,0,0
17.64,12.3205,0.290794,11.3635,3.88416,10.8202,1.09786,0,0,0
17.66,12.3316,0.191406,11.4337,3.90446,10.8014,1.03082,0,0,0
17.68,12.3411,0.09186,11.5039,3.92477,10.7816,0.964245,0,0,0
17.7,12.3491,-0.00782014,11.5741,3.94508,10.7608,0.897936,0,0,0
17.72,12.3555,-0.107611,11.6443,3.96538,10.7391,0.832026,0,0,0
17.74,12.3604,-0.207489,11.7144,3.98569,10.7163,0.766429,0,0,0
17.76,12.3638,-0.307431,11.7846,4.006,10.6925,0.701237,0,0,0
17.78,12.3656,-0.407414,11.8548,4.02631,10.6677,0.636561,0,0,0
17.8,12.3658,-0.507413,10.9266,3.19851,8.969,-0.830799,3.72746,-2.91695,1
17.82,12.3645,-0.607403,10.9903,3.21331,8.88474,-0.906642,0,0,0
17.84,12.3615,-0.707358,11.054,3.22812,8.79904,-0.981367,0,0,0
17.86,12.357,-0.807254,11.1177,3.24292,8.71219,-1.05476,0,0,0
17.88,12.3508,-0.907063,11.1814,3.25772,8.6242,-1.12671,0,0,0
17.9,12.343,-1.00676,11.2451,3.27253,8.53499,-1.19732,0,0,0
17.92,12.3336,-1.10631,11.3088,3.28733,8.44457,-1.26646,0,0,0
17.94,12.3225,-1.20569,11.3725,3.30213,8.35301,-1.33412,0,0,0
17.96,12.3097,-1.30486,11.4362,3.31694,8.26036,-1.40014,0,0,0
17.98,12.2951,-1.4038,11.4999,3.33174,8.16657,-1.46456,0,0,0
18,12.2789,-1.50247,11.649,2.61592,9.2806,-1.87229,12.2643,-2.65244,1
18.02,12.2609,-1.60084,11.7132,2.62599,9.21567,-1.95315,0,0,0
18.04,12.2411,-1.69887,11.7775,2.63605,9.14938,-2.03278,0,0,0
18.06,12.2196,-1.79652,11.8417,2.64611,9.08159,-2.11125,0,0,0
18.08,12.1962,-1.89375,11.906,2.65617,9.01239,-2.1884,0,0,0
18.1,12.1711,-1.99053,11.9702,2.66624,8.94175,-2.26426,0,0,0
18.12,12.144,-2.0868,12.0345,2.6763,8.8695,-2.33895,0,0,0
18.14,12.1152,-2.18255,12.0987,2.68636,8.79586,-2.41221,0,0,0
18.16,12.0845,-2.27771,12.163,2.69643,8.72074,-2.48407,0,0,0
18.18,12.0518,-2.37224,12.2273,2.70649,8.64428,-2.55433,0,0,0
18.2,12.0174,-2.4661,12.0891,1.67888,9.16597,-3.90656,10.6298,-5.80359,1
18.22,11.981,-2.55925,12.1521,1.68221,9.0999,-4.01615,0,0,0
18.24,11.9427,-2.65162,12.215,1.68554,9.03151,-4.12444,0,0,0
18.26,11.9025,-2.74318,12.278,1.68887,8.96099,-4.23113,0,0,0
18.28,11.8604,-2.83388,12.3409,1.6922,8.88813,-4.33647,0,0,0
18.3,11.8163,-2.92367,12.4038,1.69553,8.8131,-4.44018,0,0,0
18.32,11.7705,-3.01252,12.4668,1.69886,8.73594,-4.54233,0,0,0
18.34,11.7227,-3.10037,12.5297,1.70219,8.65655,-4.64295,0,0,0
18.36,11.6731,-3.18719,12.5927,1.70552,8.57509,-4.74185,0,0,0
18.38,11.6216,-3.27292,12.6556,1.70885,8.49158,-4.83896,0,0,0
18.4,11.5683,-3.35752,12.8953,1.44492,10.9798,-2.69695,14.17,-0.482275,1
18.42,11.5131,-3.44093,12.9594,1.44651,10.9711,-2.71138,0,0,0
18.44,11.4562,-3.52312,13.0235,1.44811,10.9621,-2.72551,0,0,0
18.46,11.3974,-3.60402,13.0876,1.4497,10.9527,-2.73949,0,0,0
18.48,11.3368,-3.6836,13.1517,1.4513,10.9431,-2.75318,0,0,0
18.5,11.2745,-3.76181,13.2158,1.4529,10.9331,-2.76672,0,0,0
18.52,11.2105,-3.83865,13.2799,1.45449,10.9228,-2.7802,0,0,0
18.54,11.1448,-3.91405,13.344,1.45609,10.9122,-2.79334,0,0,0
18.56,11.0775,-3.98796,13.408,1.45768,10.9012,-2.8064,0,0,0
18.58,11.0085,-4.06037,13.4721,1.45928,10.8898,-2.81927,0,0,0
18.6,10.938,-4.13124,13.3726,0.0905363,10.7802,-5.67295,12.1923,-9.79083,1
18.62,10.8659,-4.20053,13.4356,0.0832402,10.7481,-5.75972,0,0,0
18.64,10.7922,-4.26819,13.4986,0.0759442,10.7141,-5.84583,0,0,0
18.66,10.7171,-4.3342,13.5616,0.0686481,10.6781,-5.93116,0,0,0
18.68,10.6406,-4.39854,13.6247,0.0613521,10.6403,-6.01578,0,0,0
18.7,10.5626,-4.46115,13.6877,0.054056,10.6006,-6.09946,0,0,0
18.72,10.4833,-4.52202,13.7507,0.04676,10.559,-6.18218,0,0,0
18.74,10.4026,-4.58114,13.8137,0.0394639,10.5157,-6.2639,0,0,0
18.76,10.3207,-4.63849,13.8768,0.0321678,10.4707,-6.34441,0,0,0
18.78,10.2376,-4.69405,13.9398,0.0248718,10.424,-6.42397,0,0,0
18.8,10.1532,-4.74779,14.3646,-0.509093,12.9652,-5.10957,16.9733,-4.30686,1
18.82,10.0677,-4.79968,14.43,-0.519807,12.9628,-5.12127,0,0,0
18.84,9.98116,-4.84971,14.4953,-0.53052,12.9602,-5.13281,0,0,0
18.86,9.89353,-4.89789,14.5607,-0.541234,12.9574,-5.14446,0,0,0
18.88,9.8049,-4.94419,14.6261,-0.551947,12.9542,-5.15631,0,0,0
18.9,9.7153,-4.98858,14.6915,-0.562661,12.9508,-5.1681,0,0,0
18.92,9.62477,-5.03105,14.7569,-0.573374,12.9471,-5.17977,0,0,0
18.94,9.53336,-5.07161,14.8222,-0.584088,12.9432,-5.19141,0,0,0
18.96,9.44112,-5.11023,14.8876,-0.594801,12.939,-5.20299,0,0,0
18.98,9.3481,-5.14693,14.953,-0.605515,12.9346,-5.21441,0,0,0
19,9.25434,-5.1817,14.5135,-1.71968,11.9655,-7.34419,10.8732,-9.67658,1
19.02,9.15989,-5.21454,14.5756,-1.73755,11.934,-7.42473,0,0,0
19.04,9.06478,-5.24542,14.6377,-1.75542,11.9009,-7.50456,0,0,0
19.06,8.96905,-5.27434,14.6998,-1.7733,11.8662,-7.58356,0,0,0
19.08,8.87276,-5.3013,14.7619,-1.79117,11.8299,-7.66182,0,0,0
19.1,8.77594,-5.32631,14.824,-1.80904,11.792,-7.7394,0,0,0
19.12,8.67864,-5.34938,14.8861,-1.82692,11.7525,-7.81608,0,0,0
19.14,8.5809,-5.37052,14.9482,-1.84479,11.7116,-7.89204,0,0,0
19.16,8.48276,-5.38973,15.0103,-1.86267,11.669,-7.96722,0,0,0
19.18,8.38427,-5.40702,15.0724,-1.88054,11.625,-8.04153,0,0,0
19.2,8.28546,-5.42241,14.2962,-2.17657,10.7468,-6.58286,8.25113,-4.18234,1
19.22,8.18638,-5.4359,14.3529,-2.19625,10.701,-6.61313,0,0,0
19.24,8.08706,-5.44751,14.4095,-2.21593,10.6546,-6.64256,0,0,0
19.26,7.98753,-5.45725,14.4662,-2.2356,10.6076,-6.67114,0,0,0
19.28,7.88785,-5.46514,14.5228,-2.25528,10.56,-6.69894,0,0,0
19.3,7.78803,-5.47119,14.5795,-2.27496,10.5117,-6.72589,0,0,0
19.32,7.68812,-5.47542,14.6362,-2.29464,10.463,-6.75193,0,0,0
