time,x,y,cte,heading_error_deg,steering_deg
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.010000,0.198626,0.023399,-0.000000,0.001651,-0.001651
0.020000,0.397253,0.046798,0.000005,0.004830,-0.004842
0.030000,0.595880,0.070196,0.000021,0.009422,-0.009469
0.040000,0.794506,0.093593,0.000052,0.015320,-0.015436
0.050000,0.993134,0.116986,0.000102,0.022424,-0.022652
0.060000,1.191761,0.140374,0.000175,0.030638,-0.031030
0.070000,1.390390,0.163755,0.000276,0.039874,-0.040490
0.080000,1.589020,0.187127,0.000406,0.050050,-0.050958
0.090000,1.787651,0.210488,0.000570,0.061088,-0.062362
0.100000,1.986283,0.233833,0.000770,0.072915,-0.074636
0.110000,2.184918,0.257162,0.001008,0.085463,-0.087717
0.120000,2.383556,0.280469,0.001287,0.098668,-0.101547
0.130000,2.582196,0.303752,0.001610,0.112471,-0.116069
0.140000,2.780839,0.327007,0.001977,0.126814,-0.131233
0.150000,2.979486,0.350231,0.002390,0.141645,-0.146990
0.160000,3.178137,0.373418,0.002852,0.156915,-0.163293
0.170000,3.376793,0.396566,0.003364,0.172577,-0.180098
0.180000,3.575454,0.419670,0.003926,0.188588,-0.197366
0.190000,3.774121,0.442725,0.004539,0.204907,-0.215057
0.200000,3.972794,0.465727,0.005206,0.221494,-0.233134
0.210000,4.171473,0.488672,0.005926,0.238315,-0.251565
0.220000,4.370160,0.511555,0.006700,0.255334,-0.270315
0.230000,4.568855,0.534370,0.007529,0.272521,-0.289356
0.240000,4.767557,0.557114,0.008413,0.289844,-0.308656
0.250000,4.966269,0.579780,0.009353,0.307277,-0.328190
0.260000,5.164989,0.602365,0.010349,0.324791,-0.347931
0.270000,5.363720,0.624863,0.011401,0.342363,-0.367854
0.280000,5.562461,0.647269,0.012509,0.359968,-0.387937
0.290000,5.761213,0.669578,0.013673,0.377584,-0.408156
0.300000,5.959976,0.691785,0.014893,0.395191,-0.428491
0.310000,6.158751,0.713884,0.016170,0.412768,-0.448922
0.320000,6.357539,0.735871,0.017502,0.430298,-0.469431
0.330000,6.556340,0.757739,0.018890,0.447762,-0.489998
0.340000,6.755154,0.779485,0.020333,0.465143,-0.510606
0.350000,6.953983,0.801101,0.021831,0.482427,-0.531240
0.360000,7.152825,0.822584,0.023384,0.499598,-0.551883
0.370000,7.351683,0.843927,0.024991,0.516642,-0.572521
0.380000,7.550557,0.865126,0.026652,0.533546,-0.593139
0.390000,7.749446,0.886175,0.028366,0.550298,-0.613723
