time,velocity_kph,target_kph,command
6.9700,59.8546,60.0000,0.0410
6.9800,59.8549,60.0000,0.0410
6.9900,59.8552,60.0000,0.0410
7.0000,59.8555,60.0000,0.0410
7.0100,59.8558,60.0000,0.0410
7.0200,59.8561,60.0000,0.0410
7.0300,59.8564,60.0000,0.0410
7.0400,59.8567,60.0000,0.0410
7.0500,59.8570,60.0000,0.0410
7.0600,59.8573,60.0000,0.0410
7.0700,59.8576,60.0000,0.0410
7.0800,59.8579,60.0000,0.0410
7.0900,59.8582,60.0000,0.0410
7.1000,59.8585,60.0000,0.0410
7.1100,59.8588,60.0000,0.0410
7.1200,59.8591,60.0000,0.0410
7.1300,59.8594,60.0000,0.0410
7.1400,59.8597,60.0000,0.0410
7.1500,59.8600,60.0000,0.0410
7.1600,59.8603,60.0000,0.0410
7.1700,59.8605,60.0000,0.0410
7.1800,59.8608,60.0000,0.0410
7.1900,59.8611,60.0000,0.0410
7.2000,59.8614,60.0000,0.0410
7.2100,59.8617,60.0000,0.0410
7.2200,59.8620,60.0000,0.0410
7.2300,59.8623,60.0000,0.0410
7.2400,59.8626,60.0000,0.0410
7.2500,59.8629,60.0000,0.0410
7.2600,59.8632,60.0000,0.0410
7.2700,59.8635,60.0000,0.0410
7.2800,59.8638,60.0000,0.0410
7.2900,59.8641,60.0000,0.0410
7.3000,59.8644,60.0000,0.0409
7.3100,59.8647,60.0000,0.0409
7.3200,59.8650,60.0000,0.0409
7.3300,59.8653,60.0000,0.0409
7.3400,59.8655,60.0000,0.0409
7.3500,59.8658,60.0000,0.0409
7.3600,59.8661,60.0000,0.0409
7.3700,59.8664,60.0000,0.0409
7.3800,59.8667,60.0000,0.0409
7.3900,59.8670,60.0000,0.0409
7.4000,59.8673,60.0000,0.0409
7.4100,59.8676,60.0000,0.0409
7.4200,59.8679,60.0000,0.0409
7.4300,59.8682,60.0000,0.0409
7.4400,59.8685,60.0000,0.0409
7.4500,59.8688,60.0000,0.0409
7.4600,59.8691,60.0000,0.0409
7.4700,59.8693,60.0000,0.0409
7.4800,59.8696,60.0000,0.0409
7.4900,59.8699,60.0000,0.0409
7.5000,59.8702,60.0000,0.0409
7.5100,59.8705,60.0000,0.0409
7.5200,59.8708,60.0000,0.0409
7.5300,59.8711,60.0000,0.0409
7.5400,59.8714,60.0000,0.0409
7.5500,59.8717,60.0000,0.0409
7.5600,59.8720,60.0000,0.0409
7.5700,59.8722,60.0000,0.0409
7.5800,59.8725,60.0000,0.0409
7.5900,59.8728,60.0000,0.0409
7.6000,59.8731,60.0000,0.0409
7.6100,59.8734,60.0000,0.0409
7.6200,59.8737,60.0000,0.0409
7.6300,59.8740,60.0000,0.0409
7.6400,59.8743,60.0000,0.0409
7.6500,59.8746,60.0000,0.0409
7.6600,59.8748,60.0000,0.0409
7.6700,59.8751,60.0000,0.0409
7.6800,59.8754,60.0000,0.0409
7.6900,59.8757,60.0000,0.0409
7.7000,59.8760,60.0000,0.0409
7.7100,59.8763,60.0000,0.0409
7.7200,59.8766,60.0000,0.0409
7.7300,59.8768,60.0000,0.0409
7.7400,59.8771,60.0000,0.0409
7.7500,59.8774,60.0000,0.0409
7.7600,59.8777,60.0000,0.0409
7.7700,59.8780,60.0000,0.0408
7.7800,59.8783,60.0000,0.0408
7.7900,59.8786,60.0000,0.0408
7.8000,59.8788,60.0000,0.0408
7.8100,59.8791,60.0000,0.0408
7.8200,59.8794,60.0000,0.0408
7.8300,59.8797,60.0000,0.0408
7.8400,59.8800,60.0000,0.0408
7.8500,59.8803,60.0000,0.0408
7.8600,59.8805,60.0000,0.0408
7.8700,59.8808,60.0000,0.0408
7.8800,59.8811,60.0000,0.0408
7.8900,59.8814,60.0000,0.0408
7.9000,59.8817,60.0000,0.0408
7.9100,59.8820,60.0000,0.0408
7.9200,59.8822,60.0000,0.0408
7.9300,59.8825,60.0000,0.0408
7.9400,59.8828,60.0000,0.0408
7.9500,59.8831,60.0000,0.0408
7.9600,59.8834,60.0000,0.0408
7.9700,59.8836,60.0000,0.0408
7.9800,59.8839,60.0000,0.0408
7.9900,59.8842,60.0000,0.0408
8.0000,59.8845,60.0000,0.0408
8.0100,59.8848,60.0000,0.0408
8.0200,59.8850,60.0000,0.0408
8.0300,59.8853,60.0000,0.0408
8.0400,59.8856,60.0000,0.0408
8.0500,59.8859,60.0000,0.0408
8.0600,59.8862,60.0000,0.0408
8.0700,59.8864,60.0000,0.0408
8.0800,59.8867,60.0000,0.0408
8.0900,59.8870,60.0000,0.0407
8.1000,59.8873,60.0000,0.0407
8.1100,59.8875,60.0000,0.0407
8.1200,59.8878,60.0000,0.0407
8.1300,59.8881,60.0000,0.0407
8.1400,59.8884,60.0000,0.0407
8.1500,59.8886,60.0000,0.0407
8.1600,59.8889,60.0000,0.0407
8.1700,59.8892,60.0000,0.0407
8.1800,59.8895,60.0000,0.0407
8.1900,59.8897,60.0000,0.0407
8.2000,59.8900,60.0000,0.0407
8.2100,59.8903,60.0000,0.0407
8.2200,59.8906,60.0000,0.0407
8.2300,59.8908,60.0000,0.0407
8.2400,59.8911,60.0000,0.0407
8.2500,59.8914,60.0000,0.0407
8.2600,59.8917,60.0000,0.0407
8.2700,59.8919,60.0000,0.0407
8.2800,59.8922,60.0000,0.0407
8.2900,59.8925,60.0000,0.0407
8.3000,59.8927,60.0000,0.0407
8.3100,59.8930,60.0000,0.0407
8.3200,59.8933,60.0000,0.0407
8.3300,59.8936,60.0000,0.0407
8.3400,59.8938,60.0000,0.0407
8.3500,59.8941,60.0000,0.0407
8.3600,59.8944,60.0000,0.0406
8.3700,59.8946,60.0000,0.0406
8.3800,59.8949,60.0000,0.0406
8.3900,59.8952,60.0000,0.0406
8.4000,59.8954,60.0000,0.0406
8.4100,59.8957,60.0000,0.0406
8.4200,59.8960,60.0000,0.0406
8.4300,59.8962,60.0000,0.0406
8.4400,59.8965,60.0000,0.0406
8.4500,59.8968,60.0000,0.0406
8.4600,59.8970,60.0000,0.0406
8.4700,59.8973,60.0000,0.0406
8.4800,59.8976,60.0000,0.0406
8.4900,59.8978,60.0000,0.0406
8.5000,59.8981,60.0000,0.0406
8.5100,59.8984,60.0000,0.0406
8.5200,59.8986,60.0000,0.0406
8.5300,59.8989,60.0000,0.0406
8.5400,59.8992,60.0000,0.0406
8.5500,59.8994,60.0000,0.0406
8.5600,59.8997,60.0000,0.0406
8.5700,59.9000,60.0000,0.0406
8.5800,59.9002,60.0000,0.0406
8.5900,59.9005,60.0000,0.0406
8.6000,59.9007,60.0000,0.0405
8.6100,59.9010,60.0000,0.0405
8.6200,59.9013,60.0000,0.0405
8.6300,59.9015,60.0000,0.0405
8.6400,59.9018,60.0000,0.0405
8.6500,59.9020,60.0000,0.0405
8.6600,59.9023,60.0000,0.0405
8.6700,59.9026,60.0000,0.0405
8.6800,59.9028,60.0000,0.0405
8.6900,59.9031,60.0000,0.0405
8.7000,59.9033,60.0000,0.0405
8.7100,59.9036,60.0000,0.0405
8.7200,59.9039,60.0000,0.0405
8.7300,59.9041,60.0000,0.0405
8.7400,59.9044,60.0000,0.0405
8.7500,59.9046,60.0000,0.0405
8.7600,59.9049,60.0000,0.0405
8.7700,59.9051,60.0000,0.0405
8.7800,59.9054,60.0000,0.0405
8.7900,59.9056,60.0000,0.0405
8.8000,59.9059,60.0000,0.0405
8.8100,59.9062,60.0000,0.0405
8.8200,59.9064,60.0000,0.0405
8.8300,59.9067,60.0000,0.0404
8.8400,59.9069,60.0000,0.0404
8.8500,59.9072,60.0000,0.0404
8.8600,59.9074,60.0000,0.0404
8.8700,59.9077,60.0000,0.0404
8.8800,59.9079,60.0000,0.0404
8.8900,59.9082,60.0000,0.0404
8.9000,59.9084,60.0000,0.0404
8.9100,59.9087,60.0000,0.0404
8.9200,59.9089,60.0000,0.0404
8.9300,59.9092,60.0000,0.0404
8.9400,59.9094,60.0000,0.0404
8.9500,59.9097,60.0000,0.0404
8.9600,59.9099,60.0000,0.0404
8.9700,59.9102,60.0000,0.0404
8.9800,59.9104,60.0000,0.0404
8.9900,59.9107,60.0000,0.0404
9.0000,59.9109,60.0000,0.0404
9.0100,59.9112,60.0000,0.0404
9.0200,59.9114,60.0000,0.0404
9.0300,59.9117,60.0000,0.0404
9.0400,59.9119,60.0000,0.0403
9.0500,59.9122,60.0000,0.0403
9.0600,59.9124,60.0000,0.0403
9.0700,59.9126,60.0000,0.0403
9.0800,59.9129,60.0000,0.0403
9.0900,59.9131,60.0000,0.0403
9.1000,59.9134,60.0000,0.0403
9.1100,59.9136,60.0000,0.0403
9.1200,59.9139,60.0000,0.0403
9.1300,59.9141,60.0000,0.0403
9.1400,59.9144,60.0000,0.0403
9.1500,59.9146,60.0000,0.0403
9.1600,59.9148,60.0000,0.0403
9.1700,59.9151,60.0000,0.0403
9.1800,59.9153,60.0000,0.0403
9.1900,59.9156,60.0000,0.0403
9.2000,59.9158,60.0000,0.0403
9.2100,59.9160,60.0000,0.0403
9.2200,59.9163,60.0000,0.0403
9.2300,59.9165,60.0000,0.0403
9.2400,59.9168,60.0000,0.0403
9.2500,59.9170,60.0000,0.0402
9.2600,59.9172,60.0000,0.0402
9.2700,59.9175,60.0000,0.0402
9.2800,59.9177,60.0000,0.0402
9.2900,59.9179,60.0000,0.0402
9.3000,59.9182,60.0000,0.0402
9.3100,59.9184,60.0000,0.0402
9.3200,59.9187,60.0000,0.0402
9.3300,59.9189,60.0000,0.0402
9.3400,59.9191,60.0000,0.0402
9.3500,59.9194,60.0000,0.0402
9.3600,59.9196,60.0000,0.0402
9.3700,59.9198,60.0000,0.0402
9.3800,59.9201,60.0000,0.0402
9.3900,59.9203,60.0000,0.0402
9.4000,59.9205,60.0000,0.0402
9.4100,59.9208,60.0000,0.0402
9.4200,59.9210,60.0000,0.0402
9.4300,59.9212,60.0000,0.0402
9.4400,59.9215,60.0000,0.0402
9.4500,59.9217,60.0000,0.0401
9.4600,59.9219,60.0000,0.0401
9.4700,59.9221,60.0000,0.0401
9.4800,59.9224,60.0000,0.0401
9.4900,59.9226,60.0000,0.0401
9.5000,59.9228,60.0000,0.0401
9.5100,59.9231,60.0000,0.0401
9.5200,59.9233,60.0000,0.0401
9.5300,59.9235,60.0000,0.0401
9.5400,59.9237,60.0000,0.0401
9.5500,59.9240,60.0000,0.0401
9.5600,59.9242,60.0000,0.0401
9.5700,59.9244,60.0000,0.0401
9.5800,59.9247,60.0000,0.0401
9.5900,59.9249,60.0000,0.0401
9.6000,59.9251,60.0000,0.0401
9.6100,59.9253,60.0000,0.0401
9.6200,59.9256,60.0000,0.0401
9.6300,59.9258,60.0000,0.0401
9.6400,59.9260,60.0000,0.0400
9.6500,59.9262,60.0000,0.0400
9.6600,59.9264,60.0000,0.0400
9.6700,59.9267,60.0000,0.0400
9.6800,59.9269,60.0000,0.0400
9.6900,59.9271,60.0000,0.0400
9.7000,59.9273,60.0000,0.0400
9.7100,59.9276,60.0000,0.0400
9.7200,59.9278,60.0000,0.0400
9.7300,59.9280,60.0000,0.0400
9.7400,59.9282,60.0000,0.0400
9.7500,59.9284,60.0000,0.0400
9.7600,59.9287,60.0000,0.0400
9.7700,59.9289,60.0000,0.0400
9.7800,59.9291,60.0000,0.0400
9.7900,59.9293,60.0000,0.0400
9.8000,59.9295,60.0000,0.0400
9.8100,59.9297,60.0000,0.0400
9.8200,59.9300,60.0000,0.0400
9.8300,59.9302,60.0000,0.0400
9.8400,59.9304,60.0000,0.0399
9.8500,59.9306,60.0000,0.0399
9.8600,59.9308,60.0000,0.0399
9.8700,59.9310,60.0000,0.0399
9.8800,59.9312,60.0000,0.0399
9.8900,59.9315,60.0000,0.0399
9.9000,59.9317,60.0000,0.0399
9.9100,59.9319,60.0000,0.0399
9.9200,59.9321,60.0000,0.0399
9.9300,59.9323,60.0000,0.0399
9.9400,59.9325,60.0000,0.0399
9.9500,59.9327,60.0000,0.0399
9.9600,59.9329,60.0000,0.0399
9.9700,59.9332,60.0000,0.0399
9.9800,59.9334,60.0000,0.0399
9.9900,59.9336,60.0000,0.0399
10.0000,59.9338,60.0000,0.0399
10.0100,59.9340,60.0000,0.0399
10.0200,59.9342,60.0000,0.0399
10.0300,59.9344,60.0000,0.0398
10.0400,59.9346,60.0000,0.0398
10.0500,59.9348,60.0000,0.0398
10.0600,59.9350,60.0000,0.0398
10.0700,59.9352,60.0000,0.0398
10.0800,59.9354,60.0000,0.0398
10.0900,59.9356,60.0000,0.0398
10.1000,59.9359,60.0000,0.0398
10.1100,59.9361,60.0000,0.0398
10.1200,59.9363,60.0000,0.0398
10.1300,59.9365,60.0000,0.0398
10.1400,59.9367,60.0000,0.0398
10.1500,59.9369,60.0000,0.0398
10.1600,59.9371,60.0000,0.0398
10.1700,59.9373,60.0000,0.0398
10.1800,59.9375,60.0000,0.0398
10.1900,59.9377,60.0000,0.0398
10.2000,59.9379,60.0000,0.0398
10.2100,59.9381,60.0000,0.0398
10.2200,59.9383,60.0000,0.0397
10.2300,59.9385,60.0000,0.0397
10.2400,59.9387,60.0000,0.0397
10.2500,59.9389,60.0000,0.0397
10.2600,59.9391,60.0000,0.0397
10.2700,59.9393,60.0000,0.0397
10.2800,59.9395,60.0000,0.0397
10.2900,59.9397,60.0000,0.0397
10.3000,59.9399,60.0000,0.0397
10.3100,59.9401,60.0000,0.0397
10.3200,59.9403,60.0000,0.0397
10.3300,59.9405,60.0000,0.0397
10.3400,59.9407,60.0000,0.0397
10.3500,59.9409,60.0000,0.0397
10.3600,59.9411,60.0000,0.0397
10.3700,59.9412,60.0000,0.0397
10.3800,59.9414,60.0000,0.0397
10.3900,59.9416,60.0000,0.0397
10.4000,59.9418,60.0000,0.0397
10.4100,59.9420,60.0000,0.0396
10.4200,59.9422,60.0000,0.0396
10.4300,59.9424,60.0000,0.0396
10.4400,59.9426,60.0000,0.0396
10.4500,59.9428,60.0000,0.0396
10.4600,59.9430,60.0000,0.0396
10.4700,59.9432,60.0000,0.0396
10.4800,59.9434,60.0000,0.0396
10.4900,59.9436,60.0000,0.0396
10.5000,59.9437,60.0000,0.0396
10.5100,59.9439,60.0000,0.0396
10.5200,59.9441,60.0000,0.0396
10.5300,59.9443,60.0000,0.0396
10.5400,59.9445,60.0000,0.0396
10.5500,59.9447,60.0000,0.0396
10.5600,59.9449,60.0000,0.0396
10.5700,59.9451,60.0000,0.0396
10.5800,59.9452,60.0000,0.0396
10.5900,59.9454,60.0000,0.0396
10.6000,59.9456,60.0000,0.0395
10.6100,59.9458,60.0000,0.0395
10.6200,59.9460,60.0000,0.0395
10.6300,59.9462,60.0000,0.0395
10.6400,59.9464,60.0000,0.0395
10.6500,59.9465,60.0000,0.0395
10.6600,59.9467,60.0000,0.0395
10.6700,59.9469,60.0000,0.0395
10.6800,59.9471,60.0000,0.0395
10.6900,59.9473,60.0000,0.0395
10.7000,59.9475,60.0000,0.0395
10.7100,59.9476,60.0000,0.0395
10.7200,59.9478,60.0000,0.0395
10.7300,59.9480,60.0000,0.0395
10.7400,59.9482,60.0000,0.0395
10.7500,59.9484,60.0000,0.0395
10.7600,59.9485,60.0000,0.0395
10.7700,59.9487,60.0000,0.0395
10.7800,59.9489,60.0000,0.0395
10.7900,59.9491,60.0000,0.0394
10.8000,59.9492,60.0000,0.0394
10.8100,59.9494,60.0000,0.0394
10.8200,59.9496,60.0000,0.0394
10.8300,59.9498,60.0000,0.0394
10.8400,59.9500,60.0000,0.0394
10.8500,59.9501,60.0000,0.0394
10.8600,59.9503,60.0000,0.0394
10.8700,59.9505,60.0000,0.0394
10.8800,59.9507,60.0000,0.0394
10.8900,59.9508,60.0000,0.0394
10.9000,59.9510,60.0000,0.0394
10.9100,59.9512,60.0000,0.0394
10.9200,59.9513,60.0000,0.0394
10.9300,59.9515,60.0000,0.0394
10.9400,59.9517,60.0000,0.0394
10.9500,59.9519,60.0000,0.0394
10.9600,59.9520,60.0000,0.0394
10.9700,59.9522,60.0000,0.0394
10.9800,59.9524,60.0000,0.0393
10.9900,59.9525,60.0000,0.0393
11.0000,59.9527,60.0000,0.0393
11.0100,59.9529,60.0000,0.0393
11.0200,59.9531,60.0000,0.0393
11.0300,59.9532,60.0000,0.0393
11.0400,59.9534,60.0000,0.0393
11.0500,59.9536,60.0000,0.0393
11.0600,59.9537,60.0000,0.0393
11.0700,59.9539,60.0000,0.0393
11.0800,59.9541,60.0000,0.0393
11.0900,59.9542,60.0000,0.0393
11.1000,59.9544,60.0000,0.0393
11.1100,59.9546,60.0000,0.0393
11.1200,59.9547,60.0000,0.0393
11.1300,59.9549,60.0000,0.0393
11.1400,59.9551,60.0000,0.0393
11.1500,59.9552,60.0000,0.0393
11.1600,59.9554,60.0000,0.0393
11.1700,59.9555,60.0000,0.0393
11.1800,59.9557,60.0000,0.0392
11.1900,59.9559,60.0000,0.0392
11.2000,59.9560,60.0000,0.0392
11.2100,59.9562,60.0000,0.0392
11.2200,59.9564,60.0000,0.0392
11.2300,59.9565,60.0000,0.0392
11.2400,59.9567,60.0000,0.0392
11.2500,59.9568,60.0000,0.0392
11.2600,59.9570,60.0000,0.0392
11.2700,59.9572,60.0000,0.0392
11.2800,59.9573,60.0000,0.0392
11.2900,59.9575,60.0000,0.0392
11.3000,59.9576,60.0000,0.0392
11.3100,59.9578,60.0000,0.0392
11.3200,59.9580,60.0000,0.0392
11.3300,59.9581,60.0000,0.0392
11.3400,59.9583,60.0000,0.0392
11.3500,59.9584,60.0000,0.0392
11.3600,59.9586,60.0000,0.0392
11.3700,59.9587,60.0000,0.0392
11.3800,59.9589,60.0000,0.0391
11.3900,59.9590,60.0000,0.0391
11.4000,59.9592,60.0000,0.0391
11.4100,59.9594,60.0000,0.0391
11.4200,59.9595,60.0000,0.0391
11.4300,59.9597,60.0000,0.0391
11.4400,59.9598,60.0000,0.0391
11.4500,59.9600,60.0000,0.0391
11.4600,59.9601,60.0000,0.0391
11.4700,59.9603,60.0000,0.0391
11.4800,59.9604,60.0000,0.0391
11.4900,59.9606,60.0000,0.0391
11.5000,59.9607,60.0000,0.0391
11.5100,59.9609,60.0000,0.0391
11.5200,59.9610,60.0000,0.0391
11.5300,59.9612,60.0000,0.0391
11.5400,59.9613,60.0000,0.0391
11.5500,59.9615,60.0000,0.0391
11.5600,59.9616,60.0000,0.0391
11.5700,59.9618,60.0000,0.0391
11.5800,59.9619,60.0000,0.0390
11.5900,59.9621,60.0000,0.0390
11.6000,59.9622,60.0000,0.0390
11.6100,59.9624,60.0000,0.0390
11.6200,59.9625,60.0000,0.0390
11.6300,59.9627,60.0000,0.0390
11.6400,59.9628,60.0000,0.0390
11.6500,59.9629,60.0000,0.0390
11.6600,59.9631,60.0000,0.0390
11.6700,59.9632,60.0000,0.0390
11.6800,59.9634,60.0000,0.0390
11.6900,59.9635,60.0000,0.0390
11.7000,59.9637,60.0000,0.0390
11.7100,59.9638,60.0000,0.0390
11.7200,59.9640,60.0000,0.0390
11.7300,59.9641,60.0000,0.0390
11.7400,59.9642,60.0000,0.0390
11.7500,59.9644,60.0000,0.0390
11.7600,59.9645,60.0000,0.0390
11.7700,59.9647,60.0000,0.0390
11.7800,59.9648,60.0000,0.0389
11.7900,59.9649,60.0000,0.0389
11.8000,59.9651,60.0000,0.0389
11.8100,59.9652,60.0000,0.0389
11.8200,59.9654,60.0000,0.0389
11.8300,59.9655,60.0000,0.0389
11.8400,59.9656,60.0000,0.0389
11.8500,59.9658,60.0000,0.0389
11.8600,59.9659,60.0000,0.0389
11.8700,59.9661,60.0000,0.0389
11.8800,59.9662,60.0000,0.0389
11.8900,59.9663,60.0000,0.0389
11.9000,59.9665,60.0000,0.0389
11.9100,59.9666,60.0000,0.0389
11.9200,59.9667,60.0000,0.0389
11.9300,59.9669,60.0000,0.0389
11.9400,59.9670,60.0000,0.0389
11.9500,59.9671,60.0000,0.0389
11.9600,59.9673,60.0000,0.0389
11.9700,59.9674,60.0000,0.0389
11.9800,59.9675,60.0000,0.0389
11.9900,59.9677,60.0000,0.0388
12.0000,59.9678,60.0000,0.0388
12.0100,59.9679,60.0000,0.0388
12.0200,59.9681,60.0000,0.0388
12.0300,59.9682,60.0000,0.0388
12.0400,59.9683,60.0000,0.0388
12.0500,59.9685,60.0000,0.0388
12.0600,59.9686,60.0000,0.0388
12.0700,59.9687,60.0000,0.0388
12.0800,59.9689,60.0000,0.0388
12.0900,59.9690,60.0000,0.0388
12.1000,59.9691,60.0000,0.0388
12.1100,59.9693,60.0000,0.0388
12.1200,59.9694,60.0000,0.0388
12.1300,59.9695,60.0000,0.0388
12.1400,59.9696,60.0000,0.0388
12.1500,59.9698,60.0000,0.0388
12.1600,59.9699,60.0000,0.0388
12.1700,59.9700,60.0000,0.0388
12.1800,59.9702,60.0000,0.0388
12.1900,59.9703,60.0000,0.0388
12.2000,59.9704,60.0000,0.0388
12.2100,59.9705,60.0000,0.0387
12.2200,59.9707,60.0000,0.0387
12.2300,59.9708,60.0000,0.0387
12.2400,59.9709,60.0000,0.0387
12.2500,59.9710,60.0000,0.0387
12.2600,59.9712,60.0000,0.0387
12.2700,59.9713,60.0000,0.0387
12.2800,59.9714,60.0000,0.0387
12.2900,59.9715,60.0000,0.0387
12.3000,59.9716,60.0000,0.0387
12.3100,59.9718,60.0000,0.0387
12.3200,59.9719,60.0000,0.0387
12.3300,59.9720,60.0000,0.0387
12.3400,59.9721,60.0000,0.0387
12.3500,59.9723,60.0000,0.0387
12.3600,59.9724,60.0000,0.0387
12.3700,59.9725,60.0000,0.0387
12.3800,59.9726,60.0000,0.0387
12.3900,59.9727,60.0000,0.0387
12.4000,59.9729,60.0000,0.0387
12.4100,59.9730,60.0000,0.0387
12.4200,59.9731,60.0000,0.0387
12.4300,59.9732,60.0000,0.0386
12.4400,59.9733,60.0000,0.0386
12.4500,59.9734,60.0000,0.0386
12.4600,59.9736,60.0000,0.0386
12.4700,59.9737,60.0000,0.0386
12.4800,59.9738,60.0000,0.0386
12.4900,59.9739,60.0000,0.0386
12.5000,59.9740,60.0000,0.0386
12.5100,59.9741,60.0000,0.0386
12.5200,59.9743,60.0000,0.0386
12.5300,59.9744,60.0000,0.0386
12.5400,59.9745,60.0000,0.0386
12.5500,59.9746,60.0000,0.0386
12.5600,59.9747,60.0000,0.0386
12.5700,59.9748,60.0000,0.0386
12.5800,59.9749,60.0000,0.0386
12.5900,59.9751,60.0000,0.0386
12.6000,59.9752,60.0000,0.0386
12.6100,59.9753,60.0000,0.0386
12.6200,59.9754,60.0000,0.0386
12.6300,59.9755,60.0000,0.0386
12.6400,59.9756,60.0000,0.0386
12.6500,59.9757,60.0000,0.0386
12.6600,59.9758,60.0000,0.0385
12.6700,59.9760,60.0000,0.0385
12.6800,59.9761,60.0000,0.0385
12.6900,59.9762,60.0000,0.0385
12.7000,59.9763,60.0000,0.0385
12.7100,59.9764,60.0000,0.0385
12.7200,59.9765,60.0000,0.0385
12.7300,59.9766,60.0000,0.0385
12.7400,59.9767,60.0000,0.0385
12.7500,59.9768,60.0000,0.0385
12.7600,59.9769,60.0000,0.0385
12.7700,59.9770,60.0000,0.0385
12.7800,59.9771,60.0000,0.0385
12.7900,59.9773,60.0000,0.0385
12.8000,59.9774,60.0000,0.0385
12.8100,59.9775,60.0000,0.0385
12.8200,59.9776,60.0000,0.0385
12.8300,59.9777,60.0000,0.0385
12.8400,59.9778,60.0000,0.0385
12.8500,59.9779,60.0000,0.0385
12.8600,59.9780,60.0000,0.0385
12.8700,59.9781,60.0000,0.0385
12.8800,59.9782,60.0000,0.0385
12.8900,59.9783,60.0000,0.0385
12.9000,59.9784,60.0000,0.0384
12.9100,59.9785,60.0000,0.0384
12.9200,59.9786,60.0000,0.0384
12.9300,59.9787,60.0000,0.0384
12.9400,59.9788,60.0000,0.0384
12.9500,59.9789,60.0000,0.0384
12.9600,59.9790,60.0000,0.0384
12.9700,59.9791,60.0000,0.0384
12.9800,59.9792,60.0000,0.0384
12.9900,59.9793,60.0000,0.0384
13.0000,59.9794,60.0000,0.0384
13.0100,59.9795,60.0000,0.0384
13.0200,59.9796,60.0000,0.0384
13.0300,59.9797,60.0000,0.0384
13.0400,59.9798,60.0000,0.0384
13.0500,59.9799,60.0000,0.0384
13.0600,59.9800,60.0000,0.0384
13.0700,59.9801,60.0000,0.0384
13.0800,59.9802,60.0000,0.0384
13.0900,59.9803,60.0000,0.0384
13.1000,59.9804,60.0000,0.0384
13.1100,59.9805,60.0000,0.0384
13.1200,59.9806,60.0000,0.0384
13.1300,59.9807,60.0000,0.0384
13.1400,59.9808,60.0000,0.0383
13.1500,59.9809,60.0000,0.0383
13.1600,59.9810,60.0000,0.0383
13.1700,59.9811,60.0000,0.0383
13.1800,59.9812,60.0000,0.0383
13.1900,59.9813,60.0000,0.0383
13.2000,59.9814,60.0000,0.0383
13.2100,59.9815,60.0000,0.0383
13.2200,59.9816,60.0000,0.0383
13.2300,59.9817,60.0000,0.0383
13.2400,59.9817,60.0000,0.0383
13.2500,59.9818,60.0000,0.0383
13.2600,59.9819,60.0000,0.0383
13.2700,59.9820,60.0000,0.0383
13.2800,59.9821,60.0000,0.0383
13.2900,59.9822,60.0000,0.0383
13.3000,59.9823,60.0000,0.0383
13.3100,59.9824,60.0000,0.0383
13.3200,59.9825,60.0000,0.0383
13.3300,59.9826,60.0000,0.0383
13.3400,59.9827,60.0000,0.0383
13.3500,59.9828,60.0000,0.0383
13.3600,59.9828,60.0000,0.0383
13.3700,59.9829,60.0000,0.0383
13.3800,59.9830,60.0000,0.0383
13.3900,59.9831,60.0000,0.0383
13.4000,59.9832,60.0000,0.0382
13.4100,59.9833,60.0000,0.0382
13.4200,59.9834,60.0000,0.0382
13.4300,59.9835,60.0000,0.0382
13.4400,59.9836,60.0000,0.0382
13.4500,59.9836,60.0000,0.0382
13.4600,59.9837,60.0000,0.0382
13.4700,59.9838,60.0000,0.0382
13.4800,59.9839,60.0000,0.0382
13.4900,59.9840,60.0000,0.0382
13.5000,59.9841,60.0000,0.0382
13.5100,59.9842,60.0000,0.0382
13.5200,59.9842,60.0000,0.0382
13.5300,59.9843,60.0000,0.0382
13.5400,59.9844,60.0000,0.0382
13.5500,59.9845,60.0000,0.0382
13.5600,59.9846,60.0000,0.0382
13.5700,59.9847,60.0000,0.0382
13.5800,59.9848,60.0000,0.0382
13.5900,59.9848,60.0000,0.0382
13.6000,59.9849,60.0000,0.0382
13.6100,59.9850,60.0000,0.0382
13.6200,59.9851,60.0000,0.0382
13.6300,59.9852,60.0000,0.0382
13.6400,59.9853,60.0000,0.0382
13.6500,59.9853,60.0000,0.0382
13.6600,59.9854,60.0000,0.0382
13.6700,59.9855,60.0000,0.0381
13.6800,59.9856,60.0000,0.0381
13.6900,59.9857,60.0000,0.0381
13.7000,59.9857,60.0000,0.0381
13.7100,59.9858,60.0000,0.0381
13.7200,59.9859,60.0000,0.0381
13.7300,59.9860,60.0000,0.0381
13.7400,59.9861,60.0000,0.0381
13.7500,59.9861,60.0000,0.0381
13.7600,59.9862,60.0000,0.0381
13.7700,59.9863,60.0000,0.0381
13.7800,59.9864,60.0000,0.0381
13.7900,59.9865,60.0000,0.0381
13.8000,59.9865,60.0000,0.0381
13.8100,59.9866,60.0000,0.0381
13.8200,59.9867,60.0000,0.0381
13.8300,59.9868,60.0000,0.0381
13.8400,59.9868,60.0000,0.0381
13.8500,59.9869,60.0000,0.0381
13.8600,59.9870,60.0000,0.0381
13.8700,59.9871,60.0000,0.0381
13.8800,59.9871,60.0000,0.0381
13.8900,59.9872,60.0000,0.0381
13.9000,59.9873,60.0000,0.0381
13.9100,59.9874,60.0000,0.0381
13.9200,59.9874,60.0000,0.0381
13.9300,59.9875,60.0000,0.0381
13.9400,59.9876,60.0000,0.0381
13.9500,59.9877,60.0000,0.0381
