t,x,y,v,steer_deg,accel
9.72,35.9436,21.8965,7.13734,12.2862,-2.50419
9.74,36.0096,22.0225,7.08726,12.2862,-2.40417
9.76,36.0738,22.1483,7.03917,9.53675,-3.25459
9.78,36.1362,22.2738,6.97408,9.38851,-3.49493
9.8,36.197,22.3986,6.90418,9.38851,-3.35543
9.82,36.2561,22.5226,6.83707,10.6293,-3.10064
9.84,36.3135,22.646,6.77506,10.6293,-2.97676
9.86,36.3693,22.7689,6.71552,12.2255,-2.46126
9.88,36.4234,22.8913,6.6663,12.2255,-2.36284
9.9,36.4758,23.0134,6.61904,13.9824,-1.77866
9.92,36.5265,23.1353,6.58347,13.9824,-1.70748
9.94,36.5754,23.2571,6.54932,-30.023,-1.63928
9.96,36.625,23.378,6.51653,-30.023,-1.17261
9.98,36.6778,23.4969,6.49308,-30.023,-1.12567
10,36.7337,23.6139,6.47057,-30.023,-0.945743
10.02,36.7926,23.7289,6.45165,-30.023,-0.907933
10.04,36.8544,23.8419,6.43349,-30.023,-0.871668
10.06,36.9192,23.9529,6.41606,-30.023,-1.07208
10.08,36.9868,24.0617,6.39462,-30.023,-1.02932
10.1,37.0571,24.1683,6.37403,-30.023,-0.988206
10.12,37.1301,24.2726,6.35427,-30.023,-1.53221
10.14,37.2055,24.3744,6.32363,-30.023,-1.47116
10.16,37.2834,24.4737,6.2942,-30.023,-2.21957
10.18,37.3634,24.5704,6.24981,10.7209,-2.13113
10.2,37.4437,24.6656,6.20719,7.00546,-2.93367
10.22,37.5227,24.7606,6.14851,7.00546,-2.81673
10.24,37.6004,24.8552,6.09218,2.52564,-3.56268
10.26,37.677,24.949,6.02093,8.04832,-1.48208
10.28,37.7525,25.0424,5.99129,8.04832,-1.42238
10.3,37.8271,25.1359,5.96284,17.7592,0.68682
10.32,37.9006,25.2299,5.97657,17.7592,0.659924
10.34,37.973,25.3252,5.98977,17.7592,0.633566
10.36,38.0441,25.4218,6.00244,17.7592,0.60826
10.38,38.114,25.5195,6.01461,17.7592,0.583965
10.4,38.1827,25.6184,6.02629,17.7592,0.56064
10.42,38.25,25.7185,6.0375,26.9707,2.26853
10.44,38.3158,25.8203,6.08287,26.9707,2.17837
10.46,38.3797,25.9243,6.12644,26.9707,2.09136
10.48,38.4416,26.0305,6.16827,26.9707,2.00783
10.5,38.5015,26.1389,6.20842,-30.023,1.92763
10.52,38.5618,26.2478,6.24698,-30.023,1.85064
10.54,38.6255,26.3557,6.28399,-30.023,1.77672
10.56,38.6924,26.4625,6.31952,-30.023,1.70575
10.58,38.7626,26.5681,6.35364,-30.023,1.63762
10.6,38.836,26.6722,6.38639,-25.3981,2.62513
10.62,38.9125,26.7751,6.43889,30.023,2.52055
10.64,38.9893,26.8791,6.4893,30.023,2.41988
10.66,39.0638,26.986,6.5377,30.023,2.32322
10.68,39.1358,27.0957,6.58417,30.023,2.23043
10.7,39.2051,27.2082,6.62877,-25.3981,2.14134
10.72,39.2746,27.3216,6.6716,-25.3981,2.05581
10.74,39.3472,27.434,6.71272,-25.3981,1.9737
10.76,39.4229,27.5453,6.75219,-21.4677,2.31284
10.78,39.5015,27.6557,6.79845,-21.4677,2.22057
10.8,39.5829,27.7652,6.84286,-21.4677,2.13188
10.82,39.6669,27.8738,6.8855,-21.4677,2.04673
10.84,39.7536,27.9813,6.92643,30.023,1.96497
10.86,39.8402,28.0899,6.96573,30.023,1.88649
10.88,39.9241,28.2016,7.00346,30.023,1.81114
10.9,40.005,28.3164,7.03968,30.023,1.84221
10.92,40.0828,28.4342,7.07653,-21.4506,1.76866
10.94,40.1605,28.5529,7.1119,-21.4506,1.69802
10.96,40.2409,28.6706,7.14586,-21.4506,1.63019
10.98,40.3242,28.7871,7.17847,-21.4506,1.56508
11,40.4103,28.9024,7.20977,-21.4506,1.50257
11.02,40.4992,29.0163,7.23982,-21.4506,1.44255
11.04,40.5908,29.1288,7.26867,-23.0437,1.40751
11.06,40.6852,29.2397,7.29682,-23.0437,1.3513
11.08,40.7826,29.3488,7.32385,-23.0437,1.29732
11.1,40.8828,29.456,7.34979,30.023,1.2455
11.12,40.9829,29.564,7.3747,30.023,1.19576
11.14,41.0798,29.6755,7.39862,30.023,1.17725
11.16,41.1735,29.7903,7.42216,30.023,1.13024
11.18,41.2637,29.9085,7.44477,-24.8428,1.08509
11.2,41.3539,30.0272,7.46647,-24.8428,1.04175
11.22,41.4473,30.144,7.4873,-24.8428,1.00014
11.24,41.544,30.2586,7.50731,-26.7448,0.977869
11.26,41.6439,30.3709,7.52686,-26.7448,0.938815
11.28,41.7473,30.4806,7.54564,-26.7448,0.901317
11.3,41.8539,30.5876,7.56367,-26.7448,0.865316
11.32,41.9638,30.6918,7.58097,30.023,0.836843
11.34,42.0737,30.7965,7.59771,30.023,0.803419
11.36,42.1804,30.9049,7.61378,30.023,0.771328
11.38,42.2837,31.017,7.6292,-28.7461,0.74052
11.4,42.3871,31.1294,7.64401,-30.023,0.710942
11.42,42.4943,31.2386,7.65823,-30.023,0.682545
11.44,42.6052,31.3445,7.67188,-30.023,0.655283
11.46,42.7197,31.4468,7.68499,-30.023,0.629109
11.48,42.8377,31.5455,7.69757,-30.023,0.603981
11.5,42.959,31.6404,7.70965,26.9649,0.560392
11.52,43.0808,31.7352,7.72086,26.9649,0.538003
11.54,43.1999,31.8336,7.73162,26.9649,0.516514
11.56,43.3162,31.9356,7.74195,26.9649,0.495883
11.58,43.4297,32.0411,7.75187,-30.023,0.414491
11.6,43.5435,32.1465,7.76016,-30.023,0.39792
11.62,43.6609,32.2482,7.76812,-30.023,0.382026
11.64,43.7817,32.3459,7.77576,-30.023,0.366767
11.66,43.9058,32.4398,7.78309,-30.023,0.352117
11.68,44.0331,32.5295,7.79013,-30.023,0.234348
11.7,44.1634,32.615,7.79482,-30.023,0.22496
11.72,44.2966,32.6961,7.79932,-30.023,0.215975
11.74,44.4324,32.7728,7.80364,22.7922,0.207348
11.76,44.5687,32.8489,7.80779,21.0515,0.111638
11.78,44.7033,32.9282,7.81002,21.0515,0.107156
11.8,44.8361,33.0105,7.81216,-30.023,0.102876
11.82,44.9693,33.092,7.81422,-30.023,0.0987668
11.84,45.1053,33.1691,7.8162,-30.023,0.0948218
11.86,45.2438,33.2416,7.81809,-30.023,-0.0142763
11.88,45.3847,33.3095,7.81781,-30.023,-0.0137336
11.9,45.5277,33.3726,7.81753,-30.023,-0.0131851
11.92,45.6728,33.4309,7.81727,-30.023,-0.0126584
11.94,45.8197,33.4842,7.81702,-30.023,-0.0121528
11.96,45.9684,33.5327,7.81677,24.8263,-0.374966
11.98,46.1171,33.5806,7.80927,24.8263,-0.360085
12,46.2644,33.6324,7.80207,24.8263,-0.345702
12.02,46.41,33.6881,7.79516,-30.023,-0.331894
12.04,46.5558,33.7433,7.78852,-27.7109,-0.399895
12.06,46.7031,33.7937,7.78052,-27.7109,-0.383944
12.08,46.8517,33.8396,7.77284,-27.7109,-0.368608
12.1,47.0014,33.881,7.76547,-30.023,0.266315
12.12,47.1524,33.9176,7.7708,-30.023,0.255841
12.14,47.3046,33.9492,7.77591,-30.023,0.245622
12.16,47.4579,33.9757,7.78083,-30.023,0.235811
12.18,47.6121,33.9971,7.78554,-30.023,0.226392
12.2,47.767,34.0133,7.79007,-30.023,0.335435
12.22,47.9225,34.0244,7.79678,-30.023,0.322068
12.24,48.0783,34.0303,7.80322,-30.023,0.309204
12.26,48.2345,34.031,7.8094,-30.023,0.296853
12.28,48.3906,34.0265,7.81534,-30.023,0.284996
12.3,48.5467,34.0168,7.82104,-30.023,0.273613
12.32,48.7024,34.0018,7.82651,-30.023,0.262684
12.34,48.8577,33.9816,7.83177,-30.023,-0.0845896
12.36,49.0122,33.9562,7.83008,-30.023,-0.0812991
12.38,49.1658,33.9256,7.82845,-30.023,-0.0780519
12.4,49.3182,33.8899,7.82689,-30.023,-0.0749344
12.42,49.4693,33.8492,7.82539,-30.023,-0.0719413
12.44,49.619,33.8034,7.82395,-30.023,-0.0690678
12.46,49.767,33.7526,7.82257,-30.023,-0.0663091
12.48,49.9132,33.6969,7.82124,27.0249,-0.0636606
12.5,50.0592,33.641,7.81997,27.0249,-0.0611178
12.52,50.2068,33.5894,7.81875,27.0249,-0.0586766
12.54,50.3559,33.5421,7.81757,30.023,-0.957803
12.56,50.5062,33.4997,7.79842,30.023,-0.919782
12.58,50.6574,33.4624,7.78002,30.023,-0.883044
12.6,50.8094,33.4302,7.76236,30.023,-0.847774
12.62,50.9621,33.4031,7.74541,30.023,-0.813912
12.64,51.1153,33.3812,7.72913,30.023,-0.781402
12.66,51.2688,33.3643,7.7135,30.023,-0.750191
12.68,51.4225,33.3526,7.6985,30.023,-2.27779
12.7,51.5758,33.346,7.65294,30.023,-2.18722
12.72,51.7285,33.3444,7.6092,30.023,-2.09986
12.74,51.8802,33.3477,7.5672,30.023,-2.01599
12.76,52.0309,33.356,7.52688,30.023,-1.93546
12.78,52.1805,33.369,7.48817,30.023,-3.79254
12.8,52.3284,33.3866,7.41232,30.023,-3.64156
12.82,52.4743,33.4087,7.33949,30.023,-3.49611
12.84,52.6179,33.4352,7.26957,30.023,-3.35647
12.86,52.7594,33.4658,7.20244,30.023,-5
12.88,52.8982,33.5003,7.10244,30.023,-4.82411
12.9,53.034,33.5385,7.00595,30.023,-4.63142
12.92,53.1668,33.5802,6.91333,30.023,-4.44643
12.94,53.2966,33.6252,6.8244,30.023,-4.26883
12.96,53.4234,33.6734,6.73902,30.023,-5
12.98,53.547,33.7244,6.63902,30.023,-5
13,53.6673,33.7782,6.53902,30.023,-4.8949
13.02,53.7843,33.8345,6.44112,30.023,-4.69938
13.04,53.898,33.893,6.34713,30.023,-4.51168
13.06,54.0084,33.9538,6.2569,30.023,-4.71258
13.08,54.1156,34.0166,6.16265,30.023,-4.52444
13.1,54.2195,34.0812,6.07216,30.023,-4.34373
13.12,54.3202,34.1474,5.98529,30.023,-4.17023
13.14,54.4177,34.2153,5.90188,30.023,-4.00366
13.16,54.5123,34.2847,5.82181,30.023,-3.84375
13.18,54.6038,34.3554,5.74493,30.023,-3.69022
13.2,54.6924,34.4274,5.67113,30.023,-2.98238
13.22,54.7781,34.5007,5.61148,30.023,-2.86311
13.24,54.8613,34.5752,5.55422,30.023,-2.74875
13.26,54.9418,34.651,5.49924,30.023,-2.63896
13.28,55.0198,34.7278,5.44646,30.023,-2.53355
13.3,55.0952,34.8057,5.39579,30.023,-2.43236
13.32,55.1681,34.8846,5.34715,30.023,-2.3352
13.34,55.2386,34.9644,5.30044,30.023,-0.816453
13.36,55.3068,35.0453,5.28411,30.023,-0.783469
13.38,55.373,35.1275,5.26844,30.023,-0.752175
13.4,55.4371,35.2109,5.2534,30.023,-0.722132
13.42,55.4992,35.2955,5.23896,30.023,-0.693288
13.44,55.5591,35.3813,5.22509,30.023,-0.665597
13.46,55.617,35.4681,5.21178,30.023,-0.639011
13.48,55.6728,35.556,5.199,30.023,-0.613488
13.5,55.7266,35.6449,5.18673,30.023,1.4442
13.52,55.7784,35.7351,5.21561,30.023,1.38705
13.54,55.8284,35.8269,5.24336,30.023,1.33165
13.56,55.8766,35.9203,5.26999,30.023,1.27846
13.58,55.923,36.0153,5.29556,30.023,1.22739
13.6,55.9673,36.1117,5.32011,30.023,1.17837
13.62,56.0097,36.2096,5.34367,30.023,1.1313
13.64,56.05,36.3088,5.3663,30.023,3
13.66,56.0883,36.4097,5.4263,30.023,2.92482
13.68,56.1246,36.5126,5.4848,30.023,2.808
13.7,56.1588,36.6174,5.54096,30.023,2.69584
13.72,56.1909,36.724,5.59487,30.023,2.58816
13.74,56.2207,36.8324,5.64664,29.68,3
13.76,56.2482,36.9426,5.70664,29.68,3
13.78,56.2732,37.0545,5.76664,29.68,3
13.8,56.2958,37.1683,5.82664,29.68,3
13.82,56.3157,37.2837,5.88664,29.68,3
13.84,56.333,37.4007,5.94664,23.4759,3
13.86,56.3478,37.5193,6.00664,23.4759,3
13.88,56.3605,37.6394,6.06664,23.4759,3
13.9,56.3709,37.7609,6.12664,23.4759,3
13.92,56.3789,37.8838,6.18664,21.53,3
13.94,56.3847,38.008,6.24664,21.53,3
13.96,56.3883,38.1334,6.30664,21.53,3
13.98,56.3896,38.2602,6.36664,22.9948,3
14,56.3884,38.3881,6.42664,22.9948,3
14.02,56.3846,38.5172,6.48664,22.9948,3
14.04,56.3781,38.6473,6.54664,25.5064,2.89258
14.06,56.3687,38.7785,6.60449,25.5064,2.77705
14.08,56.3561,38.9105,6.66003,25.5064,2.66612
14.1,56.3403,39.0433,6.71335,25.5064,2.55963
14.12,56.3211,39.1767,6.76454,28.1665,2.46403
14.14,56.2985,39.3106,6.81382,28.1665,2.36561
14.16,56.272,39.4448,6.86114,28.1665,2.27112
14.18,56.2417,39.5791,6.90656,28.1665,2.18041
14.2,56.2075,39.7134,6.95017,30.023,2.09663
14.22,56.1693,39.8474,6.9921,30.023,2.01289
14.24,56.1268,39.9811,7.03236,30.023,1.93249
14.26,56.08,40.1141,7.07101,30.023,1.8553
14.28,56.0289,40.2464,7.10811,30.023,1.7812
14.3,55.9736,40.3777,7.14374,30.023,1.71005
14.32,55.914,40.5079,7.17794,30.023,1.64175
14.34,55.8501,40.6369,7.21077,30.023,1.57618
14.36,55.782,40.7643,7.2423,30.023,1.51322
14.38,55.7096,40.8902,7.27256,30.023,1.45278
14.4,55.6331,41.0142,7.30162,30.023,1.39475
14.42,55.5524,41.1362,7.32951,30.023,1.33904
14.44,55.4676,41.2561,7.35629,30.023,1.28556
14.46,55.3787,41.3737,7.382,30.023,1.23421
14.48,55.2859,41.4888,7.40669,30.023,1.18491
14.5,55.1891,41.6012,7.43039,30.023,1.13758
14.52,55.0885,41.7109,7.45314,30.023,1.09215
14.54,54.9842,41.8177,7.47498,30.023,1.04852
14.56,54.8762,41.9213,7.49595,30.023,1.00664
14.58,54.7646,42.0217,7.51608,30.023,0.966435
14.6,54.6495,42.1187,7.53541,30.023,0.927834
14.62,54.531,42.2122,7.55397,28.6897,0.890774
14.64,54.4094,42.3021,7.57178,28.6897,0.855195
14.66,54.2848,42.3885,7.58889,28.6897,0.821036
14.68,54.1573,42.4711,7.60531,28.6897,0.788242
14.7,54.0271,42.55,7.62107,28.6897,0.756758
14.72,53.8942,42.6249,7.63621,-30.023,0.726531
14.74,53.7611,42.7001,7.65074,-30.023,0.697512
14.76,53.6303,42.7798,7.66469,-30.023,0.669652
14.78,53.502,42.8639,7.67808,-30.023,0.642904
14.8,53.3763,42.9523,7.69094,-30.023,0.617225
14.82,53.2533,43.0449,7.70329,-30.023,0.592572
14.84,53.1333,43.1417,7.71514,-30.023,0.568903
14.86,53.0164,43.2425,7.72651,26.8243,0.54618
14.88,52.8995,43.3438,7.73744,26.8243,0.524365
14.9,52.7796,43.4417,7.74793,26.8243,0.50342
14.92,52.6567,43.5363,7.75799,-30.023,0.483312
14.94,52.5338,43.6312,7.76766,-30.023,0.464008
14.96,52.4141,43.7303,7.77694,-30.023,0.445474
14.98,52.2975,43.8334,7.78585,-30.023,0.427681
15,52.1843,43.9405,7.7944,-30.023,0.410599
15.02,52.0747,44.0514,7.80262,-30.023,0.394198
15.04,51.9687,44.166,7.8105,28.1975,0.378453
15.06,51.8627,44.2809,7.81807,30.023,0.324858
15.08,51.753,44.3924,7.82457,30.023,0.311873
15.1,51.6395,44.5002,7.8308,-29.0353,0.299416
15.12,51.5259,44.6081,7.83679,-29.0353,0.287456
15.14,51.4157,44.7196,7.84254,-25.9073,0.167555
15.16,51.3089,44.8345,7.84589,-25.9073,0.160834
15.18,51.2053,44.9524,7.84911,-25.9073,0.15441
15.2,51.1051,45.0732,7.8522,-25.9073,0.148243
15.22,51.0082,45.1969,7.85516,30.023,-0.0360391
15.24,50.911,45.3203,7.85444,30.023,-0.0346463
15.26,50.8098,45.4404,7.85375,30.023,-0.0332625
15.28,50.7045,45.557,7.85308,-22.919,-0.0319339
15.3,50.5988,45.6731,7.85244,-20.4354,-0.163524
15.32,50.4958,45.7916,7.84917,-20.4354,-0.157027
15.34,50.3954,45.9122,7.84603,-20.4354,-0.150755
15.36,50.2977,46.035,7.84302,-20.6698,-0.29335
15.38,50.2027,46.1598,7.83715,-20.6698,-0.281672
15.4,50.1106,46.2865,7.83152,-20.6698,-0.270421
15.42,50.0213,46.4151,7.82611,-25.9432,-0.689621
15.44,49.9354,46.5458,7.81232,-25.9432,-0.662188
15.46,49.8533,46.6786,7.79907,30.023,-0.635739
15.48,49.771,46.8109,7.78636,-30.023,-1.76195
15.5,49.689,46.9429,7.75112,-30.023,-1.69187
15.52,49.6118,47.0769,7.71728,-30.023,-1.6243
15.54,49.5393,47.2128,7.6848,-30.023,-1.55942
15.56,49.4716,47.3504,7.65361,-30.023,-3.34681
15.58,49.4088,47.4893,7.58667,-30.023,-3.21361
15.6,49.3511,47.6289,7.5224,-30.023,-3.08526
15.62,49.2984,47.7691,7.46069,-30.023,-2.96202
15.64,49.2505,47.9098,7.40145,-30.023,-2.84371
15.66,49.2075,48.0509,7.34458,-30.023,-4.81818
15.68,49.1693,48.1917,7.24822,-30.023,-4.62628
15.7,49.136,48.3318,7.15569,-30.023,-4.44149
15.72,49.1073,48.4711,7.06686,-30.023,-4.26409
15.74,49.0832,48.6095,6.98158,-30.023,-4.09377
15.76,49.0634,48.7469,6.8997,-30.023,-3.93026
15.78,49.0479,48.8832,6.8211,-30.023,-3.77328
15.8,49.0365,49.0184,6.74563,-30.023,-5
15.82,49.0291,49.1521,6.64563,-30.023,-5
15.84,49.0256,49.284,6.54563,-30.023,-4.82391
15.86,49.0257,49.4139,6.44915,-30.023,-4.63123
15.88,49.0294,49.5419,6.35653,-30.023,-4.44625
15.9,49.0365,49.668,6.2676,-30.023,-4.26866
15.92,49.0468,49.792,6.18223,-30.023,-4.09816
15.94,49.0602,49.9141,6.10027,-30.023,-3.93447
15.96,49.0765,50.0342,6.02158,-30.023,-4.45858
15.98,49.0957,50.1522,5.93241,-30.023,-4.28068
16,49.1176,50.268,5.84679,-30.023,-4.1097
16.02,49.142,50.3815,5.7646,-30.023,-3.94555
16.04,49.1688,50.4928,5.68569,-30.023,-3.78795
16.06,49.1979,50.6019,5.60993,-30.023,-3.63665
16.08,49.2292,50.7089,5.5372,-30.023,-3.4914
16.1,49.2626,50.8138,5.46737,-30.023,-3.35194
16.12,49.298,50.9165,5.40033,-30.023,-3.21806
16.14,49.3353,51.0172,5.33597,-30.023,-3.08952
16.16,49.3744,51.1158,5.27418,-30.023,-2.96612
16.18,49.4153,51.2124,5.21486,-30.023,-2.39513
16.2,49.4579,51.3071,5.16695,-30.023,-2.29934
16.22,49.5021,51.4,5.12097,-30.023,-2.2075
16.24,49.548,51.491,5.07682,-30.023,-2.11933
16.26,49.5955,51.5803,5.03443,-30.023,-2.03468
16.28,49.6444,51.6678,4.99374,-30.023,-1.95341
16.3,49.6948,51.7536,4.95467,-30.023,-1.87538
16.32,49.7466,51.8376,4.91716,-30.023,-1.80048
16.34,49.7998,51.9199,4.88115,-30.023,-1.72856
16.36,49.8543,52.0005,4.84658,-30.023,-1.65952
16.38,49.91,52.0794,4.81339,-30.023,-1.59323
16.4,49.967,52.1566,4.78152,-30.023,-0.0573795
16.42,50.0254,52.2323,4.78038,-30.023,-0.0547021
16.44,50.0853,52.3069,4.77928,-30.023,-0.0525168
16.46,50.1466,52.3801,4.77823,-30.023,-0.0504191
16.48,50.2095,52.4521,4.77722,-30.023,-0.0484053
16.5,50.2738,52.5228,4.77626,-30.023,-0.0464719
16.52,50.3395,52.5921,4.77533,-30.023,-0.0446157
16.54,50.4066,52.66,4.77443,-30.023,-0.0428336
16.56,50.475,52.7266,4.77358,-30.023,-0.0411228
16.58,50.5448,52.7917,4.77275,-30.023,-0.0394802
16.6,50.6159,52.8554,4.77197,-30.023,1.9117
16.62,50.6886,52.9179,4.8102,13.0488,1.83585
16.64,50.7622,52.9804,4.84692,13.0488,1.76252
16.66,50.8359,53.0439,4.88217,13.0488,1.69213
16.68,50.9095,53.1086,4.91601,13.0488,1.62454
16.7,50.9831,53.1743,4.9485,13.0488,1.55965
16.72,51.0565,53.241,4.97969,13.0488,1.49735
16.74,51.1299,53.3088,5.00964,13.0488,1.43755
16.76,51.2031,53.3777,5.03839,25.0648,2.79402
16.78,51.276,53.448,5.09427,25.0648,2.68279
16.8,51.3484,53.5205,5.14793,25.0648,2.57563
16.82,51.4203,53.5949,5.19944,25.0648,2.47276
16.84,51.4915,53.6714,5.2489,25.0648,2.37399
16.86,51.5619,53.7499,5.29637,25.0648,2.27917
16.88,51.6315,53.8303,5.34196,30.023,2.25493
16.9,51.7,53.9129,5.38706,30.023,2.16488
16.92,51.7671,53.9977,5.43035,30.023,2.07841
16.94,51.8327,54.0848,5.47192,30.023,0.866407
16.96,51.8967,54.1738,5.48925,30.023,0.831505
16.98,51.9587,54.2646,5.50588,30.023,0.798292
17,52.0187,54.3571,5.52185,30.023,-0.535374
17.02,52.0766,54.4511,5.51114,30.023,-0.874421
17.04,52.132,54.5461,5.49365,30.023,0.0422669
17.06,52.1852,54.6423,5.4945,30.023,0.0408095
17.08,52.2361,54.7397,5.49531,30.023,1.56545
17.1,52.2848,54.8385,5.52662,30.023,1.50332
17.12,52.3314,54.9391,5.55669,30.023,1.44328
17.14,52.3759,55.0413,5.58555,30.023,2.53447
17.16,52.4182,55.1452,5.63624,30.023,2.43354
17.18,52.4583,55.2511,5.68491,30.023,2.33633
17.2,52.4961,55.3588,5.73164,30.023,2.24302
17.22,52.5316,55.4682,5.7765,23.8807,2.25232
17.24,52.565,55.5793,5.82155,23.8807,2.16238
17.26,52.5964,55.6919,5.86479,23.8807,2.07601
17.28,52.6259,55.8058,5.90631,23.8807,1.99309
17.3,52.6534,55.9211,5.94618,23.8807,1.91348
17.32,52.6788,56.0377,5.98445,15.6258,1.14887
17.34,52.7024,56.1553,6.00742,15.6258,1.1028
17.36,52.7247,56.2735,6.02948,15.6258,1.05876
17.38,52.7455,56.3925,6.05066,15.6258,1.01647
17.4,52.765,56.5122,6.07098,15.6258,0.975867
17.42,52.7829,56.6325,6.0905,15.6258,0.936888
17.44,52.7995,56.7533,6.10924,11.9099,0.282474
17.46,52.8147,56.8746,6.11489,11.9099,0.27103
17.48,52.8287,56.9962,6.12031,11.9099,0.260204
17.5,52.8416,57.1179,6.12551,11.9099,0.249811
17.52,52.8534,57.2399,6.13051,11.9099,0.239833
17.54,52.8639,57.3621,6.13531,-30.023,0.230254
17.56,52.8756,57.4843,6.13991,-30.023,0.415572
17.58,52.8904,57.6063,6.14822,-30.023,0.399024
17.6,52.9085,57.728,6.1562,-30.023,0.383086
17.62,52.9298,57.8494,6.16387,-30.023,0.367785
17.64,52.9543,57.9703,6.17122,-30.023,0.353094
17.66,52.982,58.0906,6.17828,-30.023,0.338991
17.68,53.013,58.2103,6.18506,-30.023,1.27703
17.7,53.0471,58.3294,6.2106,18.5836,1.22627
17.72,53.0821,58.4489,6.23513,18.5836,1.17729
17.74,53.1154,58.5693,6.25867,18.5836,1.13027
17.76,53.1469,58.6907,6.28128,18.5836,1.08512
17.78,53.1766,58.813,6.30298,18.5836,1.04178
17.8,53.2044,58.9361,6.32382,23.9924,2.12646
17.82,53.2302,59.0604,6.36635,23.9924,2.04182
17.84,53.2535,59.186,6.40718,23.9924,1.96027
17.86,53.2742,59.3128,6.44639,23.9924,1.88197
17.88,53.2923,59.4408,6.48403,23.9924,1.8068
17.9,53.3078,59.57,6.52016,26.8639,2.44049
17.92,53.3205,59.7002,6.56897,26.8639,2.3432
17.94,53.3299,59.8317,6.61584,26.8639,2.24961
17.96,53.3362,59.9644,6.66083,26.8639,2.15975
17.98,53.3391,60.098,6.70403,26.8639,2.07349
18,53.3387,60.2325,6.7455,26.8639,1.99067
18.02,53.3348,60.3677,6.78531,26.8639,1.91116
18.04,53.3275,60.5036,6.82353,26.8639,1.83482
18.06,53.3166,60.64,6.86023,26.8639,1.76153
18.08,53.3022,60.7768,6.89546,26.8639,1.69117
18.1,53.2841,60.9138,6.92928,26.8639,1.62362
18.12,53.2624,61.051,6.96175,26.8639,1.55877
18.14,53.2369,61.1882,6.99293,26.8639,1.49651
18.16,53.2078,61.3253,7.02286,26.8639,1.43674
18.18,53.1749,61.4622,7.0516,26.8639,1.37935
18.2,53.1383,61.5987,7.07918,26.8639,1.32426
18.22,53.0979,61.7346,7.10567,26.8639,1.27136
18.24,53.0537,61.87,7.13109,26.8639,1.22058
18.26,53.0058,62.0045,7.15551,26.8639,1.17183
18.28,52.954,62.1382,7.17894,26.8639,1.12502
18.3,52.8986,62.2709,7.20144,26.8639,1.08009
18.32,52.8393,62.4024,7.22305,26.8639,1.03695
18.34,52.7764,62.5327,7.24378,-30.023,0.995529
18.36,52.7135,62.6634,7.26369,-30.023,0.955765
18.38,52.6546,62.7964,7.28281,-30.023,0.91759
18.4,52.5997,62.9315,7.30116,-30.023,0.880939
18.42,52.5489,63.0686,7.31878,26.8639,0.845753
18.44,52.4983,63.2061,7.3357,26.8639,0.811971
18.46,52.4438,63.3425,7.35194,26.8639,0.77954
18.48,52.3854,63.4776,7.36753,26.8639,0.748403
18.5,52.3232,63.6113,7.38249,26.8639,0.71851
18.52,52.2571,63.7435,7.39686,-30.023,0.689811
18.54,52.1912,63.8761,7.41066,-30.023,0.662259
18.56,52.1295,64.011,7.42391,-30.023,0.635806
18.58,52.0719,64.148,7.43662,-30.023,0.610411
18.6,52.0186,64.287,7.44883,26.8639,0.58603
18.62,51.9656,64.4263,7.46055,26.8639,0.562622
18.64,51.9085,64.5643,7.4718,26.8639,0.54015
18.66,51.8475,64.7008,7.48261,26.8639,0.518575
18.68,51.7827,64.8358,7.49298,-30.023,0.497862
18.7,51.718,64.9711,7.50293,-30.023,0.477976
18.72,51.6576,65.1086,7.51249,-30.023,0.458885
18.74,51.6016,65.2481,7.52167,-30.023,0.440556
18.76,51.55,65.3895,7.53048,26.8639,0.422959
18.78,51.4987,65.5312,7.53894,26.8639,0.406065
18.8,51.4433,65.6715,7.54706,26.8639,0.389846
18.82,51.3839,65.8103,7.55486,26.8639,0.374275
18.84,51.3205,65.9476,7.56235,26.8639,0.359326
18.86,51.2532,66.0831,7.56953,-30.023,0.344973
18.88,51.1861,66.2189,7.57643,-30.023,0.331194
18.9,51.1234,66.3569,7.58306,-30.023,0.317966
18.92,51.0652,66.497,7.58942,-30.023,0.305265
18.94,51.0114,66.639,7.59552,26.8639,0.293072
18.96,50.958,66.7812,7.60138,26.8639,0.281366
18.98,50.9004,66.922,7.60701,26.8639,0.270128
19,50.8388,67.0612,7.61241,26.8639,0.259338
19.02,50.7732,67.1986,7.6176,26.8639,0.24898
19.04,50.7037,67.3342,7.62258,-30.023,0.239035
19.06,50.6344,67.4701,7.62736,-30.023,0.229488
19.08,50.5695,67.6082,7.63195,-30.023,0.220321
19.1,50.5092,67.7484,7.63635,-30.023,0.211521
19.12,50.4534,67.8906,7.64059,-30.023,0.203073
19.14,50.4023,68.0347,7.64465,26.8639,0.194961
19.16,50.3514,68.1789,7.64855,26.8639,0.187174
19.18,50.2964,68.3217,7.65229,26.8639,0.179698
19.2,50.2373,68.4629,7.65588,26.8639,0.17252
19.22,50.1742,68.6024,7.65933,26.8639,0.16563
19.24,50.107,68.7401,7.66265,-30.023,0.159014
19.26,50.04,68.878,7.66583,-30.023,0.152663
19.28,49.9776,69.0181,7.66888,-30.023,0.146565
19.3,49.9199,69.1602,7.67181,-30.023,0.140711
19.32,49.8668,69.3041,7.67463,26.8639,0.135091
19.34,49.8139,69.4483,7.67733,26.8639,0.129695
19.36,49.7569,69.5909,7.67992,26.8639,0.124514
19.38,49.6958,69.7318,7.68241,26.8639,0.119541
