time,x,y,cte,heading_error_deg,steering_deg
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.010000,0.027587,0.003250,0.000000,0.000000,-0.000000
0.020000,0.055174,0.006500,0.000000,0.000000,-0.000000
0.030000,0.082761,0.009750,0.000000,0.000000,-0.000000
0.040000,0.110348,0.013000,-0.000003,0.001651,-0.010350
0.050000,0.137935,0.016249,-0.000002,0.001544,-0.009920
0.060000,0.165522,0.019499,-0.000001,0.001442,-0.009500
0.070000,0.193109,0.022749,-0.000000,0.001345,-0.009090
0.080000,0.220696,0.025999,0.000000,0.001251,-0.008692
0.090000,0.248283,0.029248,0.000001,0.001162,-0.008305
0.100000,0.275870,0.032498,0.000001,0.001076,-0.007928
0.110000,0.303457,0.035748,-0.000004,0.004296,-0.028093
0.120000,0.331044,0.038997,-0.000002,0.004007,-0.026889
0.130000,0.358631,0.042246,0.000000,0.003730,-0.025716
0.140000,0.386218,0.045496,0.000002,0.003466,-0.024576
0.150000,0.413806,0.048745,0.000003,0.003213,-0.023467
0.160000,0.441393,0.051994,0.000005,0.002971,-0.022390
0.170000,0.468980,0.055243,0.000006,0.002741,-0.021344
0.180000,0.496567,0.058491,0.000008,0.002522,-0.020330
0.190000,0.524154,0.061740,0.000002,0.007263,-0.050825
0.200000,0.551741,0.064989,0.000005,0.006740,-0.048550
0.210000,0.579329,0.068237,0.000009,0.006241,-0.046339
0.220000,0.606916,0.071485,0.000011,0.005764,-0.044192
0.230000,0.634503,0.074733,0.000014,0.005310,-0.042109
0.240000,0.662090,0.077980,0.000017,0.004876,-0.040090
0.250000,0.689678,0.081228,0.000019,0.004464,-0.038134
0.260000,0.717265,0.084475,0.000011,0.010671,-0.077864
0.270000,0.744852,0.087722,0.000016,0.009870,-0.074292
0.280000,0.772440,0.090968,0.000021,0.009106,-0.070824
0.290000,0.800027,0.094214,0.000025,0.008377,-0.067461
0.300000,0.827615,0.097460,0.000029,0.007683,-0.064202
0.310000,0.855202,0.100705,0.000032,0.007023,-0.061045
0.320000,0.882790,0.103951,0.000036,0.006395,-0.057990
0.330000,0.910377,0.107196,0.000025,0.014045,-0.106629
0.340000,0.937965,0.110440,0.000032,0.012948,-0.101630
0.350000,0.965553,0.113684,0.000038,0.011902,-0.096781
0.360000,0.993140,0.116927,0.000043,0.010906,-0.092083
0.370000,1.020728,0.120170,0.000048,0.009959,-0.087534
0.380000,1.048316,0.123413,0.000053,0.009059,-0.083132
0.390000,1.075904,0.126655,0.000057,0.008203,-0.078876
0.400000,1.103492,0.129897,0.000044,0.017284,-0.136148
0.410000,1.131080,0.133138,0.000052,0.015883,-0.129642
0.420000,1.158668,0.136379,0.000059,0.014549,-0.123337
0.430000,1.186256,0.139618,0.000066,0.013280,-0.117232
0.440000,1.213845,0.142858,0.000072,0.012074,-0.111326
0.450000,1.241433,0.146096,0.000078,0.010929,-0.105616
0.460000,1.269021,0.149335,0.000083,0.009842,-0.100098
0.470000,1.296610,0.152572,0.000087,0.008813,-0.094772
0.480000,1.324198,0.155810,0.000075,0.019372,-0.162814
0.490000,1.351787,0.159046,0.000084,0.017697,-0.154788
0.500000,1.379376,0.162282,0.000092,0.016105,-0.147020
0.510000,1.406964,0.165517,0.000100,0.014592,-0.139509
0.520000,1.434553,0.168751,0.000106,0.013157,-0.132250
0.530000,1.462142,0.171985,0.000112,0.011796,-0.125242
0.540000,1.489731,0.175218,0.000118,0.010508,-0.118479
0.550000,1.517320,0.178450,0.000103,0.022464,-0.194879
0.560000,1.544909,0.181682,0.000113,0.020459,-0.185134
0.570000,1.572499,0.184913,0.000122,0.018555,-0.175710
0.580000,1.600088,0.188143,0.000131,0.016747,-0.166601
0.590000,1.627677,0.191371,0.000139,0.015033,-0.157805
0.600000,1.655267,0.194600,0.000146,0.013409,-0.149315
0.610000,1.682857,0.197827,0.000152,0.011873,-0.141128
0.620000,1.710446,0.201054,0.000133,0.025234,-0.225715
0.630000,1.738036,0.204279,0.000144,0.022912,-0.214280
0.640000,1.765626,0.207504,0.000155,0.020707,-0.203226
0.650000,1.793216,0.210728,0.000164,0.018616,-0.192548
0.660000,1.820806,0.213950,0.000173,0.016635,-0.182242
0.670000,1.848397,0.217172,0.000181,0.014760,-0.172300
0.680000,1.875987,0.220393,0.000187,0.012988,-0.162718
0.690000,1.903578,0.223613,0.000193,0.011314,-0.153488
0.700000,1.931168,0.226832,0.000177,0.026181,-0.249566
0.710000,1.958759,0.230051,0.000189,0.023614,-0.236597
0.720000,1.986350,0.233268,0.000200,0.021179,-0.224072
0.730000,2.013941,0.236483,0.000210,0.018874,-0.211986
0.740000,2.041532,0.239698,0.000218,0.016693,-0.200332
0.750000,2.069123,0.242912,0.000226,0.014632,-0.189102
0.760000,2.096715,0.246125,0.000232,0.012687,-0.178288
0.770000,2.124306,0.249337,0.000212,0.028929,-0.282335
0.780000,2.151898,0.252548,0.000226,0.026024,-0.267532
0.790000,2.179489,0.255757,0.000238,0.023272,-0.253242
0.800000,2.207081,0.258965,0.000248,0.020667,-0.239456
0.810000,2.234673,0.262172,0.000258,0.018203,-0.226168
0.820000,2.262265,0.265378,0.000266,0.015876,-0.213367
0.830000,2.289858,0.268582,0.000273,0.013681,-0.201046
0.840000,2.317450,0.271786,0.000249,0.031315,-0.312947
0.850000,2.345043,0.274988,0.000263,0.028096,-0.296397
0.860000,2.372635,0.278189,0.000276,0.025046,-0.280425
0.870000,2.400228,0.281389,0.000287,0.022161,-0.265023
0.880000,2.427821,0.284587,0.000297,0.019435,-0.250181
0.890000,2.455415,0.287784,0.000306,0.016861,-0.235888
0.900000,2.483008,0.290979,0.000314,0.014434,-0.222135
0.910000,2.510602,0.294174,0.000284,0.033473,-0.341774
0.920000,2.538195,0.297367,0.000300,0.029957,-0.323561
0.930000,2.565789,0.300558,0.000313,0.026628,-0.305990
0.940000,2.593383,0.303748,0.000326,0.023480,-0.289051
0.950000,2.620977,0.306936,0.000336,0.020506,-0.272732
0.960000,2.648572,0.310123,0.000346,0.017700,-0.257022
0.970000,2.676166,0.313309,0.000353,0.015056,-0.241909
0.980000,2.703761,0.316494,0.000360,0.012567,-0.227381
0.990000,2.731355,0.319677,0.000335,0.033169,-0.359555
1.000000,2.758950,0.322859,0.000350,0.029469,-0.340006
1.010000,2.786546,0.326039,0.000364,0.025971,-0.321161
1.020000,2.814141,0.329217,0.000376,0.022667,-0.303008
1.030000,2.841736,0.332394,0.000386,0.019550,-0.285532
1.040000,2.869332,0.335570,0.000395,0.016612,-0.268721
1.050000,2.896928,0.338744,0.000402,0.013848,-0.252562
1.060000,2.924524,0.341916,0.000372,0.035802,-0.392198
1.070000,2.952120,0.345088,0.000389,0.031767,-0.370803
1.080000,2.979716,0.348257,0.000403,0.027952,-0.350181
1.090000,3.007313,0.351424,0.000416,0.024349,-0.330317
1.100000,3.034910,0.354590,0.000427,0.020951,-0.311198
1.110000,3.062507,0.357754,0.000436,0.017749,-0.292809
1.120000,3.090104,0.360917,0.000444,0.014736,-0.275134
