t,p6_x,p6_y,p6_v,p6_cte,p6_he,p6_ve,p6_steer_deg,p6_accel,p6_v_ref,p4_x,p4_y,p4_v,p4_cte,p4_he,p4_steer_deg
27.32,9.5979,9.09282,8,-0.000640569,0.000243243,-1.22159e-06,-3.54341,3.9871e-06,8,28.0439,10.0261,8,0.0284643,-0.0196714,-7.57312
27.34,9.72061,9.19549,8,-0.000196731,-0.00211176,-1.14674e-06,-2.27578,3.74278e-06,8,28.1122,9.8814,8,0.0288371,-0.0118911,-13.4056
27.36,9.84352,9.29793,8,-5.67823e-05,-0.00355539,-1.07647e-06,-1.39552,3.51344e-06,8,28.1789,9.73597,8,0.0280351,-0.0195478,-7.36222
27.38,9.9667,9.40004,8,-0.000529135,9.58229e-05,-1.0105e-06,-3.7866,3.29814e-06,8,28.2441,9.58984,8,0.0284346,-0.0120437,-13.0102
27.4,10.0902,9.50175,8,-8.86803e-05,-0.00240452,-9.48584e-07,-2.41607,3.09604e-06,8,28.3077,9.44303,8,0.0275744,-0.0194393,-7.11374
27.42,10.2139,9.60322,8,3.02716e-05,-0.00392297,-8.90457e-07,-1.46782,2.90633e-06,8,28.3698,9.29556,8,0.0279258,-0.0121327,-12.5719
27.44,10.3379,9.70433,8,-0.000324593,-0.000147202,-8.35892e-07,-4.05292,2.72823e-06,8,28.4304,9.14748,8,0.0270217,-0.0192484,-6.84715
27.46,10.4623,9.80501,8,9.77945e-05,-0.00279981,-7.84671e-07,-2.56301,2.56106e-06,8,28.4895,8.9988,8,0.0272725,-0.0120847,-12.1122
27.48,10.5868,9.90543,8,0.000180763,-0.00438995,-7.36589e-07,-1.53708,2.40412e-06,8,28.5471,8.84955,8,0.0263491,-0.0189193,-6.57911
27.5,10.7117,10.0055,8,-1.14497e-05,-0.000501728,-6.91453e-07,-4.34491,2.2568e-06,8,28.6034,8.69976,8,0.0264619,-0.0118618,-11.6475
27.52,10.8369,10.1051,8,0.000375688,-0.00331384,-6.49083e-07,-2.7169,2.11851e-06,8,28.6582,8.54945,8,0.0255489,-0.0184263,-6.3212
27.54,10.9624,10.2044,8,0.00040524,-0.00497155,-6.09309e-07,-1.60236,1.9887e-06,8,28.7116,8.39864,8,0.0254966,-0.0114512,-11.189
27.56,11.0882,10.3033,8,0.000427146,-0.000985054,-5.71972e-07,-4.66533,1.86684e-06,8,28.7637,8.24736,8,0.0246251,-0.0177638,-6.08048
27.58,11.2143,10.4017,8,0.00075913,-0.00396427,-5.36923e-07,-2.87808,1.75244e-06,8,28.8145,8.09562,8,0.024387,-0.0108551,-10.7437
27.6,11.3407,10.4998,8,0.000715172,-0.00568434,-5.04022e-07,-1.66261,1.64506e-06,8,28.8639,7.94345,8,0.0235875,-0.0169378,-5.86059
27.62,11.4675,10.5974,8,0.00100951,-0.00161601,-4.73137e-07,-5.01716,1.54425e-06,8,28.9121,7.79087,8,0.0231476,-0.0100843,-10.3155
27.64,11.5946,10.6946,8,0.00126347,-0.00477024,-4.44144e-07,-3.04685,1.44962e-06,8,28.959,7.63789,8,0.0224485,-0.0159605,-5.66296
27.66,11.7222,10.7911,8,0.000570007,-0.000812473,-4.16928e-07,-5.56977,1.3608e-06,8,29.0046,7.48454,8,0.0217936,-0.0091536,-9.90627
27.68,11.8502,10.8871,8,0.000959102,-0.00436462,-3.9138e-07,-3.43035,1.27741e-06,8,29.049,7.33083,8,0.0212211,-0.0148467,-5.48765
27.7,11.9785,10.9827,8,0.000900286,-0.00641137,-3.67398e-07,-1.97815,1.19913e-06,8,29.0922,7.17677,8,0.0203402,-0.00807914,-9.51664
27.72,12.1071,11.0779,8,0.000501079,-0.00167524,-3.44885e-07,-5.28812,1.12565e-06,8,29.1342,7.02239,8,0.0199176,-0.0136118,-5.33392
27.74,12.2362,11.1724,8,0.000808781,-0.00501861,-3.23751e-07,-3.22917,1.05668e-06,8,29.1751,6.86769,8,0.0188012,-0.00687697,-9.14657
27.76,12.3655,11.2666,8,0.00069702,-0.00691854,-3.03912e-07,-1.83634,9.91927e-07,8,29.2148,6.71269,8,0.0185496,-0.0122707,-5.20065
27.78,12.4952,11.3604,8,0.000831595,-0.00207424,-2.8529e-07,-5.66735,9.31145e-07,8,29.2533,6.55741,8,0.0171893,-0.00556207,-8.79559
27.8,12.6253,11.4535,8,0.00110024,-0.00562759,-2.67808e-07,-3.4315,8.74087e-07,8,29.2908,6.40185,8,0.0171272,-0.0108368,-5.08656
27.82,12.7559,11.5459,8,0.000310065,-0.00102336,-2.51397e-07,-6.39851,8.20525e-07,8,29.3276,6.24614,8,0.016424,-0.0135755,-2.64606
27.84,12.887,11.6376,8,0.000748405,-0.00509846,-2.35992e-07,-3.93388,7.70246e-07,8,29.3635,6.09024,8,0.0168669,-0.00638397,-7.9868
27.86,13.0184,11.729,8,0.000673287,-0.0074416,-2.21531e-07,-2.26432,7.23047e-07,8,29.3985,5.9341,8,0.0166882,-0.011118,-4.56746
27.88,13.1501,11.8197,8,0.000433829,-0.0020892,-2.07957e-07,-6.20569,6.78741e-07,8,29.4323,5.77772,8,0.0168706,-0.00518319,-8.84838
27.9,13.2824,11.9098,8,0.00076031,-0.0059946,-1.95214e-07,-3.77055,6.3715e-07,8,29.465,5.6211,8,0.0168118,-0.0104911,-5.11841
27.92,13.4151,11.9991,8,-0.000356018,-0.000828654,-1.83251e-07,-6.92661,5.98107e-07,8,29.4966,5.46425,8,0.0165042,-0.00484041,-8.81332
27.94,13.5484,12.0876,8,0.000176523,-0.00526678,-1.72022e-07,-4.28308,5.61457e-07,8,29.527,5.30717,8,0.0164764,-0.0101422,-5.11255
27.96,13.682,12.1757,8,0.000147918,-0.00784298,-1.61481e-07,-2.48927,5.27052e-07,8,29.5564,5.14988,8,0.0156512,-0.0044053,-8.451
27.98,13.816,12.2632,8,-0.000202729,-0.0019382,-1.51586e-07,-6.78754,4.94756e-07,8,29.5846,4.99239,8,0.0156855,-0.0095199,-4.9329
28,13.9505,12.3498,8,0.000212448,-0.00623639,-1.42297e-07,-4.14851,4.64439e-07,8,29.6118,4.83471,8,0.0143833,-0.00359712,-8.01566
28.02,14.0852,12.436,8,8.78422e-05,-0.0086855,-1.33578e-07,-2.36661,4.35979e-07,8,29.6379,4.67686,8,0.0145423,-0.00851051,-4.73975
28.04,14.2205,12.5216,8,0.000778047,-0.00287266,-1.25393e-07,-7.46323,4.09264e-07,8,29.6634,4.51891,8,0.0140961,-0.0111628,-2.56271
28.06,14.3562,12.6063,8,0.00106708,-0.0075167,-1.17709e-07,-4.481,3.84185e-07,8,29.6882,4.36084,8,0.0142035,-0.00461275,-7.1811
28.08,14.4925,12.69,8,0.000953289,-0.00226565,-1.10496e-07,-8.6061,3.60643e-07,8,29.712,4.20261,8,0.0142265,-0.00895965,-4.19535
28.1,14.6294,12.7728,8,0.00133421,-0.00763979,-1.03725e-07,-5.18189,3.38544e-07,8,29.7348,4.04425,8,0.0139643,-0.00336498,-7.87106
28.12,14.767,12.8546,8,0.000285761,-0.00200201,-9.73691e-08,-8.87446,3.17799e-07,8,29.7565,3.88574,8,0.014131,-0.00819528,-4.65995
28.14,14.9051,12.9354,8,0.000748269,-0.00757621,-9.14026e-08,-5.3737,2.98325e-07,8,29.7773,3.72709,8,0.0133288,-0.00274264,-7.80844
28.16,15.0436,13.0155,8,0.000513976,-0.010712,-8.58017e-08,-3.0291,2.80045e-07,8,29.797,3.56831,8,0.0135793,-0.00757559,-4.66249
28.18,15.1825,13.0948,8,0.0006771,-0.00395961,-8.05441e-08,-8.48157,2.62884e-07,8,29.8161,3.40945,8,0.0132311,-0.0102281,-2.5629
28.2,15.322,13.1732,8,0.000911703,-0.00918877,-7.56085e-08,-5.04283,2.46776e-07,8,29.8344,3.25051,8,0.0136242,-0.00417536,-7.05991
28.22,15.4621,13.2505,8,0.000470709,-0.00299512,-7.09755e-08,-9.69433,2.31654e-07,8,29.8518,3.09146,8,0.0136753,-0.00846289,-4.13826
28.24,15.6028,13.3266,8,0.000855822,-0.00902277,-6.66263e-08,-5.80796,2.17459e-07,8,29.8683,2.9323,8,0.0135978,-0.00324503,-7.6949
28.26,15.7442,13.4016,7.99947,-0.000308809,-0.00254162,0.00805488,-10.1355,-0.02629,7.99142,29.8837,2.77305,8,0.013751,-0.00796307,-4.55211
28.28,15.8861,13.4753,7.99898,0.000186043,-0.00888506,0.0075613,-6.11057,-0.024679,7.99142,29.8981,2.6137,8,0.0130619,-0.00278654,-7.59421
28.3,16.0285,13.5484,7.99852,-0.000110437,-0.0124345,0.00709797,-3.42826,-0.0231668,7.99142,29.9115,2.45426,8,0.0132801,-0.00747527,-4.52395
28.32,16.1713,13.6204,7.99597,0.00045178,-0.00490043,0.0390022,-9.8897,-0.127298,7.95697,29.9243,2.29477,8,0.0129181,-0.0100376,-2.47593
28.34,16.3146,13.6913,7.99358,0.000657244,-0.0109544,0.0366123,-5.83692,-0.119497,7.95697,29.9364,2.13523,8,0.0133229,-0.00419099,-6.83471
28.36,16.4585,13.7608,7.98607,0.000832749,-0.00428986,0.115103,-11.4764,-0.37568,7.87096,29.9475,1.97562,8,0.013351,-0.00833206,-3.99736
28.38,16.6029,13.8289,7.97901,0.00112465,-0.011321,0.10805,-6.78125,-0.352659,7.87096,29.9577,1.81594,8,0.0132592,-0.00324056,-7.44974
28.4,16.7478,13.8954,7.96347,0.000755619,-0.00450666,0.23809,-12.1525,-0.777092,7.72538,29.967,1.65621,8,0.0133978,-0.00780432,-4.40385
28.42,16.893,13.9604,7.94888,0.00105105,-0.0119216,0.223501,-7.17109,-0.729474,7.72538,29.9752,1.49642,8,0.0126814,-0.00271063,-7.36171
28.44,17.0386,14.0237,7.92325,0.000184208,-0.00459473,0.392691,-12.5464,-1.28169,7.53056,29.9825,1.33659,8,0.0128997,-0.00725973,-4.38975
28.46,17.1843,14.0854,7.89919,0.000517982,-0.0122323,0.368628,-7.42551,-1.20315,7.53056,29.9892,1.17673,8,0.0125549,-0.0097493,-2.40567
28.48,17.3301,14.1452,7.86336,-0.000745761,-0.0043142,0.548789,-12.9287,-1.79117,7.31457,29.9951,1.01684,8,0.0128948,-0.00398323,-6.6527
28.5,17.4759,14.2033,7.82973,-0.00031574,-0.0121859,0.51516,-7.71275,-1.68141,7.31457,30.0002,0.856923,8,0.0129452,-0.00802553,-3.90232
28.52,17.6215,14.2602,7.79817,-0.000841251,-0.0165199,0.483593,-4.28223,-1.57838,7.31457,30.0044,0.696977,8,0.0127857,-0.00296571,-7.27423
28.54,17.7668,14.3155,7.7552,0.00051643,-0.00732494,0.6583,-12.7782,-2.1486,7.09689,30.0076,0.537009,8,0.0129609,-0.00744157,-4.31935
28.56,17.9119,14.3691,7.71486,0.000573953,-0.014875,0.617962,-7.50667,-2.01694,7.09689,30.0098,0.377025,8,0.0121788,-0.0023556,-7.21529
28.58,18.0568,14.4207,7.66415,0.00188138,-0.00704906,0.776785,-15.1306,-2.53532,6.88737,30.0111,0.217031,8,0.0124489,-0.00684153,-4.32904
28.6,18.2013,14.4703,7.61655,0.00195576,-0.015911,0.729186,-8.89938,-2.37996,6.88737,30.0118,0.0570322,8,0.0121617,-0.00932197,-2.39685
28.62,18.3455,14.5177,7.55956,0.00292408,-0.0081121,0.873042,-16.2871,-2.84949,6.68652,30.0118,-0.102967,8,0.0124243,-0.00357335,-6.56679
28.64,18.4892,14.5628,7.50606,0.0028734,-0.0175089,0.819545,-9.55922,-2.67488,6.68652,30.0109,-0.262965,8,0.0125364,-0.00759347,-3.88097
28.66,18.6324,14.6058,7.44408,0.00347017,-0.0092141,0.94961,-17.015,-3.09939,6.49447,30.0091,-0.422954,8,0.0123042,-0.0025143,-7.20474
28.68,18.775,14.6465,7.38589,0.00331229,-0.0188992,0.89142,-10.0002,-2.90947,6.49447,30.0063,-0.58293,8,0.0125508,-0.00698262,-4.31211
28.7,18.917,14.685,7.32004,0.0035821,-0.00995286,1.00871,-17.6507,-3.29229,6.31133,30.0026,-0.742886,8,0.0117032,-0.00185838,-7.17886
28.72,19.0582,14.7212,7.25823,0.00337735,-0.0198935,0.9469,-10.4318,-3.09055,6.31133,29.9979,-0.902818,8,0.0120543,-0.00636127,-4.34534
28.74,19.1986,14.7551,7.18954,0.0033686,-0.0102775,1.05229,-18.3178,-3.43454,6.13724,29.9926,-1.06273,8,0.0118431,-0.00888785,-2.44138
28.76,19.3382,14.7868,7.12506,0.00317655,-0.0205092,0.987813,-10.9231,-3.22408,6.13724,29.9867,-1.22262,8,0.0120504,-0.00310659,-6.58686
28.78,19.4769,14.8162,7.05442,0.00291787,-0.0102425,1.08207,-19.0456,-3.53173,5.97235,29.9798,-1.38247,8,0.0122404,-0.0071761,-3.9285
28.8,19.6147,14.8433,6.98812,0.00278614,-0.0208098,1.01577,-11.4851,-3.31532,5.97235,29.972,-1.54228,8,0.0119629,-0.00203989,-7.25276
28.82,19.7515,14.8682,6.91634,0.00228283,-0.0099108,1.09954,-19.8266,-3.58875,5.8168,29.9632,-1.70204,8,0.0122915,-0.00657636,-4.37763
28.84,19.8873,14.8909,6.84896,0.00224779,-0.0208476,1.03217,-12.1076,-3.36884,5.8168,29.9535,-1.86175,8,0.0114095,-0.00138003,-7.26407
28.86,20.022,14.9113,6.77677,0.00148496,-0.00932336,1.10603,-20.6415,-3.60991,5.67074,29.9428,-2.02139,8,0.0118457,-0.00597493,-4.43378
28.88,20.1556,14.9295,6.70899,0.00157551,-0.0206486,1.03825,-12.7755,-3.38871,5.67074,29.9315,-2.18099,8,0.0117051,-0.00858865,-2.52548
28.9,20.2881,14.9454,6.63701,0.00052251,-0.00849508,1.10268,-21.4688,-3.599,5.53433,29.9195,-2.34054,8,0.0119125,-0.00273158,-6.72081
28.92,20.4195,14.9592,6.56944,0.000763847,-0.0202142,1.03511,-13.4736,-3.37846,5.53433,29.9066,-2.50001,8,0.0121735,-0.00691575,-4.03883
28.94,20.5496,14.9707,6.49826,-0.000621849,-0.00741938,1.09053,-22.2882,-3.55934,5.40772,29.8927,-2.65941,8,0.0119128,-0.00169623,-7.43171
28.96,20.6786,14.9801,6.43143,-0.000205431,-0.0195268,1.02371,-14.1887,-3.34124,5.40772,29.8778,-2.81872,8,0.0123098,-0.00637311,-4.51256
28.98,20.8063,14.9873,6.36155,-0.00197509,-0.00607452,1.07048,-23.0815,-3.49391,5.29107,29.862,-2.97793,8,0.0114598,-0.00108355,-7.48682
29,20.9328,14.9923,6.29596,-0.00135843,-0.0185563,1.00489,-14.9092,-3.27981,5.29107,29.8451,-3.13704,8,0.0119595,-0.00584283,-4.59173
29.02,21.058,14.9961,6.23438,-0.00200841,-0.0261928,0.943312,-9.34418,-3.07884,5.29107,29.8277,-3.29608,8,0.0118601,-0.00857154,-2.63643
29.04,21.1821,14.9981,6.17005,-0.000682821,-0.010195,0.985538,-22.0603,-3.21666,5.18451,29.8094,-3.45504,8,0.0121627,-0.00260381,-6.98172
29.06,21.3049,14.9983,6.10966,-0.000479067,-0.0218009,0.925147,-14.3156,-3.01955,5.18451,29.7903,-3.61389,8,0.0124639,-0.00696421,-4.20834
29.08,21.4264,14.9965,6.04706,0.000595022,-0.00787237,0.958885,-25.6381,-3.12967,5.08818,29.7701,-3.77261,8,0.0123237,-0.00164949,-7.76157
29.1,21.5467,14.9926,5.9883,0.00102028,-0.0212563,0.900128,-16.7126,-2.93789,5.08818,29.7489,-3.9312,8,0.0127497,-0.00653852,-4.71636
29.12,21.6657,14.9866,5.92788,0.00136748,-0.00761241,0.925684,-27.2738,-3.0213,5.00219,29.7267,-4.08965,8,0.0120418,-0.00115098,-7.87021
29.14,21.7834,14.9785,5.87116,0.00182219,-0.0216864,0.868961,-17.8515,-2.83616,5.00219,29.7034,-4.24795,8,0.0125551,-0.00614717,-4.81925
29.16,21.8998,14.9683,5.81328,0.00126461,-0.0074853,0.886615,-27.9724,-2.89378,4.92667,29.6796,-4.40616,8,0.0124401,-0.00900565,-2.76163
29.18,22.0149,14.956,5.75895,0.0017546,-0.0217818,0.832285,-18.4467,-2.71646,4.92667,29.6548,-4.56424,8,0.0129829,-0.00290365,-7.38918
29.2,22.1286,14.9418,5.70397,0.000236552,-0.00670516,0.842294,-28.248,-2.74913,4.86167,29.6292,-4.72216,8,0.0132656,-0.00750015,-4.43532
29.22,22.241,14.9256,5.65235,0.000839402,-0.02105,0.790681,-18.8321,-2.58067,4.86167,29.6024,-4.87991,8,0.0134034,-0.00209762,-8.27053
29.24,22.3522,14.9082,5.6039,0.000115374,-0.0301869,0.74223,-12.3616,-2.42253,4.86167,29.5746,-5.03748,8,0.0137883,-0.00727243,-4.99068
29.26,22.4622,14.8894,5.55509,0.00107827,-0.0116771,0.747805,-25.8056,-2.44073,4.80728,29.5457,-5.19484,8,0.0133889,-0.00180437,-8.4463
29.28,22.571,14.8689,5.50927,0.00123046,-0.024479,0.701982,-17.3488,-2.29117,4.80728,29.5157,-5.352,8,0.0138314,-0.00711228,-5.11838
29.3,22.6784,14.8467,5.46357,0.0014751,-0.00805046,0.700036,-29.0451,-2.28482,4.76353,29.4845,-5.50894,8,0.0129175,-0.00131347,-8.39246
29.32,22.7846,14.8227,5.42067,0.00195699,-0.0224259,0.657139,-19.6264,-2.14481,4.76353,29.4523,-5.66566,8,0.0134605,-0.00663736,-5.13371
29.34,22.8895,14.797,5.37838,0.00106319,-0.00615063,0.647942,-30.023,-2.11479,4.73044,29.4194,-5.82224,8,0.0133341,-0.00968008,-2.93932
29.36,22.993,14.7694,5.33867,0.0017283,-0.0210754,0.608238,-20.6066,-1.9852,4.73044,29.3856,-5.97863,8,0.0139188,-0.00309713,-7.9311
29.38,23.0955,14.7408,5.3014,0.00107637,-0.0308174,0.570967,-13.8857,-1.86356,4.73044,29.3508,-6.1348,8,0.0142324,-0.00803397,-4.76227
29.4,23.1968,14.7109,5.26504,0.00220734,-0.0115133,0.557069,-27.4825,-1.81819,4.70797,29.3149,-6.29072,8,0.0145328,-0.00225106,-8.9917
29.42,23.297,14.6795,5.2309,0.00239298,-0.0247729,0.522933,-18.8342,-1.70678,4.70797,29.2778,-6.44636,8,0.0149538,-0.00787554,-5.42187
29.44,23.3959,14.6465,5.19813,0.00246896,-0.00728275,0.502042,-30.023,-1.63859,4.69609,29.2395,-6.60171,8,0.0148179,-0.00208686,-9.31243
29.46,23.4936,14.6119,5.16737,0.00301476,-0.0220705,0.471278,-21.0662,-1.53819,4.69609,29.2,-6.75676,8,0.0152775,-0.0079219,-5.62358
29.48,23.5901,14.5757,5.1384,0.00169588,-0.00429049,0.443692,-30.023,-1.44815,4.69471,29.1593,-6.9115,8,0.0147203,-0.00183711,-9.38366
29.5,23.6854,14.5379,5.11122,0.0025065,-0.0197125,0.416504,-22.1097,-1.35941,4.69471,29.1174,-7.06591,8,0.015245,-0.00774619,-5.69447
29.52,23.7797,14.4991,5.08569,0.00200268,-0.0299901,0.390982,-15.2236,-1.27611,4.69471,29.0743,-7.21998,8,0.0143347,-0.00130263,-9.4209
29.54,23.8729,14.4591,5.06229,0.00224551,-0.0101937,0.358561,-27.9513,-1.17029,4.70373,29.0299,-7.37372,8,0.0149722,-0.0072883,-5.76779
29.56,23.9651,14.4177,5.04032,0.00254806,-0.0234517,0.336589,-19.5108,-1.09858,4.70373,28.9849,-7.52724,8,0.0148565,-0.0107183,-3.31266
29.58,24.0561,14.3749,5.02087,0.00147365,-0.00546476,0.297884,-30.023,-0.972251,4.72299,28.9388,-7.68046,8,0.0158622,-0.00349406,-9.08664
29.6,24.1461,14.3306,5.00262,0.00217567,-0.019859,0.279631,-21.1929,-0.912675,4.72299,28.8916,-7.83334,8,0.0162118,-0.00914104,-5.44344
29.62,24.2351,14.2854,4.98548,0.00167031,-0.0295918,0.262496,-14.7405,-0.856748,4.72299,28.8431,-7.98581,8,0.01712,-0.00293101,-10.4653
29.64,24.3233,14.2391,4.9712,0.00203741,-0.00949434,0.21888,-27.3681,-0.714392,4.75232,28.7933,-8.13786,8,0.0175294,-0.00943079,-6.2594
29.66,24.4104,14.1915,4.95778,0.00238701,-0.0223804,0.205467,-19.3111,-0.670616,4.75232,28.7421,-8.28946,8,0.0181593,-0.00331473,-11.0041
29.68,24.4965,14.1426,4.94759,0.00132126,-0.00448044,0.156092,-29.6023,-0.509461,4.7915,28.6896,-8.44057,8,0.0185237,-0.0101139,-6.54525
29.7,24.5816,14.0922,4.93803,0.00208203,-0.018527,0.146527,-20.989,-0.478243,4.7915,28.6356,-8.5912,8,0.0188893,-0.00375191,-11.2531
29.72,24.6659,14.041,4.92905,0.00167428,-0.0281369,0.137548,-14.7332,-0.448937,4.7915,28.5802,-8.74131,8,0.0192161,-0.0106811,-6.66931
29.74,24.7494,13.9887,4.92361,0.00181198,-0.00831075,0.0833051,-26.7245,-0.271896,4.84031,28.5234,-8.89089,8,0.0193978,-0.00399498,-11.4577
29.76,24.832,13.9351,4.91851,0.00223547,-0.0208714,0.0782004,-19.0129,-0.255235,4.84031,28.4652,-9.03992,8,0.0197214,-0.0110443,-6.78386
29.78,24.9136,13.8802,4.91728,0.000846362,-0.0031977,0.0188167,-28.6355,-0.0614152,4.89846,28.4055,-9.18838,8,0.0198123,-0.00405682,-11.7124
29.8,24.9943,13.824,4.91613,0.00168708,-0.016797,0.0176637,-20.4757,-0.0576519,4.89846,28.3444,-9.33626,8,0.0201609,-0.0112696,-6.93962
29.82,25.0743,13.7669,4.91504,0.00139708,-0.026197,0.0165813,-14.4754,-0.0541191,4.89846,28.2819,-9.48352,8,0.0202486,-0.0040324,-12.0443
29.84,25.1536,13.7087,4.91815,0.00103213,-0.00679169,-0.0475266,-25.5955,0.15512,4.96567,28.2178,-9.63014,8,0.0206343,-0.0114602,-7.14444
29.86,25.232,13.6493,4.92106,0.00155681,-0.0188725,-0.0446143,-18.3411,0.145615,4.96567,28.1523,-9.7761,8,0.0207973,-0.00402588,-12.4542
29.88,25.3096,13.5886,4.92845,-0.000359027,-0.00151073,-0.113172,-27.1495,0.369376,5.04162,28.0852,-9.92137,8,0.0212165,-0.0117129,-7.39104
29.9,25.3863,13.5266,4.93538,0.000602474,-0.0144981,-0.106237,-19.5704,0.346742,5.04162,28.0166,-10.0659,8,0.0215271,-0.00412664,-12.9348
29.92,25.4625,13.4637,4.94189,0.000476,-0.0235676,-0.0997269,-13.9239,0.325495,5.04162,27.9465,-10.2097,8,0.0219625,-0.0121061,-7.6689
29.94,25.538,13.3998,4.95317,-0.000516829,-0.00471006,-0.172784,-24.0737,0.563943,5.12595,27.8748,-10.3527,8,0.0224896,-0.00440579,-13.4788
29.96,25.6127,13.3346,4.96376,0.000163568,-0.0161999,-0.162197,-17.371,0.529387,5.12595,27.8014,-10.4949,8,0.0229137,-0.0127009,-7.96853
29.98,25.687,13.2685,4.9737,-0.000124115,-0.0242221,-0.152258,-12.296,0.496947,5.12595,27.7264,-10.6363,8,0.0237264,-0.00491963,-14.0805
30,25.7606,13.2015,4.98869,2.95656e-05,-0.00556682,-0.229631,-23.0399,0.749484,5.21832,27.6498,-10.7767,8,0.0241028,-0.0135462,-8.28251
30.02,25.8336,13.1332,5.00276,0.000607334,-0.0165902,-0.21556,-16.5881,0.703558,5.21832,27.5714,-10.9162,8,0.0252724,-0.00571455,-14.7366
30.04,25.9058,13.0637,5.02209,-0.000760447,-0.000370033,-0.296231,-24.8691,0.966855,5.31832,27.4914,-11.0548,8,0.0255581,-0.0146822,-8.6052
30.06,25.9773,12.9929,5.04025,0.000243319,-0.0124649,-0.278079,-17.9802,0.907609,5.31832,27.4096,-11.1923,8,0.0271593,-0.00683101,-15.4451
30.08,26.0483,12.9211,5.05729,0.000211507,-0.0209515,-0.261039,-12.7854,0.851993,5.31832,27.326,-11.3287,8,0.0273048,-0.0161448,-8.93214
30.1,26.1187,12.8481,5.07985,-0.000390067,-0.0037045,-0.345723,-22.0964,1.12839,5.42558,27.2407,-11.464,8,0.0294168,-0.00830636,-16.205
30.12,26.1884,12.774,5.10104,0.000305968,-0.0144556,-0.324538,-15.9141,1.05925,5.42558,27.1528,-11.5977,8,0.0292143,-0.00346347,-19.5843
30.14,26.2578,12.6989,5.12093,7.20033e-05,-0.0219557,-0.304651,-11.2055,0.994338,5.42558,27.0626,-11.7299,8,0.0298285,-0.015396,-11.3849
30.16,26.3266,12.6227,5.14658,0.000455096,-0.00500856,-0.393074,-20.9871,1.28294,5.53966,26.9705,-11.8607,8,0.0296763,-0.00699868,-17.2675
30.18,26.3948,12.5453,5.17067,0.0010019,-0.0152648,-0.368987,-15.0243,1.20432,5.53966,26.8765,-11.9902,8,0.0299185,-0.0174187,-9.97281
30.2,26.4624,12.4666,5.20066,-0.000103725,-0.00058317,-0.459476,-22.477,1.49967,5.66014,26.7807,-12.1183,8,0.0305828,-0.00803709,-17.2065
30.22,26.5292,12.3865,5.22882,0.000812221,-0.0117651,-0.431321,-16.1447,1.40777,5.66014,26.683,-12.245,8,0.0307394,-0.0183797,-9.90024
30.24,26.5956,12.3054,5.25525,0.000738296,-0.0195583,-0.404891,-11.3485,1.32151,5.66014,26.5834,-12.3703,8,0.0324803,-0.00901117,-18.0386
30.26,26.6615,12.2231,5.28781,0.000330945,-0.00397619,-0.498775,-19.7689,1.62793,5.78658,26.482,-12.494,8,0.0325228,-0.0197772,-10.297
30.28,26.7268,12.1395,5.31837,0.000922239,-0.013834,-0.468211,-14.0874,1.52818,5.78658,26.3787,-12.6162,8,0.0354186,-0.0107769,-19.1827
30.3,26.7918,12.0549,5.34706,0.000628805,-0.0206288,-0.439521,-9.76021,1.43453,5.78658,26.2725,-12.7359,8,0.0360448,-0.00591475,-23.4558
30.32,26.8563,11.9692,5.38208,0.00116904,-0.0053729,-0.536454,-18.6494,1.75091,5.91854,26.164,-12.8535,8,0.036477,-0.0199186,-13.2959
30.34,26.9202,11.8822,5.41495,0.00159654,-0.0147287,-0.503582,-13.1681,1.64362,5.91854,26.0534,-12.9691,8,0.0375936,-0.0109364,-20.8356
30.36,26.9834,11.7938,5.45421,0.000758673,-0.00157287,-0.60133,-19.9055,1.96266,6.05554,25.9407,-13.0827,8,0.0374387,-0.0231936,-11.6863
30.38,27.0461,11.704,5.49105,0.00151241,-0.0117531,-0.564482,-14.097,1.84239,6.05554,25.8261,-13.1944,8,0.0399104,-0.0133782,-20.9383
30.4,27.1083,11.6131,5.52564,0.0013259,-0.0187318,-0.529892,-9.7058,1.72949,6.05554,25.7087,-13.3031,8,0.0401708,-0.00804842,-25.3703
30.42,27.1701,11.521,5.56679,0.00121178,-0.00479494,-0.630327,-17.4077,2.0573,6.19712,25.589,-13.4092,8,0.0404128,-0.02299,-14.1515
30.44,27.2313,11.4275,5.60541,0.00164077,-0.013725,-0.591702,-12.1785,1.93123,6.19712,25.4673,-13.513,8,0.0415362,-0.0131358,-22.4568
30.46,27.2919,11.3327,5.6506,0.000244027,-0.00140076,-0.692201,-18.0696,2.25925,6.3428,25.3436,-13.6145,8,0.0411861,-0.0261978,-12.4304
30.48,27.3518,11.2364,5.69302,0.000984725,-0.0108659,-0.649785,-12.6962,2.12081,6.3428,25.218,-13.7136,8,0.0440665,-0.0157073,-22.6603
30.5,27.4114,11.1389,5.73283,0.000822652,-0.0172971,-0.609968,-8.64134,1.99085,6.3428,25.0897,-13.8092,8,0.044752,-0.0105292,-27.5325
30.52,27.4706,11.0401,5.77936,0.000249362,-0.00415507,-0.712746,-15.6172,2.3263,6.4921,24.9591,-13.9017,8,0.0447212,-0.0264636,-15.0504
30.54,27.5292,10.94,5.82303,0.000710285,-0.0123804,-0.669071,-10.8361,2.18375,6.4921,24.8267,-13.9915,8,0.0464987,-0.0163438,-24.2796
