t,p6_x,p6_y,p6_v,p6_cte,p6_he,p6_ve,p6_steer_deg,p6_accel,p6_v_ref,p4_x,p4_y,p4_v,p4_cte,p4_he,p4_steer_deg
8.18,26.07,-12.9022,6.39324,0.00233692,-0.0103323,0.967658,-22.326,-3.1583,5.42558,20.7026,-15.0294,8,0.0473363,-0.0208068,-21.741
8.2,25.9804,-12.9926,6.33394,0.00231604,-0.022189,0.908363,-14.1189,-2.96477,5.42558,20.5431,-15.0167,8,0.0457551,-0.0328591,-11.4962
8.22,25.8904,-13.0808,6.27171,0.00158386,-0.00960765,0.953381,-23.0942,-3.1117,5.31832,20.3838,-15.0014,8,0.0463873,-0.0213893,-20.5153
8.24,25.7998,-13.1667,6.21329,0.00169167,-0.0218039,0.894961,-14.7756,-2.92102,5.31832,20.225,-14.9821,8,0.0444622,-0.0149956,-23.8832
8.26,25.7087,-13.2503,6.15232,0.000587114,-0.0086002,0.933999,-23.8286,-3.04844,5.21832,20.0666,-14.9598,8,0.0435288,-0.0285445,-12.8786
8.28,25.6171,-13.3316,6.09508,0.000852932,-0.0211224,0.876767,-15.4326,-2.86164,5.21832,19.9085,-14.9347,8,0.041904,-0.0178529,-19.4286
8.3,25.5251,-13.4107,6.0357,-0.000690991,-0.00726643,0.909744,-24.5175,-2.96928,5.12595,19.7509,-14.907,8,0.0406401,-0.0287674,-10.4359
8.32,25.4326,-13.4874,5.97995,-0.000234805,-0.0200975,0.853998,-16.0834,-2.78733,5.12595,19.5938,-14.8771,8,0.039915,-0.0175224,-18.0309
8.34,25.3402,-13.5625,5.92762,-0.00102232,-0.028087,0.801667,-10.2683,-2.61653,5.12595,19.4371,-14.8448,8,0.0386812,-0.0276561,-9.70403
8.36,25.2477,-13.6357,5.87333,0.000326155,-0.0114752,0.831712,-23.0739,-2.71459,5.04162,19.2809,-14.8102,8,0.0387788,-0.0169446,-17.5621
8.38,25.1548,-13.7069,5.82236,0.000389273,-0.0232545,0.780747,-15.2126,-2.54825,5.04162,19.1251,-14.7734,8,0.0375725,-0.0268229,-9.46399
8.4,25.0617,-13.7759,5.76987,0.0014279,-0.00870333,0.804196,-26.6195,-2.62478,4.96567,18.97,-14.7344,8,0.0382388,-0.0168341,-17.2562
8.42,24.9682,-13.8426,5.72059,0.00175385,-0.0222309,0.754917,-17.6338,-2.46394,4.96567,18.8154,-14.6932,8,0.0369812,-0.0265114,-9.27479
8.44,24.8743,-13.9071,5.67021,0.00200731,-0.00801978,0.77175,-28.2197,-2.51888,4.89846,18.6613,-14.6499,8,0.037958,-0.0171416,-16.8619
8.46,24.78,-13.9693,5.62292,0.00240746,-0.022235,0.724459,-18.771,-2.36453,4.89846,18.5082,-14.6037,8,0.0361357,-0.0117409,-19.4068
8.48,24.6854,-14.0293,5.57497,0.0016779,-0.00750899,0.734658,-28.8406,-2.39782,4.84031,18.3558,-14.5549,8,0.0354063,-0.022907,-10.671
8.5,24.5905,-14.0869,5.52995,0.00215303,-0.0219326,0.68964,-19.3253,-2.25089,4.84031,18.2041,-14.5041,8,0.0331015,-0.013881,-15.3015
8.52,24.4954,-14.1424,5.4847,0.000364424,-0.00634462,0.693196,-28.9977,-2.26249,4.7915,18.053,-14.4514,8,0.0321459,-0.0225736,-8.34506
8.54,24.4,-14.1957,5.44222,0.000989338,-0.0207861,0.650719,-19.6385,-2.12385,4.7915,17.9025,-14.397,8,0.0299683,-0.0127054,-13.6155
8.56,24.3047,-14.2474,5.40235,0.000318517,-0.0301545,0.610844,-13.1295,-1.99371,4.7915,17.7527,-14.3409,8,0.0291928,-0.0204985,-7.49187
8.58,24.2093,-14.2974,5.36251,0.000773054,-0.0110803,0.610199,-26.2581,-1.9916,4.75232,17.6034,-14.2832,8,0.0272146,-0.01075,-12.8143
8.6,24.1139,-14.3454,5.32512,0.000990289,-0.0238958,0.572807,-17.9396,-1.86956,4.75232,17.4548,-14.224,8,0.0267018,-0.0181983,-7.16391
8.62,24.0182,-14.3915,5.28823,0.000608685,-0.00678326,0.565238,-29.3165,-1.84486,4.72299,17.3068,-14.1632,8,0.0248214,-0.00883741,-12.2797
8.64,23.9225,-14.4355,5.25359,0.00121582,-0.0211052,0.530602,-20.1439,-1.73181,4.72299,17.1594,-14.101,8,0.0245548,-0.0160888,-6.97644
8.66,23.8265,-14.4775,5.2199,-0.000402585,-0.00400065,0.516169,-30.023,-1.6847,4.70373,17.0126,-14.0373,8,0.0226387,-0.007123,-11.7759
8.68,23.7304,-14.5175,5.18827,0.000469565,-0.0188988,0.484539,-21.1303,-1.58147,4.70373,16.8665,-13.9722,8,0.0225886,-0.0141805,-6.79172
8.7,23.6344,-14.556,5.15858,5.22964e-05,-0.0288256,0.454848,-14.5226,-1.48456,4.70373,16.7207,-13.9063,8,0.0216805,-0.0178476,-3.54099
8.72,23.5383,-14.5929,5.13015,0.000238394,-0.00893448,0.435439,-27.5138,-1.42121,4.69471,16.5754,-13.8393,8,0.0222774,-0.00849562,-10.5695
8.74,23.4422,-14.6279,5.10347,0.000684848,-0.022131,0.408756,-19.1966,-1.33412,4.69471,16.4306,-13.7711,8,0.0220028,-0.0147276,-6.0034
8.76,23.3459,-14.6612,5.07851,-0.000325585,-0.00408603,0.382417,-30.023,-1.24815,4.69609,16.2865,-13.7016,8,0.0223006,-0.00726725,-11.5117
8.78,23.2496,-14.6925,5.05507,0.00053938,-0.018642,0.358983,-21.1978,-1.17167,4.69609,16.1431,-13.6307,8,0.0221062,-0.0140983,-6.57564
8.8,23.1533,-14.7225,5.03307,0.000170166,-0.0284775,0.336986,-14.7478,-1.09987,4.69609,16.0003,-13.5585,8,0.021756,-0.00715434,-11.2025
8.82,23.0569,-14.751,5.01315,0.000738497,-0.00832083,0.305183,-27.8449,-0.996075,4.70797,15.8582,-13.4849,8,0.0215297,-0.0137862,-6.38552
8.84,22.9605,-14.7778,4.99445,0.00123043,-0.0215322,0.286483,-19.6179,-0.935039,4.70797,15.7168,-13.4102,8,0.0204733,-0.00683933,-10.4364
8.86,22.864,-14.8028,4.97827,0.00037896,-0.00321567,0.247839,-30.023,-0.808911,4.73044,15.576,-13.3342,8,0.0202694,-0.0130261,-5.96018
8.88,22.7673,-14.826,4.96309,0.00129331,-0.017835,0.232652,-21.6555,-0.759343,4.73044,15.4358,-13.2571,8,0.0185515,-0.00593943,-9.56682
8.9,22.6706,-14.848,4.94883,0.000986069,-0.0278103,0.218396,-15.2018,-0.712813,4.73044,15.2962,-13.1789,8,0.0184674,-0.0116649,-5.51867
8.92,22.5739,-14.8685,4.93748,0.00138238,-0.00772986,0.173942,-27.8034,-0.567723,4.76353,15.157,-13.1,8,0.0176882,-0.0146277,-2.8622
8.94,22.4771,-14.8874,4.92682,0.00190143,-0.0208342,0.163284,-19.7321,-0.532935,4.76353,15.0182,-13.0204,8,0.0175019,-0.00681054,-8.16255
8.96,22.3802,-14.9046,4.91949,0.000669742,-0.00282794,0.112209,-29.9252,-0.366234,4.80728,14.8799,-12.9399,8,0.0172917,-0.0116349,-4.65421
8.98,22.2831,-14.92,4.91262,0.00159123,-0.0170434,0.105333,-21.3242,-0.343792,4.80728,14.7422,-12.8584,8,0.0165289,-0.00505976,-8.64921
9,22.1859,-14.9343,4.90616,0.00133293,-0.0268342,0.0988786,-15.0685,-0.322726,4.80728,14.6051,-12.7759,8,0.0165117,-0.0102684,-5.02318
9.02,22.0887,-14.9472,4.90344,0.00110749,-0.00676328,0.0417626,-26.889,-0.136307,4.86167,14.4686,-12.6925,8,0.0149846,-0.00394894,-8.22991
9.04,21.9913,-14.9586,4.90088,0.00168807,-0.0194314,0.0392035,-19.2321,-0.127955,4.86167,14.3326,-12.6081,8,0.0151058,-0.00897272,-4.84574
9.06,21.8938,-14.9683,4.90246,-0.000254181,-0.00136082,-0.0242076,-28.6244,0.0790101,4.92667,14.197,-12.5233,8,0.0146097,-0.0116652,-2.60143
9.08,21.796,-14.9765,4.90394,0.000775279,-0.0150054,-0.0227242,-20.5901,0.0741686,4.92667,14.0618,-12.4377,8,0.0141668,-0.00477073,-7.04674
9.1,21.6982,-14.9835,4.90533,0.00066964,-0.0245109,-0.0213317,-14.6621,0.0696238,4.92667,13.9271,-12.3514,8,0.014166,-0.00902551,-4.10676
9.12,21.6002,-14.9892,4.91127,-0.000419115,-0.0046407,-0.0909258,-25.4646,0.296769,5.00219,13.7929,-12.2643,8,0.0130147,-0.00308263,-7.33959
9.14,21.502,-14.9935,4.91684,0.00032902,-0.0167344,-0.0853542,-18.3786,0.278584,5.00219,13.6592,-12.1763,8,0.0132125,-0.00760861,-4.36753
9.16,21.4037,-14.9968,4.92207,6.7619e-05,-0.025179,-0.0801239,-13.0472,0.261513,5.00219,13.5258,-12.0879,8,0.0128508,-0.0100767,-2.38493
9.18,21.3052,-14.9989,4.93225,4.46991e-05,-0.00536134,-0.155928,-24.4312,0.508927,5.08818,13.3929,-11.9989,8,0.0125432,-0.00384362,-6.47435
9.2,21.2064,-14.9995,4.9418,0.000707183,-0.0169807,-0.146373,-17.6264,0.477741,5.08818,13.2604,-11.9092,8,0.0126178,-0.00779014,-3.81013
9.22,21.1074,-14.9987,4.95668,-0.00108233,0.000399257,-0.227832,-26.3486,0.743612,5.18451,13.1284,-11.8188,8,0.011504,-0.00238239,-6.69611
9.24,21.0082,-14.9964,4.97064,5.53839e-05,-0.0123352,-0.213871,-19.1034,0.698045,5.18451,12.997,-11.7276,8,0.0117492,-0.00654409,-4.01721
9.26,20.9087,-14.9929,4.98374,0.000116184,-0.0213006,-0.200766,-13.6677,0.655271,5.18451,12.8658,-11.636,8,0.0114774,-0.00884367,-2.22227
9.28,20.809,-14.9882,5.00257,-0.00104539,-0.00268374,-0.288494,-23.3918,0.941602,5.29107,12.735,-11.5438,8,0.0109915,-0.00309726,-5.82892
9.3,20.7089,-14.9822,5.02025,-0.000182543,-0.013999,-0.270815,-16.9521,0.883903,5.29107,12.6046,-11.451,8,0.0111242,-0.00668296,-3.46267
9.32,20.6086,-14.9751,5.03685,-0.000285714,-0.0219533,-0.254221,-12.0542,0.82974,5.29107,12.4745,-11.3579,8,0.0108144,-0.00862945,-1.88132
9.34,20.508,-14.9669,5.05957,-0.000610212,-0.00354082,-0.348149,-22.1623,1.13631,5.40772,12.3448,-11.2642,8,0.010964,-0.00329728,-5.70253
9.36,20.407,-14.9573,5.08091,0.000152374,-0.0143204,-0.326816,-16.0143,1.06668,5.40772,12.2155,-11.17,8,0.011031,-0.00677536,-3.35898
9.38,20.3057,-14.9467,5.10093,-1.51432e-05,-0.021872,-0.30679,-11.3238,1.00132,5.40772,12.0867,-11.0751,8,0.0102547,-0.0022032,-5.92779
9.4,20.2041,-14.9349,5.12749,0.000473801,-0.00418497,-0.406839,-21.5307,1.32787,5.53433,11.9583,-10.9796,8,0.0104406,-0.00587393,-3.54457
9.42,20.1022,-14.9218,5.15242,0.00114015,-0.0147225,-0.381909,-15.4702,1.2465,5.53433,11.8302,-10.8837,8,0.0101717,-0.00788939,-1.94794
9.44,19.9999,-14.9072,5.18418,-0.000189085,0.000586999,-0.486558,-23.0423,1.58806,5.67074,11.7025,-10.7874,8,0.00973418,-0.00291178,-5.05654
9.46,19.8971,-14.8912,5.214,0.000876887,-0.0109038,-0.456743,-16.6136,1.49074,5.67074,11.5751,-10.6905,8,0.00981373,-0.00600639,-2.98936
9.48,19.794,-14.874,5.24199,0.000927143,-0.0189552,-0.428755,-11.745,1.3994,5.67074,11.448,-10.5933,8,0.00951253,-0.00767101,-1.60904
9.5,19.6904,-14.8555,5.27721,2.25925e-05,-0.00268455,-0.53959,-20.1089,1.76115,5.8168,11.3212,-10.4957,8,0.00947435,-0.00295983,-4.84733
9.52,19.5864,-14.8357,5.31027,0.000780258,-0.0127595,-0.506526,-14.4094,1.65323,5.8168,11.1949,-10.3976,8,0.00951999,-0.00591203,-2.85203
9.54,19.482,-14.8149,5.34131,0.000633174,-0.019759,-0.475487,-10.0609,1.55192,5.8168,11.0689,-10.299,8,0.00856695,-0.00178891,-4.96459
9.56,19.377,-14.7928,5.37998,0.000413364,-0.00375627,-0.592371,-18.7301,1.93342,5.97235,10.9433,-10.1999,8,0.00875273,-0.00487884,-2.98484
9.58,19.2717,-14.7694,5.41628,0.00104522,-0.0132277,-0.556073,-13.326,1.81494,5.97235,10.8179,-10.1004,8,0.00855444,-0.00658981,-1.65383
9.6,19.1658,-14.745,5.45035,0.000812221,-0.0197499,-0.521998,-9.20494,1.70373,5.97235,10.6929,-10.0006,8,0.00781315,-0.0020997,-4.1813
9.62,19.0594,-14.7193,5.49244,0.00131561,-0.00448638,-0.644801,-17.9542,2.10454,6.13724,10.5682,-9.90038,8,0.0079539,-0.00469534,-2.50803
9.64,18.9525,-14.6923,5.53196,0.00183842,-0.0136538,-0.605289,-12.6543,1.97558,6.13724,10.4437,-9.79988,8,0.00777254,-0.00612615,-1.38314
9.66,18.8451,-14.6638,5.57971,0.000662626,-0.000510479,-0.731617,-19.0215,2.3879,6.31133,10.3194,-9.69904,8,0.0073082,-0.00185522,-3.97683
9.68,18.7372,-14.6338,5.62454,0.00153768,-0.0104395,-0.686786,-13.4561,2.24157,6.31133,10.1956,-9.59779,8,0.0074638,-0.00433447,-2.3957
9.7,18.6286,-14.6026,5.66663,0.00147458,-0.0172483,-0.644702,-9.24751,2.10421,6.31133,10.0719,-9.4963,8,0.00731095,-0.00571096,-1.33065
9.72,18.5195,-14.5701,5.71736,0.000751359,-0.00336236,-0.77711,-16.3774,2.53638,6.49447,9.94845,-9.39447,8,0.00704718,-0.00174622,-3.87108
9.74,18.4098,-14.5362,5.76498,0.00133645,-0.0119767,-0.729491,-11.4509,2.38096,6.49447,9.82536,-9.29225,8,0.00719332,-0.00415707,-2.32969
9.76,18.2995,-14.5013,5.80968,0.00109123,-0.0177907,-0.68479,-7.72352,2.23506,6.49447,9.70246,-9.18981,8,0.0070397,-0.00549328,-1.29172
9.78,18.1885,-14.465,5.86341,0.00110135,-0.00428106,-0.823112,-15.1793,2.68652,6.68652,9.57983,-9.08704,8,0.00689455,-0.00179519,-3.74146
9.8,18.077,-14.4273,5.91384,0.00156478,-0.0123583,-0.772674,-10.4909,2.5219,6.68652,9.45752,-8.98389,8,0.00700908,-0.00411264,-2.23953
9.82,17.9647,-14.3881,5.9735,0.000109655,-0.000664372,-0.913866,-15.8832,2.98273,6.88737,9.33539,-8.88052,8,0.00683641,-0.00538525,-1.23025
9.84,17.8518,-14.3473,6.0295,0.000920501,-0.00933594,-0.857867,-11.0376,2.79996,6.88737,9.21352,-8.77685,8,0.00675037,-0.00190357,-3.57684
9.86,17.7382,-14.3054,6.08207,0.000860769,-0.0151616,-0.805299,-7.39959,2.62838,6.88737,9.09196,-8.67282,8,0.00682678,-0.00410337,-2.12594
9.88,17.6239,-14.2621,6.14207,1.02281e-05,-0.00289204,-0.954829,-13.6057,3,7.09689,8.97057,-8.56858,8,0.00663175,-0.00529663,-1.15356
9.9,17.5089,-14.2172,6.20058,0.000581124,-0.0103956,-0.89632,-9.32156,2.92546,7.09689,8.84943,-8.46406,8,0.00656546,-0.00199574,-3.39045
9.92,17.3931,-14.1713,6.2555,0.000381932,-0.0153412,-0.841396,-6.11886,2.7462,7.09689,8.72858,-8.3592,8,0.00660824,-0.00406687,-2.00169
9.94,17.2766,-14.1241,6.3155,0.000401464,-0.00357057,-0.999075,-12.6956,3,7.31457,8.6079,-8.25415,8,0.00639651,-0.00517702,-1.07324
9.96,17.1595,-14.0753,6.3755,0.00086873,-0.0106589,-0.939075,-8.57583,3,7.31457,8.48745,-8.14883,8,0.00632391,-0.00203518,-3.1949
9.98,17.0416,-14.025,6.4355,-0.000366974,-0.000555647,-1.09506,-13.3001,3,7.53056,8.36728,-8.0432,8,0.0063425,-0.00397659,-1.87642
10,16.9232,-13.9732,6.4955,0.000405756,-0.00816981,-1.03506,-9.03352,3,7.53056,8.24726,-7.93738,8,0.00612332,-0.00500742,-0.99657
10.02,16.804,-13.92,6.5555,0.000363832,-0.0131498,-0.97506,-5.88222,3,7.53056,8.12746,-7.83132,8,0.0060265,-0.00201164,-2.99789
10.04,16.6841,-13.8656,6.6155,-0.000165039,-0.00260773,-1.10988,-11.4352,3,7.72538,8.00793,-7.72497,8,0.00603154,-0.00382751,-1.75516
10.06,16.5635,-13.8096,6.6755,0.000365361,-0.00920196,-1.04988,-7.62984,3,7.72538,7.88854,-7.61845,8,0.00581462,-0.00478607,-0.926719
10.08,16.4422,-13.7524,6.7355,0.000176204,-0.01341,-0.989883,-4.84252,3,7.72538,7.76936,-7.5117,8,0.00568092,-0.00192821,-2.80341
10.1,16.3202,-13.694,6.7955,0.000575482,-0.00342435,-1.07547,-10.7821,3,7.87096,7.65042,-7.40468,8,0.0056823,-0.00362477,-1.6399
10.12,16.1975,-13.634,6.8555,0.000972898,-0.00968869,-1.01547,-7.06301,3,7.87096,7.53162,-7.2975,8,0.00547642,-0.00451888,-0.864422
10.14,16.0743,-13.5724,6.9155,0.00024717,-0.00121029,-1.04147,-11.3111,3,7.95697,7.41302,-7.19011,8,0.0052969,-0.00179342,-2.61331
10.16,15.9506,-13.5093,6.9755,0.000870638,-0.00792397,-0.98147,-7.43475,3,7.95697,7.29465,-7.08246,8,0.00530308,-0.00337735,-1.53108
10.18,15.8261,-13.445,7.0355,0.00073416,-0.0121351,-0.92147,-4.63941,3,7.95697,7.1764,-6.97467,8,0.00511559,-0.0042144,-0.809259
10.2,15.701,-13.3793,7.09408,0.000732699,-0.00325119,-0.897344,-9.73489,2.9288,7.99142,7.05834,-6.86668,8,0.00488429,-0.00161736,-2.42848
10.22,15.5754,-13.3121,7.14906,0.00109152,-0.00902706,-0.842357,-6.24844,2.74933,7.99142,6.94049,-6.75846,8,0.00490209,-0.00309507,-1.42845
10.24,15.4494,-13.2435,7.20121,5.98842e-05,-0.00126078,-0.798795,-9.9335,2.60715,8,6.82277,-6.65011,8,0.00473875,-0.00388154,-0.760372
10.26,15.323,-13.1734,7.25015,0.000638655,-0.00728233,-0.749847,-6.41895,2.44739,8,6.70521,-6.54157,8,0.00445232,-0.00141004,-2.24935
10.28,15.1961,-13.1023,7.2961,0.000514679,-0.0109753,-0.703898,-3.92133,2.29742,8,6.58786,-6.43281,8,0.00448692,-0.00278744,-1.33152
10.3,15.0689,-13.03,7.33923,0.00025715,-0.00277279,-0.660766,-8.51395,2.15665,8,6.47062,-6.32393,8,0.00435202,-0.00352883,-0.716791
10.32,14.9415,-12.9564,7.37972,0.000634023,-0.00792529,-0.620276,-5.39931,2.02449,8,6.35354,-6.21488,8,0.00400943,-0.00118084,-2.07617
10.34,14.8138,-12.8815,7.41773,-0.000552535,-0.000721242,-0.582267,-8.69882,1.90044,8,6.23664,-6.10563,8,0.00406454,-0.00246328,-1.23975
10.36,14.6861,-12.8054,7.45341,6.33638e-05,-0.00610952,-0.546587,-5.58743,1.78398,8,6.11986,-5.99626,8,0.00396099,-0.0031641,-0.677568
10.38,14.558,-12.7284,7.48691,3.43285e-05,-0.0093931,-0.513094,-3.39598,1.67467,8,6.00322,-5.88674,8,0.00356331,-0.000938351,-1.90913
10.4,14.4299,-12.6503,7.51835,-0.000399302,-0.0018491,-0.481653,-7.53027,1.57205,8,5.88675,-5.77703,8,0.00364125,-0.00213064,-1.15263
10.42,14.3017,-12.5712,7.54786,5.87514e-05,-0.00650734,-0.452139,-4.77198,1.47572,8,5.77039,-5.66722,8,0.0035707,-0.00279448,-0.641817
10.44,14.1733,-12.4913,7.57557,-4.41402e-05,-0.00929035,-0.424433,-2.84441,1.38529,8,5.65416,-5.55726,8,0.00312096,-0.000690438,-1.74839
10.46,14.0448,-12.4105,7.60158,0.000350657,-0.00227808,-0.398425,-7.30649,1.3004,8,5.53809,-5.44713,8,0.00322278,-0.00179689,-1.06966
10.48,13.9164,-12.3286,7.62599,0.000710771,-0.00677939,-0.374011,-4.56326,1.22072,8,5.42212,-5.3369,8,0.00318572,-0.00242649,-0.608721
10.5,13.7881,-12.2457,7.64891,0.000135899,-0.000797146,-0.351092,-7.64477,1.14592,8,5.30627,-5.22654,8,0.00268871,-0.000444251,-1.59407
10.52,13.6599,-12.1618,7.67042,0.000655543,-0.00558235,-0.329578,-4.82082,1.0757,8,5.19057,-5.11602,8,0.00281433,-0.00146869,-0.990394
10.54,13.5318,-12.0772,7.69062,0.000590583,-0.00842709,-0.309383,-2.86251,1.00978,8,5.07497,-5.00541,8,0.00281021,-0.00206603,-0.577532
10.56,13.4036,-11.9917,7.70958,0.000524718,-0.00208128,-0.290425,-6.61253,0.947905,8,4.95941,-4.89475,8,0.00273327,-0.00237884,-0.302446
10.58,13.2757,-11.9053,7.72737,0.00085687,-0.00618062,-0.272628,-4.10106,0.88982,8,4.84395,-4.78398,8,0.00265634,-0.000572405,-1.49774
10.6,13.1479,-11.8181,7.74408,-0.00015262,-0.000536057,-0.255922,-6.68922,0.835294,8,4.72863,-4.67307,8,0.00274579,-0.00152132,-0.917395
10.62,13.0203,-11.73,7.75976,0.000365293,-0.00477369,-0.24024,-4.22069,0.78411,8,4.6134,-4.56207,8,0.00271605,-0.00206229,-0.523026
10.64,12.8928,-11.6413,7.77448,0.000359026,-0.00729786,-0.225519,-2.51211,0.736062,8,4.49828,-4.45095,8,0.00254846,-0.00050385,-1.47653
10.66,12.7655,-11.5518,7.7883,-0.000180737,-0.00129157,-0.2117,-5.73586,0.690958,8,4.3833,-4.33969,8,0.00262897,-0.00143567,-0.900868
10.68,12.6383,-11.4617,7.80127,0.000226967,-0.00491743,-0.198727,-3.59331,0.648618,8,4.26839,-4.22834,8,0.0025927,-0.00196352,-0.510347
10.7,12.5112,-11.371,7.81345,0.000185445,-0.00705386,-0.18655,-2.11565,0.608872,8,4.1536,-4.11689,8,0.00232451,-0.000504154,-1.31631
10.72,12.3842,-11.2797,7.82488,0.000176345,-0.00141555,-0.175119,-5.53364,0.571562,8,4.03892,-4.00531,8,0.00239229,-0.00133297,-0.801306
10.74,12.2575,-11.1876,7.83561,0.000535779,-0.0049041,-0.164388,-3.44193,0.536539,8,3.92432,-3.89366,8,0.00235635,-0.00180074,-0.452255
10.76,12.1311,-11.0949,7.84569,-0.000401491,3.22518e-05,-0.154315,-5.69185,0.503661,8,3.80981,-3.78191,8,0.00201405,-0.000422933,-1.1436
10.78,12.0049,-11.0015,7.85514,0.000132139,-0.00363607,-0.144859,-3.60958,0.472798,8,3.69541,-3.67006,8,0.0020826,-0.00114762,-0.70064
10.8,11.8788,-10.9075,7.86402,0.000204823,-0.00584047,-0.135982,-2.1684,0.443826,8,3.58107,-3.55813,8,0.00206011,-0.00156088,-0.399562
10.82,11.753,-10.8131,7.87235,-0.000432044,-0.000598311,-0.12765,-4.88272,0.41663,8,3.46676,-3.44618,8,0.00198797,-0.00176829,-0.200532
10.84,11.6274,-10.718,7.88017,6.89862e-06,-0.00374115,-0.119828,-3.08347,0.3911,8,3.35253,-3.33415,8,0.00191232,-0.000514911,-1.01633
10.86,11.5019,-10.6225,7.88752,5.05298e-05,-0.00561787,-0.112485,-1.84063,0.367135,8,3.23839,-3.22202,8,0.00195311,-0.00114936,-0.613401
10.88,11.3767,-10.5265,7.89441,-0.00022787,-0.000654784,-0.105592,-4.66878,0.344638,8,3.1243,-3.10984,8,0.00191491,-0.00150234,-0.341281
10.9,11.2517,-10.4299,7.90088,0.000177366,-0.00365645,-0.0991217,-2.93724,0.323519,8,3.0103,-2.99758,8,0.00176685,-0.000447142,-0.963938
10.92,11.1268,-10.333,7.90695,0.000204774,-0.00543913,-0.0930478,-1.74403,0.303695,8,2.89638,-2.88523,8,0.00180127,-0.00104685,-0.579821
10.94,11.0022,-10.2356,7.91265,0.000199714,-0.000841165,-0.0873461,-4.55981,0.285085,8,2.78251,-2.77283,8,0.00176117,-0.00137861,-0.320764
10.96,10.8778,-10.1376,7.91801,0.000547674,-0.00375279,-0.0819938,-2.84293,0.267616,8,2.66871,-2.66036,8,0.00154564,-0.000424424,-0.820807
10.98,10.7536,-10.0393,7.92303,0.000530129,-0.00545871,-0.0769694,-1.66548,0.251217,8,2.55498,-2.54781,8,0.00157122,-0.00093331,-0.492013
11,10.6296,-9.94054,7.92775,0.000705754,-0.00118006,-0.072253,-4.42573,0.235823,8,2.44131,-2.43522,8,0.0015337,-0.00121316,-0.270577
11.02,10.5059,-9.84127,7.93217,0.000975255,-0.00397587,-0.0678255,-2.72499,0.221373,8,2.32768,-2.32257,8,0.00127891,-0.00035381,-0.674497
11.04,10.3825,-9.7415,7.93633,0.000202002,-0.000156126,-0.0636694,-4.44713,0.207808,8,2.21412,-2.20986,8,0.00130337,-0.000773631,-0.405904
11.06,10.2594,-9.64121,7.94023,0.000595274,-0.00302452,-0.0597679,-2.7927,0.195074,8,2.10059,-2.09712,8,0.00127565,-0.00100605,-0.224714
11.08,10.1365,-9.5406,7.94389,0.000625915,-0.00472445,-0.0561055,-1.65514,0.18312,8,1.98709,-1.98435,8,0.00122055,-0.00111577,-0.106089
11.1,10.0138,-9.4396,7.94733,-7.54696e-05,-0.000548135,-0.0526675,-3.69243,0.171899,8,1.87362,-1.87154,8,0.00112645,-0.000375959,-0.554465
11.12,9.8914,-9.33818,7.95056,0.000261989,-0.0029366,-0.0494402,-2.32289,0.161366,8,1.76021,-1.75868,8,0.00113443,-0.000715294,-0.328088
11.14,9.76912,-9.23649,7.95359,0.000296799,-0.00435571,-0.0464106,-1.38009,0.151478,8,1.64682,-1.6458,8,0.00110068,-0.000897744,-0.176404
11.16,9.64704,-9.13446,7.95643,-0.000243438,-0.000336697,-0.0435667,-3.45176,0.142196,8,1.53347,-1.53287,8,0.000976172,-0.000327283,-0.484607
11.18,9.52522,-9.03204,7.9591,0.000107912,-0.00258758,-0.0408971,-2.18679,0.133482,8,1.42017,-1.4199,8,0.000976401,-0.000620647,-0.283642
11.2,9.40355,-8.92936,7.96161,0.000172606,-0.00393918,-0.038391,-1.3131,0.125303,8,1.30689,-1.3069,8,0.000940787,-0.000775317,-0.149544
11.22,9.28208,-8.82637,7.96396,-0.000247868,-0.000174362,-0.0360385,-3.31948,0.117625,8,1.19364,-1.19388,8,0.000798714,-0.000320535,-0.364502
11.24,9.16087,-8.723,7.96617,0.000105817,-0.00234731,-0.0338302,-2.10921,0.110417,8,1.08043,-1.08082,8,0.000787177,-0.000535611,-0.207949
11.26,9.03981,-8.6194,7.96824,0.000182054,-0.00365794,-0.0317572,-1.27221,0.103651,8,0.967236,-0.967737,8,0.000749791,-0.000643631,-0.10444
11.28,8.91895,-8.51549,7.97019,-0.000174251,-0.000127834,-0.0298112,-3.18177,0.0972994,8,0.854048,-0.85465,8,0.000700584,-0.000683378,-0.0384299
11.3,8.79834,-8.41123,7.97202,0.000165156,-0.0022115,-0.0279844,-2.02109,0.0913372,8,0.740877,-0.741547,8,0.000636787,-0.000338221,-0.239814
11.32,8.67788,-8.30675,7.97373,0.00023835,-0.00346776,-0.0262696,-1.21859,0.0857403,8,0.627728,-0.628422,8,0.00061001,-0.00047058,-0.127973
11.34,8.55763,-8.20199,7.97534,-9.56497e-05,-0.000136456,-0.0246599,-3.02185,0.0804864,8,0.514589,-0.515287,8,0.000568048,-0.000528021,-0.0555381
11.36,8.43762,-8.09689,7.97685,0.000222885,-0.00211412,-0.0231488,-1.91715,0.0755544,8,0.401463,-0.402139,8,0.000500531,-0.000330467,-0.15275
11.38,8.31775,-7.99159,7.97827,0.000288757,-0.00330435,-0.0217303,-1.15387,0.0709247,8,0.288349,-0.288978,8,0.000460731,-0.000403933,-0.0710312
11.4,8.19808,-7.88602,7.9796,-5.01388e-05,-0.000144472,-0.0203987,-2.84713,0.0665786,8,0.175241,-0.175812,8,0.000413419,-0.000424365,-0.0197559
