time,x,y,cte,heading_error_deg,steering_deg
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.010000,0.198626,0.023399,-0.000000,0.001651,-0.010761
0.020000,0.397253,0.046797,0.000004,0.004155,-0.028410
0.030000,0.595880,0.070190,0.000014,0.007002,-0.050233
0.040000,0.794509,0.093572,0.000032,0.009880,-0.074374
0.050000,0.993139,0.116939,0.000055,0.012618,-0.099610
0.060000,1.191772,0.140283,0.000084,0.015131,-0.125167
0.070000,1.390408,0.163599,0.000118,0.017395,-0.150584
0.080000,1.589049,0.186879,0.000156,0.019415,-0.175611
0.090000,1.787694,0.210117,0.000197,0.021220,-0.200134
0.100000,1.986345,0.233307,0.000240,0.022841,-0.224126
0.110000,2.185003,0.256442,0.000284,0.024316,-0.247610
0.120000,2.383667,0.279517,0.000329,0.025677,-0.270632
0.130000,2.582339,0.302525,0.000375,0.026954,-0.293250
0.140000,2.781020,0.325461,0.000420,0.028173,-0.315521
0.150000,2.979709,0.348319,0.000466,0.029353,-0.337498
0.160000,3.178408,0.371093,0.000511,0.030511,-0.359227
0.170000,3.377118,0.393777,0.000556,0.031659,-0.380746
0.180000,3.575838,0.416366,0.000600,0.032807,-0.402083
0.190000,3.774570,0.438855,0.000644,0.033961,-0.423262
0.200000,3.973313,0.461238,0.000687,0.035125,-0.444298
0.210000,4.172069,0.483509,0.000729,0.036303,-0.465203
0.220000,4.370838,0.505663,0.000770,0.037497,-0.485983
0.230000,4.569621,0.527696,0.000811,0.038708,-0.506642
0.240000,4.768418,0.549600,0.000851,0.039935,-0.527181
0.250000,4.967229,0.571372,0.000890,0.041180,-0.547600
0.260000,5.166056,0.593005,0.000929,0.042441,-0.567897
0.270000,5.364898,0.614496,0.000967,0.043717,-0.588068
0.280000,5.563756,0.635837,0.001004,0.045009,-0.608111
0.290000,5.762631,0.657025,0.001040,0.046315,-0.628021
0.300000,5.961522,0.678054,0.001076,0.047634,-0.647793
0.310000,6.160431,0.698919,0.001111,0.048966,-0.667423
0.320000,6.359357,0.719615,0.001145,0.050308,-0.686907
0.330000,6.558301,0.740136,0.001178,0.051661,-0.706240
0.340000,6.757264,0.760479,0.001211,0.053023,-0.725416
0.350000,6.956246,0.780637,0.001243,0.054393,-0.744432
0.360000,7.155246,0.800606,0.001275,0.055770,-0.763282
0.370000,7.354266,0.820381,0.001306,0.057153,-0.781961
0.380000,7.553306,0.839958,0.001336,0.058541,-0.800466
0.390000,7.752365,0.859330,0.001365,0.059933,-0.818791
0.400000,7.951445,0.878495,0.001394,0.061327,-0.836932
0.410000,8.150545,0.897446,0.001422,0.062724,-0.854884
0.420000,8.349666,0.916179,0.001450,0.064121,-0.872642
0.430000,8.548807,0.934691,0.001477,0.065518,-0.890202
0.440000,8.747970,0.952975,0.001503,0.066913,-0.907560
0.450000,8.947153,0.971027,0.001529,0.068307,-0.924710
0.460000,9.146358,0.988844,0.001554,0.069696,-0.941648
0.470000,9.345584,1.006420,0.001579,0.071081,-0.958371
0.480000,9.544832,1.023752,0.001603,0.072461,-0.974872
0.490000,9.744101,1.040835,0.001626,0.073834,-0.991148
0.500000,9.943392,1.057664,0.001649,0.075199,-1.007195
0.510000,10.142704,1.074236,0.001671,0.076555,-1.023008
0.520000,10.342038,1.090546,0.001693,0.077902,-1.038582
0.530000,10.541393,1.106591,0.001714,0.079238,-1.053913
0.540000,10.740770,1.122366,0.001734,0.080562,-1.068998
0.550000,10.940168,1.137867,0.001754,0.081873,-1.083831
0.560000,11.139588,1.153090,0.001774,0.083171,-1.098408
0.570000,11.339029,1.168033,0.001793,0.084454,-1.112726
0.580000,11.538491,1.182690,0.001811,0.085722,-1.126780
0.590000,11.737975,1.197058,0.001829,0.086973,-1.140566
0.600000,11.937479,1.211134,0.001847,0.088207,-1.154079
0.610000,12.137003,1.224914,0.001863,0.089422,-1.167316
0.620000,12.336548,1.238395,0.001880,0.090619,-1.180274
0.630000,12.536114,1.251572,0.001896,0.091795,-1.192947
0.640000,12.735699,1.264444,0.001911,0.092951,-1.205332
0.650000,12.935304,1.277006,0.001926,0.094085,-1.217426
0.660000,13.134929,1.289255,0.001941,0.095196,-1.229224
0.670000,13.334572,1.301189,0.001955,0.096285,-1.240723
0.680000,13.534235,1.312803,0.001968,0.097350,-1.251920
0.690000,13.733916,1.324096,0.002146,0.004601,-0.702119
0.700000,13.933611,1.335137,0.002234,0.046379,-1.002371
0.710000,14.133318,1.345958,0.002429,0.066694,-1.196016
0.720000,14.333040,1.356494,0.002670,0.073418,-1.315297
0.730000,14.532779,1.366707,0.002918,0.072037,-1.384172
0.740000,14.732536,1.376571,0.003153,0.066262,-1.420043
0.750000,14.932310,1.386072,0.003364,0.058514,-1.435243
0.760000,15.132101,1.395205,0.003544,0.050302,-1.438288
0.770000,15.331909,1.403967,0.003696,0.042501,-1.434873
0.780000,15.531733,1.412357,0.003821,0.035567,-1.428664
0.790000,15.731572,1.420378,0.003922,0.029680,-1.421901
0.800000,15.931426,1.428030,0.004003,0.024856,-1.415845
0.810000,16.131293,1.435315,0.004068,0.021019,-1.411113
0.820000,16.331173,1.442235,0.004120,0.018044,-1.407913
0.830000,16.531066,1.448791,0.004161,0.015793,-1.406208
0.840000,16.730970,1.454983,0.004195,0.014128,-1.405825
0.850000,16.930885,1.460812,0.004222,0.012925,-1.406535
0.860000,17.130810,1.466277,0.004245,0.012078,-1.408089
0.870000,17.330745,1.471378,0.004264,0.011498,-1.410254
0.880000,17.530689,1.476115,0.004280,0.011113,-1.412819
0.890000,17.730641,1.480487,0.004294,0.010868,-1.415605
0.900000,17.930601,1.484494,0.004306,0.010719,-1.418466
0.910000,18.130568,1.488134,0.004317,0.010633,-1.421283
0.920000,18.330541,1.491407,0.004327,0.010589,-1.423966
0.930000,18.530520,1.494311,0.004335,0.010568,-1.426443
0.940000,18.730504,1.496848,0.004342,0.010560,-1.428663
0.950000,18.930492,1.499015,0.004349,0.010556,-1.430588
0.960000,19.130484,1.500812,0.004354,0.010551,-1.432191
0.970000,19.330479,1.502240,0.004358,0.010542,-1.433452
0.980000,19.530476,1.503297,0.004361,0.010528,-1.434359
0.990000,19.730475,1.503982,0.004363,0.010508,-1.434904
1.000000,19.930474,1.504297,0.004364,0.010481,-1.435080
1.010000,20.130474,1.504241,0.004365,0.010448,-1.434887
1.020000,20.330474,1.503814,0.004364,0.010409,-1.434321
1.030000,20.530472,1.503015,0.004361,0.010365,-1.433383
1.040000,20.730469,1.501846,0.004358,0.010315,-1.432072
1.050000,20.930463,1.500307,0.004354,0.010262,-1.430391
1.060000,21.130454,1.498397,0.004349,0.010204,-1.428339
1.070000,21.330441,1.496117,0.004342,0.010143,-1.425918
1.080000,21.530423,1.493469,0.004335,0.010079,-1.423129
1.090000,21.730400,1.490452,0.004326,0.010012,-1.419973
1.100000,21.930372,1.487067,0.004316,0.009943,-1.416452
1.110000,22.130336,1.483316,0.004305,0.009873,-1.412567
1.120000,22.330294,1.479199,0.004293,0.009800,-1.408320
1.130000,22.530244,1.474717,0.004280,0.009727,-1.403712
1.140000,22.730185,1.469872,0.004266,0.009653,-1.398744
1.150000,22.930117,1.464665,0.004250,0.009577,-1.393420
1.160000,23.130040,1.459096,0.004234,0.009502,-1.387740
1.170000,23.329952,1.453169,0.004216,0.009426,-1.381707
1.180000,23.529853,1.446883,0.004197,0.009350,-1.375322
