t,x,y,v,steer_deg,accel
6.58,34.0766,20.9494,7.452,-0.428521,-0.618416
6.6,34.0704,21.0982,7.43963,-2.79209,-0.580521
6.62,34.0645,21.2468,7.42802,-3.99929,-0.544948
6.64,34.0591,21.3951,7.41712,-4.4486,-0.511555
6.66,34.0543,21.5433,7.40689,-7.96839,-2.54799
6.68,34.0504,21.6909,7.35593,-8.90153,-2.39186
6.7,34.0477,21.8375,7.3081,-15.5347,-4.36497
6.72,34.0468,21.9828,7.2208,-15.853,-4.09749
6.74,34.048,22.1263,7.13885,-14.9985,-3.84641
6.76,34.0512,22.2683,7.06192,-30.5525,-5.06309
6.78,34.0576,22.4084,6.96066,-24.9585,-4.75283
6.8,34.0675,22.5463,6.8656,-20.3616,-4.46159
6.82,34.0802,22.6821,6.77637,-41.2112,-4.75612
6.84,34.0959,22.8158,6.68125,-35.684,-4.46467
6.86,34.1152,22.9471,6.59195,-28.4018,-4.19109
6.88,34.1377,23.0761,6.50813,-48.0571,-3.74894
6.9,34.1634,23.203,6.43315,-41.5996,-3.51922
6.92,34.1923,23.3276,6.36277,-33.5154,-3.30357
6.94,34.2242,23.4501,6.2967,-51.7342,-2.49253
6.96,34.2591,23.5706,6.24684,-44.1243,-2.33979
6.98,34.2969,23.6892,6.20005,-34.9755,-2.19642
7,34.3375,23.8059,6.15612,-49.6925,-1.31019
7.02,34.3809,23.9208,6.12992,-40.7328,-1.22991
7.04,34.4272,24.0341,6.10532,-30.279,-1.15454
7.06,34.4762,24.1457,6.08223,-18.3459,-1.08379
7.08,34.5272,24.2558,6.06055,-33.981,-0.401732
7.1,34.5804,24.3647,6.05252,-22.5761,-0.377115
7.12,34.636,24.4721,6.04497,-13.2992,-0.354006
7.14,34.693,24.5787,6.03789,-6.94501,-0.332314
7.16,34.7508,24.6846,6.03125,-22.585,-0.104838
7.18,34.8099,24.7898,6.02915,-13.9107,-0.0984135
7.2,34.8704,24.894,6.02718,-7.8998,-0.092383
7.22,34.9319,24.9977,6.02534,-18.7242,-0.447689
7.24,34.9944,25.1006,6.01638,-12.5254,-0.420256
7.26,35.0581,25.2026,6.00798,-8.05092,-0.394504
7.28,35.1225,25.3039,6.00009,-4.79767,-0.37033
7.3,35.1873,25.4048,5.99268,-17.7432,-1.24301
7.32,35.2529,25.5049,5.96782,-13.2992,-1.16684
7.34,35.3194,25.6037,5.94448,-9.89856,-1.09534
7.36,35.3866,25.7015,5.92258,-7.26994,-1.02822
7.38,35.4542,25.7986,5.90201,-23.4715,-2.20385
7.4,35.5225,25.8942,5.85793,-18.3717,-2.06881
7.42,35.592,25.9881,5.81656,-14.4435,-1.94204
7.44,35.6621,26.0804,5.77772,-11.3325,-1.82303
7.46,35.7327,26.1714,5.74126,-33.5935,-3.07349
7.48,35.8042,26.2605,5.67979,-27.2431,-2.88515
7.5,35.8769,26.347,5.62208,-20.9281,-2.70836
7.52,35.9505,26.4313,5.56792,-46.1715,-3.85974
7.54,36.0249,26.5131,5.49072,-42.04,-3.62323
7.56,36.1001,26.5921,5.41826,-36.6924,-3.40121
7.58,36.1762,26.6683,5.35023,-68.0144,-4.33098
7.6,36.2528,26.7417,5.26361,-66.6014,-4.06559
7.62,36.3299,26.8123,5.1823,-64.0371,-3.81646
7.64,36.4073,26.88,5.10597,-60.3694,-3.5826
7.66,36.4851,26.9451,5.03432,-111.552,-4.15873
7.68,36.563,27.0076,4.95115,-112.767,-3.9039
7.7,36.6409,27.0673,4.87307,-112.925,-3.66468
7.72,36.7189,27.1246,4.79978,179.001,-3.66852
7.74,36.7957,27.181,4.7264,152.944,-3.44372
7.76,36.8702,27.238,4.65753,60.5094,-2.59225
7.78,36.9426,27.2958,4.60569,27.2197,-2.43341
7.8,37.0131,27.3543,4.55702,-5.42478,-2.28429
7.82,37.0825,27.4126,4.51133,-28.2637,-2.14432
7.84,37.1519,27.4697,4.46844,-99.5333,-0.269862
7.86,37.2219,27.5252,4.46305,-117.068,-0.253326
7.88,37.2928,27.5793,4.45798,-133.896,-0.237803
7.9,37.3647,27.6319,4.45322,-150.013,-0.223231
7.92,37.4375,27.6831,4.44876,-165.411,-0.209552
7.94,37.5112,27.7329,4.44457,141.677,2.55679
7.96,37.5853,27.7829,4.49571,106.889,2.40011
7.98,37.6592,27.8349,4.54371,71.0433,2.25304
8,37.7329,27.8889,4.58877,34.1534,2.11498
8.02,37.8062,27.9449,4.63107,-3.76732,1.98538
8.04,37.8796,28.002,4.67078,-31.9069,1.86372
8.06,37.9542,28.0588,4.70805,-70.3163,4.899
8.08,38.0308,28.1146,4.76805,-89.9891,4.71517
8.1,38.1095,28.1695,4.82805,-109.212,4.53134
8.12,38.1903,28.2234,4.88805,-127.946,4.3475
8.14,38.2733,28.2763,4.94805,-146.151,4.16367
8.16,38.3583,28.3281,5.00805,-163.787,3.97984
8.18,38.4455,28.3786,5.06805,177.448,6.45121
8.2,38.5337,28.4297,5.12805,140.368,6.26738
8.22,38.6218,28.4834,5.18805,102.019,6.08354
8.24,38.7097,28.5396,5.24805,62.3844,5.89971
8.26,38.7973,28.5985,5.30805,21.451,5.71588
8.28,38.8848,28.6597,5.36805,-17.2865,5.53205
8.3,38.9731,28.7218,5.42805,-43.5311,5.34822
8.32,39.0635,28.7829,5.48805,-52.7091,6.78014
8.34,39.1564,28.8426,5.54805,-71.6731,6.59631
8.36,39.2517,28.9006,5.60805,-89.8873,6.41248
8.38,39.3493,28.957,5.66805,-107.304,6.22865
8.4,39.4494,29.0115,5.72805,-123.873,6.04482
8.42,39.5518,29.0641,5.78805,-124.709,6.5024
8.44,39.6566,29.1147,5.84805,-137.794,6.31856
8.46,39.7637,29.1632,5.90805,-149.852,6.13473
8.48,39.8731,29.2093,5.96805,-160.831,5.9509
8.5,39.9848,29.2532,6.02805,-170.681,5.76707
8.52,40.0987,29.2945,6.08805,-166.754,5.74194
8.54,40.2148,29.3332,6.14805,-172.708,5.5581
8.56,40.333,29.3692,6.20805,-177.349,5.37427
8.58,40.4532,29.4024,6.26805,179.374,5.19044
8.6,40.5746,29.4359,6.32805,159.883,5.04126
8.62,40.6963,29.473,6.38805,131.398,4.85742
8.64,40.818,29.5138,6.44805,101.155,4.67359
8.66,40.9396,29.5584,6.50805,69.1255,4.48976
8.68,41.0611,29.6068,6.56805,41.5284,4.35083
8.7,41.1822,29.6591,6.62805,6.76672,4.167
8.72,41.3036,29.7139,6.68805,-18.8821,3.98316
8.74,41.4263,29.7685,6.74805,-33.9661,3.79933
8.76,41.5514,29.8208,6.80805,-38.6736,3.64262
8.78,41.6791,29.8698,6.86805,-44.9965,3.45879
8.8,41.8093,29.9154,6.92805,-49.6633,3.27496
8.82,41.9419,29.9575,6.98805,-51.629,3.10047
8.84,42.0769,29.996,7.04805,-52.5473,2.91664
8.86,42.2141,30.0306,7.10638,-51.6245,2.73792
8.88,42.3535,30.0614,7.16114,-48.8034,2.57015
8.9,42.4947,30.088,7.21254,-45.5934,2.41265
8.92,42.6377,30.1104,7.2608,-38.9883,2.26481
8.94,42.7822,30.1285,7.30609,-30.3415,2.12603
8.96,42.9281,30.1421,7.34861,-23.8241,1.96588
8.98,43.0752,30.1517,7.38793,-15.2672,1.84542
9,43.2231,30.1585,7.42484,-9.61313,1.73234
9.02,43.3719,30.1635,7.45949,-5.74072,1.62619
9.04,43.5214,30.1674,7.49201,-10.8248,1.43203
9.06,43.6715,30.1702,7.52065,-6.44777,1.34428
9.08,43.8221,30.1716,7.54754,-3.48439,1.26191
9.1,43.9733,30.1724,7.57277,-11.418,1.02544
9.12,44.125,30.172,7.59328,-6.91135,0.962605
9.14,44.277,30.1702,7.61254,-3.85998,0.903619
9.16,44.4295,30.1676,7.63061,-1.82945,0.848248
9.18,44.5822,30.1646,7.64757,-13.1031,0.662107
9.2,44.7352,30.1604,7.66082,-8.10376,0.621535
9.22,44.8885,30.1546,7.67325,-4.71966,0.583449
9.24,45.0419,30.1478,7.68491,-2.45147,0.547697
9.26,45.1955,30.1404,7.69587,-15.1102,0.352531
9.28,45.3493,30.1317,7.70292,-9.47322,0.330929
9.3,45.503,30.121,7.70954,-5.67215,0.310651
9.32,45.6568,30.1092,7.71575,-14.1616,-0.265885
9.34,45.8105,30.0958,7.71043,-8.41707,-0.249592
9.36,45.9639,30.0807,7.70544,-4.62042,-0.234298
9.38,46.1171,30.0645,7.70076,-2.13364,-0.21994
9.4,46.2702,30.0479,7.69636,-8.04199,-1.73092
