time,x,y,theta_deg,v
8.240000,4.609785,-7.246133,154.926736,5.000000
8.250000,4.564564,-7.224803,154.568637,5.000000
8.260000,4.519476,-7.203190,154.210538,5.000000
8.270000,4.474524,-7.181297,153.852440,5.000000
8.280000,4.429710,-7.159122,153.494341,5.000000
8.290000,4.385036,-7.136668,153.136242,5.000000
8.300000,4.340503,-7.113936,152.778144,5.000000
8.310000,4.296112,-7.090925,152.420045,5.000000
8.320000,4.251867,-7.067637,152.061947,5.000000
8.330000,4.207767,-7.044074,151.703848,5.000000
8.340000,4.163816,-7.020235,151.345749,5.000000
8.350000,4.120015,-6.996122,150.987651,5.000000
8.360000,4.076365,-6.971735,150.629552,5.000000
8.370000,4.032869,-6.947076,150.271453,5.000000
8.380000,3.989527,-6.922146,149.913355,5.000000
8.390000,3.946343,-6.896946,149.555256,5.000000
8.400000,3.903316,-6.871476,149.197158,5.000000
8.410000,3.860450,-6.845738,148.839059,5.000000
8.420000,3.817745,-6.819732,148.480960,5.000000
8.430000,3.775204,-6.793460,148.122862,5.000000
8.440000,3.732827,-6.766922,147.764763,5.000000
8.450000,3.690618,-6.740120,147.406664,5.000000
8.460000,3.648576,-6.713055,147.048566,5.000000
8.470000,3.606705,-6.685728,146.690467,5.000000
8.480000,3.565005,-6.658140,146.332369,5.000000
8.490000,3.523479,-6.630291,145.974270,5.000000
8.500000,3.482127,-6.602183,145.616171,5.000000
8.510000,3.440952,-6.573818,145.258073,5.000000
8.520000,3.399955,-6.545196,144.899974,5.000000
8.530000,3.359138,-6.516318,144.541875,5.000000
8.540000,3.318502,-6.487185,144.183777,5.000000
8.550000,3.278048,-6.457799,143.825678,5.000000
8.560000,3.237780,-6.428161,143.467580,5.000000
8.570000,3.197697,-6.398272,143.109481,5.000000
8.580000,3.157802,-6.368133,142.751382,5.000000
8.590000,3.118096,-6.337745,142.393284,5.000000
8.600000,3.078580,-6.307109,142.035185,5.000000
8.610000,3.039257,-6.276228,141.677086,5.000000
8.620000,3.000128,-6.245101,141.318988,5.000000
8.630000,2.961194,-6.213730,140.960889,5.000000
8.640000,2.922457,-6.182116,140.602791,5.000000
8.650000,2.883918,-6.150261,140.244692,5.000000
8.660000,2.845579,-6.118165,139.886593,5.000000
8.670000,2.807442,-6.085831,139.528495,5.000000
8.680000,2.769507,-6.053259,139.170396,5.000000
8.690000,2.731776,-6.020450,138.812298,5.000000
8.700000,2.694252,-5.987406,138.454199,5.000000
8.710000,2.656934,-5.954129,138.096100,5.000000
8.720000,2.619826,-5.920618,137.738002,5.000000
8.730000,2.582927,-5.886877,137.379903,5.000000
8.740000,2.546240,-5.852906,137.021804,5.000000
8.750000,2.509766,-5.818705,136.663706,5.000000
8.760000,2.473507,-5.784278,136.305607,5.000000
8.770000,2.437463,-5.749625,135.947509,5.000000
8.780000,2.401637,-5.714747,135.589410,5.000000
8.790000,2.366029,-5.679646,135.231311,5.000000
8.800000,2.330642,-5.644323,134.873213,5.000000
8.810000,2.295476,-5.608779,134.515114,5.000000
8.820000,2.260533,-5.573017,134.157015,5.000000
8.830000,2.225813,-5.537036,133.798917,5.000000
8.840000,2.191320,-5.500840,133.440818,5.000000
8.850000,2.157053,-5.464428,133.082720,5.000000
8.860000,2.123015,-5.427803,132.724621,5.000000
8.870000,2.089206,-5.390966,132.366522,5.000000
8.880000,2.055628,-5.353919,132.008424,5.000000
8.890000,2.022283,-5.316662,131.650325,5.000000
8.900000,1.989171,-5.279198,131.292226,5.000000
8.910000,1.956293,-5.241527,130.934128,5.000000
8.920000,1.923652,-5.203652,130.576029,5.000000
8.930000,1.891248,-5.165573,130.217931,5.000000
8.940000,1.859083,-5.127293,129.859832,5.000000
8.950000,1.827157,-5.088813,129.501733,5.000000
8.960000,1.795473,-5.050133,129.143635,5.000000
8.970000,1.764031,-5.011256,128.785536,5.000000
8.980000,1.732833,-4.972184,128.427437,5.000000
8.990000,1.701879,-4.932917,128.069339,5.000000
9.000000,1.671172,-4.893458,127.711240,5.000000
9.010000,1.640711,-4.853808,127.353142,5.000000
9.020000,1.610499,-4.813967,126.995043,5.000000
9.030000,1.580537,-4.773939,126.636944,5.000000
9.040000,1.550826,-4.733725,126.278846,5.000000
9.050000,1.521366,-4.693325,125.920747,5.000000
9.060000,1.492159,-4.652742,125.562649,5.000000
9.070000,1.463207,-4.611978,125.204550,5.000000
9.080000,1.434510,-4.571033,124.846451,5.000000
9.090000,1.406069,-4.529910,124.488353,5.000000
9.100000,1.377887,-4.488609,124.130254,5.000000
9.110000,1.349962,-4.447134,123.772155,5.000000
9.120000,1.322298,-4.405484,123.414057,5.000000
9.130000,1.294894,-4.363663,123.055958,5.000000
9.140000,1.267752,-4.321671,122.697860,5.000000
9.150000,1.240874,-4.279510,122.339761,5.000000
9.160000,1.214259,-4.237183,121.981662,5.000000
9.170000,1.187909,-4.194689,121.623564,5.000000
9.180000,1.161825,-4.152032,121.265465,5.000000
9.190000,1.136009,-4.109213,120.907366,5.000000
9.200000,1.110461,-4.066233,120.549268,5.000000
9.210000,1.085181,-4.023094,120.191169,5.000000
9.220000,1.060172,-3.979798,119.833071,5.000000
9.230000,1.035434,-3.936347,119.474972,5.000000
9.240000,1.010968,-3.892741,119.116873,5.000000
9.250000,0.986775,-3.848984,118.758775,5.000000
9.260000,0.962856,-3.805077,118.400676,5.000000
9.270000,0.939212,-3.761021,118.042577,5.000000
9.280000,0.915844,-3.716817,117.684479,5.000000
9.290000,0.892752,-3.672469,117.326380,5.000000
9.300000,0.869938,-3.627977,116.968282,5.000000
9.310000,0.847403,-3.583344,116.610183,5.000000
9.320000,0.825147,-3.538571,116.252084,5.000000
9.330000,0.803171,-3.493659,115.893986,5.000000
9.340000,0.781476,-3.448611,115.535887,5.000000
9.350000,0.760064,-3.403428,115.177788,5.000000
9.360000,0.738934,-3.358112,114.819690,5.000000
9.370000,0.718088,-3.312665,114.461591,5.000000
9.380000,0.697526,-3.267089,114.103493,5.000000
9.390000,0.677249,-3.221385,113.745394,5.000000
9.400000,0.657259,-3.175555,113.387295,5.000000
9.410000,0.637555,-3.129601,113.029197,5.000000
9.420000,0.618139,-3.083525,112.671098,5.000000
9.430000,0.599011,-3.037329,112.312999,5.000000
9.440000,0.580173,-2.991013,111.954901,5.000000
9.450000,0.561624,-2.944581,111.596802,5.000000
9.460000,0.543366,-2.898034,111.238704,5.000000
9.470000,0.525399,-2.851374,110.880605,5.000000
9.480000,0.507724,-2.804602,110.522506,5.000000
9.490000,0.490341,-2.757721,110.164408,5.000000
9.500000,0.473252,-2.710732,109.806309,5.000000
9.510000,0.456457,-2.663637,109.448211,5.000000
9.520000,0.439957,-2.616439,109.090112,5.000000
9.530000,0.423752,-2.569137,108.732013,5.000000
9.540000,0.407843,-2.521736,108.373915,5.000000
9.550000,0.392231,-2.474236,108.015816,5.000000
9.560000,0.376915,-2.426640,107.657717,5.000000
9.570000,0.361898,-2.378948,107.299619,5.000000
9.580000,0.347179,-2.331164,106.941520,5.000000
9.590000,0.332758,-2.283289,106.583422,5.000000
9.600000,0.318638,-2.235324,106.225323,5.000000
9.610000,0.304817,-2.187272,105.867224,5.000000
9.620000,0.291297,-2.139135,105.509126,5.000000
9.630000,0.278078,-2.090914,105.151027,5.000000
9.640000,0.265161,-2.042611,104.792928,5.000000
9.650000,0.252546,-1.994229,104.434830,5.000000
9.660000,0.240233,-1.945769,104.076731,5.000000
9.670000,0.228224,-1.897233,103.718633,5.000000
9.680000,0.216518,-1.848622,103.360534,5.000000
9.690000,0.205116,-1.799940,103.002435,5.000000
9.700000,0.194019,-1.751187,102.644337,5.000000
9.710000,0.183226,-1.702366,102.286238,5.000000
9.720000,0.172739,-1.653478,101.928139,5.000000
9.730000,0.162558,-1.604525,101.570041,5.000000
9.740000,0.152683,-1.555510,101.211942,5.000000
9.750000,0.143114,-1.506435,100.853844,5.000000
9.760000,0.133852,-1.457300,100.495745,5.000000
9.770000,0.124898,-1.408108,100.137646,5.000000
9.780000,0.116251,-1.358862,99.779548,5.000000
9.790000,0.107912,-1.309562,99.421449,5.000000
9.800000,0.099882,-1.260211,99.063350,5.000000
9.810000,0.092160,-1.210811,98.705252,5.000000
9.820000,0.084747,-1.161364,98.347153,5.000000
9.830000,0.077643,-1.111871,97.989055,5.000000
9.840000,0.070848,-1.062335,97.630956,5.000000
9.850000,0.064364,-1.012758,97.272857,5.000000
9.860000,0.058189,-0.963140,96.914759,5.000000
9.870000,0.052325,-0.913486,96.556660,5.000000
9.880000,0.046771,-0.863795,96.198562,5.000000
9.890000,0.041527,-0.814071,95.840463,5.000000
9.900000,0.036595,-0.764315,95.482364,5.000000
9.910000,0.031973,-0.714529,95.124266,5.000000
9.920000,0.027663,-0.664715,94.766167,5.000000
9.930000,0.023664,-0.614875,94.408068,5.000000
9.940000,0.019977,-0.565012,94.049970,5.000000
9.950000,0.016602,-0.515126,93.691871,5.000000
9.960000,0.013538,-0.465220,93.333773,5.000000
9.970000,0.010787,-0.415296,92.975674,5.000000
9.980000,0.008347,-0.365355,92.617575,5.000000
9.990000,0.006220,-0.315401,92.259477,5.000000
10.000000,0.004405,-0.265434,91.901378,5.000000
10.010000,0.002902,-0.215456,91.543279,5.000000
10.020000,0.001711,-0.165471,91.185181,5.000000
10.030000,0.000833,-0.115478,90.827082,5.000000
10.040000,0.000268,-0.065482,90.468984,5.000000
10.050000,0.000015,-0.015482,90.110885,5.000000
10.060000,-0.000238,0.034517,90.468984,5.000000
10.070000,-0.000804,0.084514,90.827082,5.000000
10.080000,-0.001682,0.134506,91.185181,5.000000
10.090000,-0.002872,0.184492,91.543279,5.000000
10.100000,-0.004375,0.234469,91.901378,5.000000
10.110000,-0.006190,0.284436,92.259477,5.000000
10.120000,-0.008317,0.334390,92.617575,5.000000
10.130000,-0.010757,0.384331,92.975674,5.000000
10.140000,-0.013508,0.434255,93.333773,5.000000
10.150000,-0.016572,0.484161,93.691871,5.000000
10.160000,-0.019947,0.534047,94.049970,5.000000
10.170000,-0.023635,0.583911,94.408068,5.000000
10.180000,-0.027633,0.633750,94.766167,5.000000
10.190000,-0.031943,0.683564,95.124266,5.000000
10.200000,-0.036565,0.733350,95.482364,5.000000
10.210000,-0.041497,0.783106,95.840463,5.000000
10.220000,-0.046741,0.832830,96.198562,5.000000
10.230000,-0.052295,0.882521,96.556660,5.000000
10.240000,-0.058159,0.932176,96.914759,5.000000
10.250000,-0.064334,0.981793,97.272857,5.000000
10.260000,-0.070819,1.031370,97.630956,5.000000
10.270000,-0.077613,1.080907,97.989055,5.000000
10.280000,-0.084717,1.130399,98.347153,5.000000
10.290000,-0.092130,1.179847,98.705252,5.000000
10.300000,-0.099852,1.229247,99.063350,5.000000
10.310000,-0.107882,1.278597,99.421449,5.000000
10.320000,-0.116221,1.327897,99.779548,5.000000
10.330000,-0.124868,1.377144,100.137646,5.000000
10.340000,-0.133823,1.426335,100.495745,5.000000
10.350000,-0.143084,1.475470,100.853844,5.000000
10.360000,-0.152653,1.524546,101.211942,5.000000
10.370000,-0.162528,1.573561,101.570041,5.000000
10.380000,-0.172709,1.622513,101.928139,5.000000
10.390000,-0.183196,1.671401,102.286238,5.000000
10.400000,-0.193989,1.720222,102.644337,5.000000
10.410000,-0.205086,1.768975,103.002435,5.000000
10.420000,-0.216488,1.817657,103.360534,5.000000
10.430000,-0.228194,1.866268,103.718633,5.000000
10.440000,-0.240203,1.914804,104.076731,5.000000
10.450000,-0.252516,1.963264,104.434830,5.000000
10.460000,-0.265131,2.011647,104.792928,5.000000
10.470000,-0.278048,2.059949,105.151027,5.000000
10.480000,-0.291267,2.108170,105.509126,5.000000
10.490000,-0.304787,2.156307,105.867224,5.000000
10.500000,-0.318608,2.204359,106.225323,5.000000
10.510000,-0.332728,2.252324,106.583422,5.000000
10.520000,-0.347149,2.300199,106.941520,5.000000
10.530000,-0.361868,2.347983,107.299619,5.000000
10.540000,-0.376885,2.395675,107.657717,5.000000
10.550000,-0.392201,2.443271,108.015816,5.000000
10.560000,-0.407813,2.490771,108.373915,5.000000
10.570000,-0.423722,2.538173,108.732013,5.000000
10.580000,-0.439927,2.585474,109.090112,5.000000
10.590000,-0.456427,2.632672,109.448211,5.000000
10.600000,-0.473222,2.679767,109.806309,5.000000
10.610000,-0.490311,2.726756,110.164408,5.000000
10.620000,-0.507694,2.773637,110.522506,5.000000
10.630000,-0.525369,2.820409,110.880605,5.000000
10.640000,-0.543336,2.867069,111.238704,5.000000
10.650000,-0.561594,2.913616,111.596802,5.000000
10.660000,-0.580143,2.960048,111.954901,5.000000
10.670000,-0.598981,3.006364,112.312999,5.000000
10.680000,-0.618109,3.052560,112.671098,5.000000
10.690000,-0.637525,3.098636,113.029197,5.000000
10.700000,-0.657229,3.144590,113.387295,5.000000
10.710000,-0.677219,3.190420,113.745394,5.000000
10.720000,-0.697496,3.236124,114.103493,5.000000
10.730000,-0.718058,3.281700,114.461591,5.000000
10.740000,-0.738904,3.327147,114.819690,5.000000
10.750000,-0.760034,3.372463,115.177788,5.000000
10.760000,-0.781446,3.417646,115.535887,5.000000
10.770000,-0.803141,3.462694,115.893986,5.000000
10.780000,-0.825117,3.507606,116.252084,5.000000
10.790000,-0.847373,3.552379,116.610183,5.000000
10.800000,-0.869908,3.597013,116.968282,5.000000
10.810000,-0.892722,3.641504,117.326380,5.000000
10.820000,-0.915814,3.685853,117.684479,5.000000
10.830000,-0.939182,3.730056,118.042577,5.000000
10.840000,-0.962826,3.774112,118.400676,5.000000
10.850000,-0.986745,3.818019,118.758775,5.000000
10.860000,-1.010938,3.861777,119.116873,5.000000
10.870000,-1.035404,3.905382,119.474972,5.000000
10.880000,-1.060142,3.948833,119.833071,5.000000
10.890000,-1.085151,3.992129,120.191169,5.000000
10.900000,-1.110431,4.035268,120.549268,5.000000
10.910000,-1.135979,4.078248,120.907366,5.000000
10.920000,-1.161796,4.121067,121.265465,5.000000
10.930000,-1.187879,4.163724,121.623564,5.000000
10.940000,-1.214229,4.206218,121.981662,5.000000
10.950000,-1.240844,4.248545,122.339761,5.000000
10.960000,-1.267722,4.290706,122.697860,5.000000
10.970000,-1.294864,4.332698,123.055958,5.000000
10.980000,-1.322268,4.374519,123.414057,5.000000
10.990000,-1.349932,4.416169,123.772155,5.000000
11.000000,-1.377857,4.457644,124.130254,5.000000
11.010000,-1.406040,4.498945,124.488353,5.000000
11.020000,-1.434480,4.540068,124.846451,5.000000
11.030000,-1.463177,4.581013,125.204550,5.000000
11.040000,-1.492129,4.621777,125.562649,5.000000
11.050000,-1.521336,4.662360,125.920747,5.000000
11.060000,-1.550796,4.702760,126.278846,5.000000
11.070000,-1.580507,4.742974,126.636944,5.000000
11.080000,-1.610469,4.783003,126.995043,5.000000
11.090000,-1.640681,4.822843,127.353142,5.000000
11.100000,-1.671142,4.862493,127.711240,5.000000
11.110000,-1.701849,4.901952,128.069339,5.000000
11.120000,-1.732803,4.941219,128.427437,5.000000
11.130000,-1.764001,4.980292,128.785536,5.000000
11.140000,-1.795443,5.019168,129.143635,5.000000
11.150000,-1.827127,5.057848,129.501733,5.000000
11.160000,-1.859053,5.096328,129.859832,5.000000
11.170000,-1.891218,5.134609,130.217931,5.000000
11.180000,-1.923622,5.172687,130.576029,5.000000
11.190000,-1.956263,5.210562,130.934128,5.000000
11.200000,-1.989141,5.248233,131.292226,5.000000
11.210000,-2.022253,5.285697,131.650325,5.000000
11.220000,-2.055599,5.322954,132.008424,5.000000
11.230000,-2.089176,5.360001,132.366522,5.000000
11.240000,-2.122985,5.396838,132.724621,5.000000
11.250000,-2.157023,5.433463,133.082720,5.000000
11.260000,-2.191290,5.469875,133.440818,5.000000
11.270000,-2.225784,5.506071,133.798917,5.000000
11.280000,-2.260503,5.542052,134.157015,5.000000
11.290000,-2.295446,5.577814,134.515114,5.000000
11.300000,-2.330612,5.613358,134.873213,5.000000
11.310000,-2.365999,5.648681,135.231311,5.000000
11.320000,-2.401607,5.683782,135.589410,5.000000
11.330000,-2.437433,5.718660,135.947509,5.000000
11.340000,-2.473477,5.753313,136.305607,5.000000
11.350000,-2.509736,5.787741,136.663706,5.000000
11.360000,-2.546210,5.821941,137.021804,5.000000
11.370000,-2.582897,5.855912,137.379903,5.000000
11.380000,-2.619796,5.889654,137.738002,5.000000
11.390000,-2.656904,5.923164,138.096100,5.000000
11.400000,-2.694222,5.956441,138.454199,5.000000
11.410000,-2.731746,5.989485,138.812298,5.000000
11.420000,-2.769477,6.022294,139.170396,5.000000
11.430000,-2.807412,6.054866,139.528495,5.000000
11.440000,-2.845549,6.087200,139.886593,5.000000
11.450000,-2.883888,6.119296,140.244692,5.000000
11.460000,-2.922427,6.151151,140.602791,5.000000
11.470000,-2.961164,6.182765,140.960889,5.000000
11.480000,-3.000098,6.214136,141.318988,5.000000
11.490000,-3.039227,6.245263,141.677086,5.000000
11.500000,-3.078550,6.276145,142.035185,5.000000
11.510000,-3.118066,6.306780,142.393284,5.000000
11.520000,-3.157772,6.337168,142.751382,5.000000
11.530000,-3.197667,6.367307,143.109481,5.000000
11.540000,-3.237750,6.397196,143.467580,5.000000
11.550000,-3.278018,6.426834,143.825678,5.000000
11.560000,-3.318472,6.456220,144.183777,5.000000
11.570000,-3.359108,6.485353,144.541875,5.000000
11.580000,-3.399925,6.514231,144.899974,5.000000
11.590000,-3.440922,6.542853,145.258073,5.000000
11.600000,-3.482097,6.571218,145.616171,5.000000
11.610000,-3.523449,6.599326,145.974270,5.000000
11.620000,-3.564975,6.627175,146.332369,5.000000
11.630000,-3.606675,6.654763,146.690467,5.000000
11.640000,-3.648546,6.682090,147.048566,5.000000
11.650000,-3.690588,6.709156,147.406664,5.000000
11.660000,-3.732797,6.735957,147.764763,5.000000
11.670000,-3.775174,6.762495,148.122862,5.000000
11.680000,-3.817715,6.788767,148.480960,5.000000
11.690000,-3.860420,6.814773,148.839059,5.000000
11.700000,-3.903286,6.840511,149.197158,5.000000
11.710000,-3.946313,6.865981,149.555256,5.000000
11.720000,-3.989497,6.891181,149.913355,5.000000
11.730000,-4.032839,6.916112,150.271453,5.000000
11.740000,-4.076335,6.940770,150.629552,5.000000
11.750000,-4.119985,6.965157,150.987651,5.000000
11.760000,-4.163786,6.989270,151.345749,5.000000
11.770000,-4.207737,7.013109,151.703848,5.000000
11.780000,-4.251837,7.036672,152.061947,5.000000
11.790000,-4.296082,7.059960,152.420045,5.000000
11.800000,-4.340473,7.082971,152.778144,5.000000
11.810000,-4.385006,7.105703,153.136242,5.000000
11.820000,-4.429680,7.128157,153.494341,5.000000
11.830000,-4.474494,7.150332,153.852440,5.000000
11.840000,-4.519446,7.172226,154.210538,5.000000
11.850000,-4.564534,7.193838,154.568637,5.000000
11.860000,-4.609755,7.215168,154.926736,5.000000
11.870000,-4.655110,7.236215,155.284834,5.000000
11.880000,-4.700595,7.256979,155.642933,5.000000
11.890000,-4.746208,7.277457,156.001031,5.000000
11.900000,-4.791949,7.297650,156.359130,5.000000
11.910000,-4.837816,7.317557,156.717229,5.000000
11.920000,-4.883805,7.337177,157.075327,5.000000
11.930000,-4.929917,7.356509,157.433426,5.000000
11.940000,-4.976148,7.375553,157.791524,5.000000
11.950000,-5.022498,7.394307,158.149623,5.000000
11.960000,-5.068963,7.412771,158.507722,5.000000
11.970000,-5.115544,7.430944,158.865820,5.000000
11.980000,-5.162237,7.448826,159.223919,5.000000
11.990000,-5.209040,7.466415,159.582018,5.000000
12.000000,-5.255953,7.483712,159.940116,5.000000
12.010000,-5.302973,7.500715,160.298215,5.000000
12.020000,-5.350099,7.517424,160.656313,5.000000
12.030000,-5.397328,7.533839,161.014412,5.000000
12.040000,-5.444658,7.549957,161.372511,5.000000
12.050000,-5.492088,7.565780,161.730609,5.000000
12.060000,-5.539617,7.581306,162.088708,5.000000
12.070000,-5.587241,7.596534,162.446807,5.000000
12.080000,-5.634960,7.611465,162.804905,5.000000
12.090000,-5.682771,7.626096,163.163004,5.000000
12.100000,-5.730673,7.640429,163.521102,5.000000
12.110000,-5.778663,7.654462,163.879201,5.000000
12.120000,-5.826740,7.668195,164.237300,5.000000
12.130000,-5.874902,7.681628,164.595398,5.000000
12.140000,-5.923147,7.694759,164.953497,5.000000
12.150000,-5.971473,7.707588,165.311596,5.000000
12.160000,-6.019878,7.720115,165.669694,5.000000
12.170000,-6.068360,7.732339,166.027793,5.000000
12.180000,-6.116918,7.744260,166.385891,5.000000
12.190000,-6.165550,7.755877,166.743990,5.000000
12.200000,-6.214253,7.767190,167.102089,5.000000
12.210000,-6.263026,7.778198,167.460187,5.000000
12.220000,-6.311867,7.788901,167.818286,5.000000
12.230000,-6.360774,7.799299,168.176385,5.000000
12.240000,-6.409745,7.809391,168.534483,5.000000
12.250000,-6.458778,7.819177,168.892582,5.000000
12.260000,-6.507871,7.828656,169.250680,5.000000
12.270000,-6.557023,7.837828,169.608779,5.000000
12.280000,-6.606230,7.846693,169.966878,5.000000
12.290000,-6.655493,7.855250,170.324976,5.000000
12.300000,-6.704807,7.863499,170.683075,5.000000
12.310000,-6.754173,7.871439,171.041173,5.000000
12.320000,-6.803587,7.879071,171.399272,5.000000
12.330000,-6.853048,7.886394,171.757371,5.000000
12.340000,-6.902553,7.893407,172.115469,5.000000
12.350000,-6.952102,7.900111,172.473568,5.000000
12.360000,-7.001691,7.906506,172.831667,5.000000
12.370000,-7.051319,7.912590,173.189765,5.000000
12.380000,-7.100985,7.918364,173.547864,5.000000
12.390000,-7.150685,7.923827,173.905962,5.000000
12.400000,-7.200419,7.928980,174.264061,5.000000
12.410000,-7.250184,7.933821,174.622160,5.000000
12.420000,-7.299978,7.938352,174.980258,5.000000
12.430000,-7.349800,7.942571,175.338357,5.000000
12.440000,-7.399647,7.946479,175.696456,5.000000
12.450000,-7.449517,7.950075,176.054554,5.000000
12.460000,-7.499409,7.953360,176.412653,5.000000
12.470000,-7.549321,7.956332,176.770751,5.000000
12.480000,-7.599250,7.958993,177.128850,5.000000
12.490000,-7.649194,7.961341,177.486949,5.000000
12.500000,-7.699153,7.963377,177.845047,5.000000
12.510000,-7.749123,7.965101,178.203146,5.000000
12.520000,-7.799103,7.966513,178.561245,5.000000
12.530000,-7.849091,7.967612,178.919343,5.000000
12.540000,-7.899085,7.968399,179.277442,5.000000
12.550000,-7.949082,7.968873,179.635540,5.000000
12.560000,-7.999082,7.969035,179.993639,5.000000
12.570000,-8.049082,7.968884,-179.648262,5.000000
12.580000,-8.099079,7.968421,-179.290164,5.000000
12.590000,-8.149073,7.967645,-178.932065,5.000000
12.600000,-8.199061,7.966557,-178.573966,5.000000
12.610000,-8.249042,7.965157,-178.215868,5.000000
12.620000,-8.299012,7.963444,-177.857769,5.000000
12.630000,-8.348971,7.961419,-177.499671,5.000000
12.640000,-8.398916,7.959082,-177.141572,5.000000
12.650000,-8.448846,7.956432,-176.783473,5.000000
12.660000,-8.498758,7.953471,-176.425375,5.000000
12.670000,-8.548651,7.950197,-176.067276,5.000000
12.680000,-8.598522,7.946612,-175.709177,5.000000
12.690000,-8.648370,7.942715,-175.351079,5.000000
12.700000,-8.698192,7.938507,-174.992980,5.000000
12.710000,-8.747988,7.933988,-174.634882,5.000000
12.720000,-8.797754,7.929157,-174.276783,5.000000
12.730000,-8.847489,7.924015,-173.918684,5.000000
12.740000,-8.897190,7.918563,-173.560586,5.000000
12.750000,-8.946857,7.912800,-173.202487,5.000000
12.760000,-8.996487,7.906727,-172.844389,5.000000
12.770000,-9.046077,7.900344,-172.486290,5.000000
12.780000,-9.095627,7.893651,-172.128191,5.000000
12.790000,-9.145135,7.886648,-171.770093,5.000000
12.800000,-9.194597,7.879336,-171.411994,5.000000
12.810000,-9.244013,7.871716,-171.053895,5.000000
12.820000,-9.293380,7.863786,-170.695797,5.000000
12.830000,-9.342696,7.855548,-170.337698,5.000000
12.840000,-9.391961,7.847002,-169.979600,5.000000
12.850000,-9.441170,7.838148,-169.621501,5.000000
12.860000,-9.490324,7.828987,-169.263402,5.000000
12.870000,-9.539419,7.819519,-168.905304,5.000000
12.880000,-9.588454,7.809744,-168.547205,5.000000
12.890000,-9.637427,7.799663,-168.189106,5.000000
12.900000,-9.686336,7.789276,-167.831008,5.000000
12.910000,-9.735180,7.778584,-167.472909,5.000000
12.920000,-9.783955,7.767586,-167.114811,5.000000
12.930000,-9.832661,7.756284,-166.756712,5.000000
12.940000,-9.881295,7.744678,-166.398613,5.000000
12.950000,-9.929856,7.732768,-166.040515,5.000000
12.960000,-9.978341,7.720554,-165.682416,5.000000
12.970000,-10.026749,7.708038,-165.324317,5.000000
12.980000,-10.075078,7.695220,-164.966219,5.000000
12.990000,-10.123326,7.682099,-164.608120,5.000000
13.000000,-10.171491,7.668678,-164.250022,5.000000
13.010000,-10.219571,7.654956,-163.891923,5.000000
13.020000,-10.267564,7.640933,-163.533824,5.000000
13.030000,-10.315469,7.626611,-163.175726,5.000000
13.040000,-10.363283,7.611989,-162.817627,5.000000
13.050000,-10.411005,7.597070,-162.459528,5.000000
13.060000,-10.458633,7.581852,-162.101430,5.000000
13.070000,-10.506165,7.566336,-161.743331,5.000000
13.080000,-10.553599,7.550524,-161.385233,5.000000
13.090000,-10.600933,7.534416,-161.027134,5.000000
13.100000,-10.648165,7.518013,-160.669035,5.000000
13.110000,-10.695294,7.501314,-160.310937,5.000000
13.120000,-10.742318,7.484321,-159.952838,5.000000
13.130000,-10.789235,7.467035,-159.594740,5.000000
13.140000,-10.836043,7.449456,-159.236641,5.000000
13.150000,-10.882739,7.431584,-158.878542,5.000000
13.160000,-10.929324,7.413421,-158.520444,5.000000
13.170000,-10.975794,7.394968,-158.162345,5.000000
13.180000,-11.022147,7.376224,-157.804246,5.000000
13.190000,-11.068383,7.357191,-157.446148,5.000000
13.200000,-11.114499,7.337869,-157.088049,5.000000
13.210000,-11.160493,7.318259,-156.729951,5.000000
13.220000,-11.206363,7.298363,-156.371852,5.000000
13.230000,-11.252109,7.278180,-156.013753,5.000000
13.240000,-11.297727,7.257711,-155.655655,5.000000
13.250000,-11.343217,7.236958,-155.297556,5.000000
13.260000,-11.388576,7.215921,-154.939457,5.000000
13.270000,-11.433802,7.194601,-154.581359,5.000000
13.280000,-11.478895,7.172998,-154.223260,5.000000
13.290000,-11.523851,7.151114,-153.865162,5.000000
13.300000,-11.568670,7.128950,-153.507063,5.000000
13.310000,-11.613349,7.106506,-153.148964,5.000000
13.320000,-11.657888,7.083783,-152.790866,5.000000
13.330000,-11.702283,7.060782,-152.432767,5.000000
13.340000,-11.746534,7.037504,-152.074668,5.000000
13.350000,-11.790638,7.013950,-151.716570,5.000000
13.360000,-11.834595,6.990121,-151.358471,5.000000
13.370000,-11.878401,6.966018,-151.000373,5.000000
13.380000,-11.922057,6.941641,-150.642274,5.000000
13.390000,-11.965559,6.916992,-150.284175,5.000000
13.400000,-12.008906,6.892072,-149.926077,5.000000
13.410000,-12.052096,6.866881,-149.567978,5.000000
13.420000,-12.095128,6.841421,-149.209879,5.000000
13.430000,-12.138000,6.815692,-148.851781,5.000000
13.440000,-12.180711,6.789695,-148.493682,5.000000
13.450000,-12.223258,6.763433,-148.135584,5.000000
13.460000,-12.265640,6.736905,-147.777485,5.000000
13.470000,-12.307856,6.710112,-147.419386,5.000000
13.480000,-12.349903,6.683056,-147.061288,5.000000
13.490000,-12.391780,6.655738,-146.703189,5.000000
13.500000,-12.433486,6.628159,-146.345090,5.000000
13.510000,-12.475019,6.600320,-145.986992,5.000000
13.520000,-12.516377,6.572221,-145.628893,5.000000
13.530000,-12.557558,6.543865,-145.270795,5.000000
13.540000,-12.598562,6.515252,-144.912696,5.000000
13.550000,-12.639385,6.486383,-144.554597,5.000000
13.560000,-12.680028,6.457260,-144.196499,5.000000
13.570000,-12.720488,6.427883,-143.838400,5.000000
