time,x,y,theta_deg,cte,heading_error_deg
6.660000,60.603289,22.732236,28.809609,24.230040,28.358209
6.670000,60.691019,22.780229,28.552647,24.277429,27.995260
6.680000,60.778965,22.827827,28.293306,24.324169,27.735919
6.690000,60.867126,22.875024,28.031651,24.370554,27.368419
6.700000,60.955503,22.921817,27.767745,24.416321,27.104513
6.710000,61.044095,22.968200,27.501655,24.461682,26.732748
6.720000,61.132903,23.014170,27.233446,24.506584,26.359059
6.730000,61.221925,23.059721,26.963185,24.550772,26.088797
6.740000,61.311162,23.104851,26.690938,24.594618,25.711293
6.750000,61.400614,23.149555,26.416772,24.637786,25.437127
6.760000,61.490279,23.193829,26.140757,24.680557,25.056104
6.770000,61.580157,23.237669,25.862959,24.722688,24.778307
6.780000,61.670247,23.281071,25.583449,24.764365,24.394065
6.790000,61.760548,23.324032,25.302296,24.805548,24.008482
6.800000,61.851060,23.366549,25.019569,24.846010,23.725755
6.810000,61.941780,23.408616,24.735338,24.886073,23.337425
6.820000,62.032709,23.450233,24.449676,24.925459,23.051763
6.830000,62.123845,23.491394,24.162651,24.964387,22.660995
6.840000,62.215187,23.532097,23.874337,25.002799,22.269318
6.850000,62.306732,23.572339,23.584805,25.040461,21.979786
6.860000,62.398480,23.612117,23.294126,25.077715,21.586154
6.870000,62.490429,23.651428,23.002374,25.114268,21.294402
6.880000,62.582577,23.690269,22.709621,25.150353,20.899130
6.890000,62.674923,23.728639,22.415941,25.185903,20.503390
6.900000,62.767465,23.766534,22.121406,25.220688,20.208855
6.910000,62.860200,23.803952,21.826089,25.255051,19.811965
6.920000,62.953127,23.840891,21.530066,25.288701,19.515942
6.930000,63.046244,23.877349,21.233409,25.321866,19.118224
6.940000,63.139549,23.913324,20.936193,25.354483,18.720483
6.950000,63.233040,23.948814,20.638492,25.386332,18.422782
6.960000,63.326713,23.983817,20.340381,25.417739,18.024709
6.970000,63.420568,24.018333,20.041933,25.448434,17.726261
6.980000,63.514601,24.052358,19.743224,25.478624,17.328177
6.990000,63.608810,24.085893,19.444328,25.508257,16.930520
7.000000,63.703193,24.118936,19.145320,25.537128,16.631511
7.010000,63.797747,24.151486,18.846274,25.565536,16.234342
7.020000,63.892470,24.183542,18.547266,25.593242,15.935333
7.030000,63.987359,24.215103,18.248370,25.620423,15.538975
7.040000,64.082411,24.246169,17.949661,25.647041,15.143490
7.050000,64.177623,24.276739,17.651213,25.672913,14.845042
7.060000,64.272994,24.306814,17.353101,25.698301,14.450865
7.070000,64.368519,24.336391,17.055400,25.723125,14.057834
7.080000,64.464197,24.365473,16.758184,25.747163,13.760618
7.090000,64.560024,24.394058,16.461528,25.770757,13.369389
7.100000,64.655998,24.422148,16.165504,25.793629,13.073366
7.110000,64.752116,24.449741,15.870188,25.815997,12.684259
7.120000,64.848374,24.476840,15.575653,25.837803,12.296739
7.130000,64.944770,24.503444,15.281972,25.858850,12.003059
7.140000,65.041301,24.529554,14.989219,25.879435,11.618150
7.150000,65.137964,24.555172,14.697467,25.899324,11.326397
7.160000,65.234755,24.580298,14.406789,25.918695,10.944414
7.170000,65.331673,24.604934,14.117256,25.937510,10.564450
7.180000,65.428714,24.629080,13.828942,25.955597,10.276136
7.190000,65.525875,24.652739,13.541918,25.973209,9.899577
7.200000,65.623153,24.675912,13.256255,25.990270,9.525298
7.210000,65.720545,24.698602,12.972025,26.006574,9.241068
7.220000,65.818048,24.720809,12.689298,26.022447,8.870664
7.230000,65.915659,24.742536,12.408144,26.037625,8.589511
7.240000,66.013375,24.763785,12.128634,26.052321,8.223286
7.250000,66.111193,24.784558,11.850837,26.066480,7.859758
7.260000,66.209111,24.804859,11.574821,26.079916,7.583742
7.270000,66.307125,24.824689,11.300656,26.092918,7.224850
7.280000,66.405232,24.844052,11.028409,26.105258,6.952603
7.290000,66.503430,24.862950,10.758147,26.117118,6.598639
7.300000,66.601716,24.881386,10.489938,26.128457,6.247773
7.310000,66.700087,24.899364,10.223848,26.139109,5.981683
7.320000,66.798539,24.916887,9.959943,26.149330,5.636187
7.330000,66.897071,24.933958,9.698288,26.158924,5.374532
7.340000,66.995680,24.950581,9.438947,26.168045,5.034685
7.350000,67.094363,24.966759,9.181985,26.176667,4.698322
7.360000,67.193116,24.982497,8.927464,26.184637,4.443802
7.370000,67.291939,24.997798,8.675449,26.192188,4.113510
7.380000,67.390827,25.012666,8.426000,26.199254,3.786928
7.390000,67.489779,25.027107,8.179179,26.205644,3.540107
7.400000,67.588792,25.041123,7.935047,26.211670,3.220004
7.410000,67.687863,25.054719,7.693664,26.217077,2.978621
7.420000,67.786991,25.067900,7.455088,26.222086,2.665255
7.430000,67.886172,25.080671,7.219380,26.226637,2.355953
7.440000,67.985404,25.093036,6.986595,26.230544,2.123169
7.450000,68.084686,25.105001,6.756792,26.234113,1.820989
7.460000,68.184014,25.116570,6.530026,26.237093,1.594223
7.470000,68.283387,25.127748,6.306353,26.239704,1.299407
7.480000,68.382803,25.138542,6.085828,26.241779,1.078882
7.490000,68.482259,25.148955,5.868504,26.243458,0.791666
7.500000,68.581754,25.158994,5.654435,26.244722,0.508971
7.510000,68.681286,25.168663,5.443672,26.245426,0.298208
7.520000,68.780851,25.177970,5.236268,26.245799,0.023462
7.530000,68.880450,25.186919,5.032271,26.245662,-0.180535
7.540000,68.980080,25.195516,4.831732,26.245170,-0.447115
7.550000,69.079739,25.203768,4.634701,26.244297,-0.708874
7.560000,69.179425,25.211680,4.441223,26.242891,-0.902351
7.570000,69.279138,25.219258,4.251347,26.241198,-1.155623
7.580000,69.378874,25.226509,4.065118,26.239018,-1.341852
7.590000,69.478634,25.233439,3.882582,26.236533,-1.586438
7.600000,69.578415,25.240055,3.703782,26.233609,-1.765238
7.610000,69.678216,25.246362,3.528762,26.230364,-2.000948
7.620000,69.778035,25.252368,3.357564,26.226787,-2.231460
7.630000,69.877872,25.258079,3.190230,26.222748,-2.398794
7.640000,69.977725,25.263502,3.026799,26.218458,-2.620151
7.650000,70.077592,25.268643,2.867312,26.213747,-2.779639
7.660000,70.177474,25.273510,2.711805,26.208775,-2.991668
7.670000,70.277368,25.278109,2.560318,26.203424,-3.143155
7.680000,70.377274,25.282448,2.412886,26.197801,-3.345695
7.690000,70.477190,25.286533,2.269545,26.191902,-3.542714
7.700000,70.577117,25.290371,2.130329,26.185602,-3.681930
7.710000,70.677052,25.293971,1.995271,26.179102,-3.869225
7.720000,70.776995,25.297338,1.864405,26.172240,-4.000092
7.730000,70.876946,25.300481,1.737760,26.165174,-4.177520
7.740000,70.976903,25.303407,1.615368,26.157783,-4.299912
7.750000,71.076866,25.306123,1.497258,26.150183,-4.467340
7.760000,71.176834,25.308637,1.383458,26.142363,-4.628981
7.770000,71.276807,25.310956,1.273995,26.134198,-4.738444
7.780000,71.376785,25.313087,1.168896,26.125896,-4.889896
7.790000,71.476766,25.315039,1.068185,26.117284,-4.990607
7.800000,71.576750,25.316819,0.971887,26.108535,-5.131759
7.810000,71.676737,25.318436,0.880024,26.099511,-5.223622
7.820000,71.776726,25.319895,0.792618,26.090350,-5.354372
7.830000,71.876717,25.321206,0.709691,26.080946,-5.437300
7.840000,71.976710,25.322376,0.631261,26.071409,-5.557555
7.850000,72.076705,25.323414,0.557348,26.061660,-5.631467
7.860000,72.176701,25.324326,0.487969,26.051782,-5.741142
7.870000,72.276698,25.325121,0.423141,26.041775,-5.844728
7.880000,72.376695,25.325807,0.362879,26.031539,-5.904990
7.890000,72.476694,25.326391,0.307197,26.021244,-5.997882
7.900000,72.576692,25.326883,0.256109,26.010750,-6.048970
7.910000,72.676692,25.327289,0.209627,26.000203,-6.131107
7.920000,72.776691,25.327619,0.167761,25.989486,-6.172972
7.930000,72.876691,25.327879,0.130522,25.978722,-6.244301
7.940000,72.976691,25.328078,0.097919,25.967817,-6.276904
7.950000,73.076690,25.328225,0.069959,25.956873,-6.337382
7.960000,73.176690,25.328327,0.046648,25.945815,-6.360693
7.970000,73.276690,25.328392,0.027993,25.934727,-6.410286
7.980000,73.376690,25.328428,0.013998,25.923550,-6.424281
7.990000,73.476690,25.328445,0.004666,25.912354,-6.462964
